theta_deg,mode,energy_keV,ff_cm2_g,pp_cm2_g,absorption_cm2_g,scattering_cm2_g,total_cm2_g
45.0,1,1.053401791676522,0.0007144445633233911,1.3727118878465933e-7,0.0007145818345121758,1.1865420599996613e-6,0.0007157683765721754
45.0,1,1.0661551127495372,0.0006828025184879313,1.2873255836182363e-7,0.0006829312510462931,1.1940368247984858e-6,0.0006841252878710916
45.0,1,1.0790628356848584,0.0006532159050242257,1.2084887300084967e-7,0.0006533367538972265,1.202586505715103e-6,0.0006545393404029416
45.0,1,1.0921268297944045,0.0006255080821928729,1.1355895503537941e-7,0.0006256216411479083,1.2121580581464136e-6,0.0006268337992060548
45.0,1,1.1053489870214726,0.0005995210612904365,1.0680840795627225e-7,0.0005996278696983928,1.2227234216223254e-6,0.0006008505931200151
45.0,1,1.1187312222147328,0.0005751131896897416,1.005487469371127e-7,0.0005752137384366788,1.234258993958939e-6,0.0005764479974306377
45.0,1,1.132275473405538,0.000552157163836674,9.473665564937313e-8,0.0005522519004923234,1.2467451807632136e-6,0.0005534986456730866
45.0,1,1.1459837020885926,0.0005305383187932472,8.933334893206047e-8,0.0005306276521421793,1.2601660084473852e-6,0.0005318878181506268
45.0,1,1.1598578935060175,0.0005101531512017655,8.430402451509537e-8,0.0005102374552262806,1.2745087914438095e-6,0.0005115119640177243
45.0,1,1.1739000569348563,0.0004909080399426031,7.961738992745229e-8,0.0004909876573325306,1.289763845719359e-6,0.0004922774211782499
45.0,1,1.1881122259780605,0.00047271813479398723,7.52452530964688e-8,0.0004727933800470837,1.3059242419871276e-6,0.00047409930428907084
45.0,1,1.202496458858999,0.0004555063883040831,7.116216707756103e-8,0.00045557755047116066,1.322985592899965e-6,0.00045690053606406065
45.0,1,1.217054838719532,0.000439202710206916,6.73451209326522e-8,0.00043927005532784865,1.3409458700704203e-6,0.0004406110011979191
45.0,1,1.2317894739216935,0.00042374243885928226,6.377327007096316e-8,0.00042380621212935324,1.3598052467598227e-6,0.00042516601737611307
45.0,1,1.2467024983530282,0.00040906897675846513,6.04277004322137e-8,0.00040912940445889736,1.3795659627750191e-6,0.00041050897042167235
45.0,1,1.261796071735623,0.0003951280775749776,5.729122177343288e-8,0.00039518536879675105,1.4002322093504345e-6,0.00039658560100610147
45.0,1,1.27707237993888,0.00038187091928728386,5.4348186051384636e-8,0.00038192526747333523,1.421810031172987e-6,0.0003833470775045082
45.0,1,1.2925336352960777,0.00036926864447856623,5.158432750050256e-8,0.0003693202288060667,1.4443072437751758e-6,0.0003707645360498419
45.0,1,1.3081820769247627,0.00035724867326527367,4.89866215137189e-8,0.0003572976598867874,1.4677333648224942e-6,0.00035876539325160986
45.0,1,1.3240199710510228,0.00034577220596838004,4.654315985853328e-8,0.00034581874912823857,1.4920995574004893e-6,0.00034731084868563905
45.0,1,1.340049611337683,0.0003348362464018653,4.424304011748729e-8,0.0003348804894419828,1.517418584578773e-6,0.00033639790802656155
45.0,1,1.3562733192164773,0.0003243940472567341,4.2076267542862544e-8,0.00032443612352427696,1.5437047740601521e-6,0.0003259798282983371
45.0,1,1.372693444224242,0.00031441519837449903,4.00336677693502e-8,0.00031445523204226837,1.570973991669223e-6,0.0003160262060339376
45.0,1,1.3893123643431768,0.0003048722578422814,3.8106809043445346e-8,0.00030491036465132485,1.5992436239597091e-6,0.0003065096082752846
45.0,1,1.406132486345228,0.0002957398220974172,3.628793281109515e-8,0.0002957761100302283,1.6285325680020813e-6,0.00029740464259823035
45.0,1,1.4231562461406402,0.00028699434725938027,3.456989166050847e-8,0.00028702891715104076,1.65886122915066e-6,0.0002886877783801914
45.0,1,1.440386109130727,0.00027861398845752664,3.294609374988695e-8,0.00027864693455127655,1.6902515254260004e-6,0.00028033718607670257
45.0,1,1.4578245705649147,0.0002705784551478971,3.141045296333069e-8,0.00027060986560086046,1.7227268987160478e-6,0.0002723325924995765
45.0,1,1.4754741559021058,0.00026286888062353674,2.995734413559409e-8,0.0002628988379676723,1.7563123325211363e-6,0.00026465515030019344
45.0,1,1.49333742117642,0.0002554677041203574,2.8581562770089563e-8,0.0002554962856831275,1.7910343756117252e-6,0.00025728732005873926
45.0,1,1.511416953367362,0.00024835856419307633,2.727828874660302e-8,0.0002483858424818229,1.8269211722159476e-6,0.00025021276365403886
45.0,1,1.52971537077447,0.00024152620210963875,2.604305357747823e-8,0.00024155224516321622,1.8640024980494163e-6,0.00024341624766126564
45.0,1,1.5482353233965025,0.00023495637421723446,2.4871710824838728e-8,0.0002349812459280593,1.9023098024227573e-6,0.00023688355573048205
45.0,1,1.5669794933152132,0.00022863577235328748,2.3760409338088754e-8,0.00022865953276262558,1.9418762567013e-6,0.00023060140901932688
45.0,1,1.5859505950837738,0.00022255195143777875,2.2705569011483963e-8,0.00022257465700679024,1.9827368086101947e-6,0.00022455739381540044
45.0,1,1.605151376119899,0.00021669326355703002,2.170385879679037e-8,0.00021671496741582682,2.0249282433137752e-6,0.0002187398956591406
45.0,1,1.6245846171037301,0.0002110487978461913,2.0752176736829004e-8,0.00021106955002292812,2.068489250695748e-6,0.00021313803927362385
45.0,1,1.644253132380537,0.00020560832562139495,1.9847631812514646e-8,0.00020562817325320745,2.1134604996030114e-6,0.00020774163375281046
45.0,1,1.6641597703682947,0.0002003622502448582,1.8987527419494403e-8,0.0002003812377722777,2.159884719326056e-6,0.00020254112249160373
45.0,1,1.6843074139701952,0.0001953444036947694,1.8169346311078015e-8,0.00019536257304108047,2.20780678808298e-6,0.00019757037982916345
45.0,1,1.7046989809921527,0.00019041779229123085,1.7390736862183728e-8,0.00019043518302809304,2.257273829912167e-6,0.0001926924568580052
45.0,1,1.7253374245653632,0.00018570298271953297,1.664950052494306e-8,0.0001857196322200579,2.3083353191917377e-6,0.00018802796753924963
45.0,1,1.7462257335739813,0.0001811496421415995,1.5943580360547954e-8,0.00018116558572196003,2.3610431944549818e-6,0.000183526628916415
45.0,1,1.7673669330879738,0.00017675071800540818,1.5271050544286945e-8,0.00017676598905595246,2.4154519813289387e-6,0.0001791814410372814
45.0,1,1.7887640848012136,0.00017249905186242197,1.4630106751591518e-8,0.00017251368196917355,2.471618925472056e-6,0.0001749853008946456
45.0,1,1.810420287474878,0.0001683895010991847,1.4019057342549408e-8,0.00016840352015652725,2.5296041362382764e-6,0.00017093312429276552
45.0,1,1.8323386773862156,0.00016441554170000758,1.3436315270877144e-8,0.00016442897801527846,2.589470741789935e-6,0.0001670184487570684
45.0,1,1.8545224287827449,0.00016057185245255224,1.288039065090854e-8,0.00016058473284320313,2.651285056699197e-6,0.00016323601789990232
45.0,1,1.8769747543419528,0.00015685258462939442,1.2349883922884078e-8,0.0001568649345133173,2.7151167627368082e-6,0.0001595800512760541
45.0,1,1.8996989056365592,0.00015325309642723092,1.1843479562798883e-8,0.00015326493990679371,2.781039104197772e-6,0.0001560459790109915
45.0,1,1.9226981736054125,0.00014977997694000023,1.1359940288396838e-8,0.00014979133688028861,2.8491290987897746e-6,0.00015264046597907838
45.0,1,1.9459758890300882,0.00014640619951922687,1.0898101717643938e-8,0.0001464170976209445,2.919467765395365e-6,0.00014933656538633987
45.0,1,1.9695354230172566,0.0001431275464237982,1.0456867440252451e-8,0.00014313800329123844,2.9921403703674897e-6,0.00014613014366160593
45.0,1,1.9933801874868893,0.00013996261081069183,1.0035204466618987e-8,0.00013997264601515845,3.0672366937745206e-6,0.00014303988270893296
45.0,1,2.0175136356663796,0.00013689633916549542,9.63213902192953e-9,0.00013690597130451736,3.144851317443248e-6,0.0001400508226219606
45.0,1,2.0419392625906414,0.0001339248168258062,9.24675265622368e-9,0.00013393406357846245,3.225083936589589e-6,0.00013715914751505205
45.0,1,2.0666606056082646,0.00013104537423596553,8.878178643930696e-9,0.00013105425241460947,3.308039697990742e-6,0.0001343622921126002
45.0,1,2.0916812448937994,0.0001282544302568695,8.525598648849506e-9,0.00012826295585551835,3.3938295659350803e-6,0.00013165678542145342
45.0,1,2.1170048039662395,0.0001255489447776574,8.188239632730624e-9,0.00012555713301729013,3.482570719764404e-6,0.00012903970373705453
45.0,1,2.1426349502137865,0.00012292603604960407,7.865370987608228e-9,0.00012293390142059166,3.5743869855561798e-6,0.00012650828840614784
45.0,1,2.168575395424963,0.00012038297226573116,7.556301873812375e-9,0.00012039052856760497,3.669409305052817e-6,0.00012405993787265778
45.0,1,2.1948298963261617,0.00011791716378738131,7.26037874719536e-9,0.00011792442416612851,3.767776246343447e-6,0.00012169220041247195
45.0,1,2.2214022551256956,0.00011552615595877276,6.976983060566508e-9,0.00011553313294183333,3.869634559574572e-6,0.0001194027675014079
45.0,1,2.2482963200644397,0.00011320762248630265,6.705529125634306e-9,0.00011321432801542829,3.9751397830825995e-6,0.00011718946779851088
45.0,1,2.275515985973139,0.00011095935934485198,6.44546212294603e-9,0.00011096580480697492,4.084456904966799e-6,0.00011505026171194171
45.0,1,2.303065194836461,0.00010877927917585599,6.196256248389807e-9,0.00010878547543210438,4.197761085587198e-6,0.00011298323651769158
45.0,1,2.3309479363638794,0.00010666540616343731,5.957412985793776e-9,0.0001066713635764231,4.315238448320091e-6,0.00011098660202474319
45.0,1,2.3591682485674674,0.00010461587135179402,5.728459496045919e-9,0.00010462159981129007,4.437086945061266e-6,0.00010905868675635134
45.0,1,2.3877302183466904,0.00010262890840036913,5.508947113953316e-9,0.00010263441734748309,4.563517305858028e-6,0.00010719793465334112
45.0,1,2.4166379820802715,0.00010070284973990278,5.2984499447958346e-9,0.00010070814818984757,4.694754080603412e-6,0.00010540290227045098
45.0,1,2.4458957262252308,9.883612314073483e-5,5.0965635531821935e-9,9.884121970428802e-5,4.831036785145348e-6,0.00010367225648943336
45.0,1,2.4755076879231703,9.702724865781777e-5,4.902903737429473e-9,9.70321515615552e-5,4.972621161904402e-6,0.00010200477272345961
45.0,1,2.505478155613903,9.527483596670048e-5,4.717105383226891e-9,9.52795530720837e-5,5.1197805701846525e-6,0.00010039933364226835
45.0,1,2.5358114696565117,9.357758207082961e-5,4.538821390852607e-9,9.358212089222046e-5,5.272807520340485e-6,9.885492841256094e-5
45.0,1,2.56651202295792,9.193426938616166e-5,4.367721670664658e-9,9.193863710783232e-5,5.432015369798082e-6,9.737065247763041e-5
45.0,1,2.597584261609083,9.034376420527034e-5,4.203492202005624e-9,9.034796769747235e-5,5.597740200834801e-6,9.594570789830714e-5
45.0,1,2.6290326855288755,8.88045653273865e-5,4.04583415104238e-9,8.880861116153755e-5,5.770342902341564e-6,9.457895406387912e-5
45.0,1,2.6608618491157707,8.731670173627777e-5,3.894463043408904e-9,8.732059619932118e-5,5.950211482087955e-6,9.327080768140913e-5
45.0,1,2.693076361907421,8.587899328454674e-5,3.749107987840999e-9,8.588274239253459e-5,6.1377636386086935e-6,9.202050603114329e-5
45.0,1,2.7256808892482094,8.449002654056666e-5,3.6095109472826457e-9,8.449363605151394e-5,6.333449626872133e-6,9.082708567838607e-5
45.0,1,2.7586801529648963,8.314943060754989e-5,3.4754260542108666e-9,8.31529060336041e-5,6.537755457282374e-6,8.969066149088648e-5
45.0,1,2.7920789320504364,8.185656514823883e-5,3.346618967173215e-9,8.185991176720601e-5,6.7512064723289855e-6,8.8611118239535e-5
45.0,1,2.825882063356079,8.06108745337719e-5,3.2228662657547856e-9,8.061409740003766e-5,6.974371353842898e-6,8.758846875388056e-5
45.0,1,2.8600944422918473,7.94118899099583e-5,3.1039548814003883e-9,7.941499386483969e-5,7.207866620611177e-6,8.662286048545086e-5
45.0,1,2.894721023535498,7.82592318721289e-5,2.989681561706404e-9,7.826222155369061e-5,7.452361686669714e-6,8.571458324036033e-5
45.0,1,2.929766821750062,7.715261380946962e-5,2.87985236597188e-9,7.71554936618356e-5,7.708584561673355e-6,8.486407822350896e-5
45.0,1,2.9652369123100746,7.609184599291114e-5,2.774282189958973e-9,7.60946202751011e-5,7.977328288524649e-6,8.407194856362575e-5
45.0,1,3.0011364320365983,7.5086498592826e-5,2.6727943179608112e-9,7.508917138714395e-5,8.259458229469568e-6,8.334862961661351e-5
45.0,1,3.0374705799411417,7.410760531250054e-5,2.575220000410914e-9,7.411018053250094e-5,8.55592033124867e-6,8.266610086374961e-5
45.0,1,3.0742446179785885,7.3184295509893e-5,2.4813980553940406e-9,7.318677690794839e-5,8.86775052265587e-6,8.205452743060426e-5
45.0,1,3.1114638718092387,7.230715952937284e-5,2.3911744925334822e-9,7.230955070386536e-5,9.196085426090934e-6,8.15056361299563e-5
45.0,1,3.1491337315700765,7.147638647197666e-5,2.3044021578369865e-9,7.14786908741345e-5,9.542174597430346e-6,8.102086547156484e-5
45.0,1,3.187259652655379,7.069293204955176e-5,2.2209403981817595e-9,7.069515298994995e-5,9.907394548705315e-6,8.060254753865526e-5
45.0,1,3.225847156506771,6.995726004726926e-5,2.1406547442092513e-9,6.995940070201347e-5,1.0293264857903006e-5,8.025266555991647e-5
45.0,1,3.2649018314128466,6.927022992201358e-5,2.0634166104850214e-9,6.927229333862406e-5,1.0701466728045363e-5,7.997376006666942e-5
45.0,1,3.304429333318472,6.863288974596789e-5,1.989103011855376e-9,6.863487884897975e-5,1.113386443204635e-5,7.97687432810261e-5
45.0,1,3.3444353866438887,6.804649657148447e-5,1.9175962950044997e-9,6.804841416777948e-5,1.1592530167363038e-5,7.964094433514252e-5
45.0,1,3.3849257851137264,6.751254019679374e-5,1.84878388428086e-9,6.751438898067802e-5,1.20797729558955e-5,7.959416193657352e-5
45.0,1,3.425906392596061,6.703277094700605e-5,1.782558040922649e-9,6.703455350504698e-5,1.25981723595592e-5,7.963272586460619e-5
45.0,1,3.4673831439516247,6.660923222146984e-5,1.718815634867358e-9,6.66109510371047e-5,1.315061795207887e-5,7.976156898918357e-5
45.0,1,3.509362045893302,6.624429872067828e-5,1.6574579283820166e-9,6.624595617860666e-5,1.3740355698366024e-5,7.998631187697268e-5
45.0,1,3.5518491778560266,6.59407214775774e-5,1.5983903707969183e-9,6.59423198679482e-5,1.4371042659949048e-5,8.031336252789724e-5
45.0,1,3.5948506928772135,6.570168107535426e-5,1.5415224036685229e-9,6.570322259775793e-5,1.5046811780081874e-5,8.07500343778398e-5
45.0,1,3.638372818487849,6.553085321665844e-5,1.4867672757355497e-9,6.553233998393418e-5,1.57723489296007e-5,8.130468891353487e-5
45.0,1,3.6824218576143704,6.543246579625585e-5,1.4340418670667406e-9,6.543389983812291e-5,1.6552984939902485e-5,8.19868847780254e-5
45.0,1,3.7270041894914616,6.541142938258834e-5,1.3832665218289668e-9,6.541281264911017e-5,1.7394806051432055e-5,8.280761870054222e-5
45.0,1,3.772126270585902,6.547340827180645e-5,1.3343648891304872e-9,6.547474263669558e-5,1.830478711404353e-5,8.377952975073911e-5
45.0,1,3.817794635531602,6.562496262713002e-5,1.2872637714155236e-9,6.562624989090144e-5,1.9290953059141047e-5,8.491720295004249e-5
45.0,1,3.8640158980759525,6.587370652252114e-5,1.241892979902679e-9,6.587494841550104e-5,2.036257571735132e-5,8.623752413285236e-5
45.0,1,3.9107967520376388,6.62285007579627e-5,1.1981851965702222e-9,6.622969894315927e-5,2.1530415110613972e-5,8.776011405377325e-5
45.0,1,3.9581439722760456,6.669968949931143e-5,1.1560758421947987e-9,6.670084557515362e-5,2.2807017088558186e-5,8.950786266371181e-5
45.0,1,4.006064415672402,6.729899034292337e-5,1.115502949945142e-9,6.730010584587331e-5,2.4207082865748565e-5,9.150718871162188e-5
45.0,1,4.054565022122804,6.804186882970528e-5,1.0764070440167126e-9,6.804294523674929e-5,2.5747931020238547e-5,9.379087625698784e-5
45.0,1,4.103652815543254,6.894397159090306e-5,1.03873102276342e-9,6.894501032192582e-5,2.745007937293299e-5,9.639508969485881e-5
45.0,1,4.1533349048868775,7.002572319802473e-5,1.0024200457342961e-9,7.002672561807047e-5,2.9337983665933044e-5,9.936470928400351e-5
45.0,1,4.203618485173448,7.131104674229062e-5,9.674214239496593e-10,7.131201416371456e-5,3.144098325683727e-5,0.00010275299742055184
45.0,1,4.254510838531378,7.282870585628099e-5,9.336845126426543e-10,7.282963954079363e-5,3.379452289261036e-5,0.00010662416243340398
45.0,1,4.306019335252329,7.461352369069706e-5,9.011606055348859e-10,7.461442485130259e-5,3.6441746664991384e-5,0.00011105617151629398
45.0,1,4.358151434858581,7.670798065776437e-5,8.698028294864794e-10,7.670885046059386e-5,3.9435599590689555e-5,0.00011614445005128342
45.0,1,4.410914687183332,7.916433257272868e-5,8.395660380305458e-10,7.91651721387667e-5,4.284163033139902e-5,0.00012200680247016573
45.0,1,4.464316733464075,8.20474536214376e-5,8.104067018188428e-10,8.204826402813941e-5,4.6741775688366016e-5,0.0001287900397165054
45.0,1,4.518365307449209,8.543870400989245e-5,7.822827932926289e-10,8.543948629268575e-5,5.1239540474309766e-5,0.0001366790267669955
45.0,1,4.573068236518052,8.944126995028213e-5,7.551536618260033e-10,8.944202510394395e-5,5.646719319512382e-5,0.00014590921829906776
45.0,1,4.628433442814409,9.418765732001893e-5,7.289798939669934e-10,9.41883862999129e-5,6.259592641887763e-5,0.00015678431271879051
45.0,1,4.684468944393867,9.985039831017561e-5,7.037231508878028e-10,9.985110203332651e-5,6.985046430107327e-5,0.00016970156633439978
45.0,1,4.74118285638498,0.00010665752227664312,6.79345971175763e-10,0.0001066582016226143,7.85304886926566e-5,0.0001851886903152709
45.0,1,4.798583392164514,0.00011491634265368742,6.558115206400704e-10,0.00011491699846520805,8.90427782828388e-5,0.00020395977674804685
45.0,1,4.856678864546912,0.0001250482406151186,6.330832600449257e-10,0.00012504887369837865,0.00010195064749450296,0.0002269995211928816
45.0,1,4.915477686988173,0.00013764507658980363,6.111244831668857e-10,0.0001376456877142868,0.0001180522016798963,0.00025569788939418307
45.0,1,4.974988374804292,0.00015356777896084693,5.898976445934335e-10,0.00015356836885849153,0.0001385083206172057,0.00029207668947569724
45.0,1,5.0352195464044645,0.0001740602176056709,5.69363335502787e-10,0.0001740607869690064,0.0001650600283081844,0.0003391208152771908
45.0,1,5.096179924539209,0.00020109846176825865,5.49478646764051e-10,0.00020109901124690542,0.00020041434872274032,0.0004015133599696457
45.0,1,5.15787833756361,0.0002378137057769072,5.301944146503472e-10,0.00023781423597132187,0.0002489660649662069,0.0004867803009375287
45.0,1,5.220323720715853,0.0002895255253795424,5.114503100889077e-10,0.0002895260368298525,0.00031823579254877747,0.00060776182937863
45.0,1,5.283525117411227,0.00036585846388286934,4.93165467489496e-10,0.00036585895704833684,0.0004219668732514252,0.000787825830299762
45.0,1,5.3474916805518165,0.0004857529962753637,4.752190538368572e-10,0.0004857534714944175,0.0005874828885207519,0.0010732363600151696
45.0,1,5.412232673852023,0.0006909015145577925,4.5740548849667233e-10,0.000690901971963281,0.000875563624719517,0.001566465596682798
45.0,1,5.477757473180154,0.001088687964568148,4.393156573588597e-10,0.0010886884038838055,0.0014444776898170446,0.00253316609370085
45.0,1,5.544075567916247,0.002029759492715765,4.1995328132141106e-10,0.002029759912669046,0.002817070496720974,0.00484683040939002
45.0,1,5.611196562326334,0.0052225440717933004,3.9609039602110957e-10,0.005222544467883696,0.007574579407410556,0.012797123875294253
45.0,1,5.679130176953336,0.027621829342158323,3.544334179732593e-10,0.02762182969659174,0.0418220040836319,0.06944383378022365
45.0,1,5.747886250024813,0.01857323142945154,4.3560918121983635e-10,0.01857323186506072,0.029323094389825173,0.04789632625488589
45.0,1,5.81747473887774,0.0037689252485670947,4.0041968802855254e-10,0.0037689256489867825,0.006197483492943161,0.009966409141929944
45.0,1,5.887905721400548,0.0014464353180538,3.79937244043873e-10,0.001446435697991044,0.002474252267477725,0.003920687965468769
45.0,1,5.959189397492607,0.0007388702283998816,3.6394959384373093e-10,0.0007388705923494754,0.00131315524278953,0.0020520258351390055
45.0,1,6.031336090541397,0.00044050201041247704,3.4994381859808814e-10,0.00044050236035629564,0.0008123548300486283,0.001252857190404924
45.0,1,6.104356248917546,0.0002892414490853054,3.370968774304722e-10,0.0002892417861821828,0.0005527814727371894,0.0008420232589193722
45.0,1,6.17826044748798,0.0002029452447900072,3.2506057534553613e-10,0.00020294556985058255,0.0004014371312184239,0.0006043827010690064
45.0,1,6.253059389147385,0.00014949504806791768,3.1365910462756594e-10,0.0001494953617270223,0.00030568567115775707,0.00045518103288477935
45.0,1,6.328763906368215,0.00011432282704256447,3.0279123711139466e-10,0.00011432312983380158,0.00024136584852246936,0.00035568897835627094
45.0,1,6.405384962769464,9.007614949257776e-5,2.9239233960639835e-10,9.007644188491737e-5,0.00019613762167216672,0.0002862140635570841
45.0,1,6.482933654704429,7.273253964561294e-5,2.824175376010094e-10,7.273282206315054e-5,0.0001631689315161941,0.00023590175357934463
45.0,1,6.561421212867697,5.9947882179735255e-5,2.7283346978466067e-10,5.994815501320504e-5,0.00013843047790717075,0.00019837863292037578
45.0,1,6.640859003921588,5.028493788590187e-5,2.636139214586005e-10,5.028520149982333e-5,0.0001194219134104477,0.00016970711491027103
45.0,1,6.721258532142292,4.2824909332374795e-5,2.5473736124051823e-10,4.282516406973604e-5,0.0001045253522783263,0.00014735051634806232
45.0,1,6.802631441085924,3.6959499900733143e-5,2.461854766411128e-10,3.6959746086209784e-5,9.265657574547074e-5,0.00012961632183168051
45.0,1,6.8849895152747695,3.227387357304925e-5,2.379422638216842e-10,3.227411151531307e-5,8.306703372405627e-5,0.00011534114523936934
45.0,1,6.96834468190392,2.8477787499403736e-5,2.2999343954280993e-10,2.847801749284328e-5,7.522651033315562e-5,0.0001037045278259989
45.0,1,7.052709012568594,2.5363615655025828e-5,2.223260480768526e-10,2.5363837981073906e-5,6.875098108400024e-5,9.411481906507415e-5
45.0,1,7.1380947250123565,2.2779910213206683e-5,2.1492819026272683e-10,2.2780125141396945e-5,6.335681616188533e-5,8.613694130328227e-5
45.0,1,7.224514184896504,2.0614281202111634e-5,2.0778883144925789e-10,2.0614488990943084e-5,5.8830883801209406e-5,7.944537279215249e-5
45.0,1,7.311979907590881,1.8782033549789405e-5,2.0089766178950335e-10,1.8782234447451196e-5,5.5010545436231205e-5,7.37927798836824e-5
45.0,1,7.400504559986363,1.72184582251964e-5,1.9424499213121463e-10,1.721865247018853e-5,5.176997242704108e-5,6.898862489722961e-5
45.0,1,7.490100962329299,1.5873498757317787e-5,1.8782167465178697e-10,1.587368657899244e-5,4.9010600764075375e-5,6.488428734306782e-5
45.0,1,7.580782090078149,1.4707966538419157e-5,1.8161904104645914e-10,1.4708148157460203e-5,4.6654353311327844e-5,6.136250146878804e-5
45.0,1,7.672561075782604,1.3690973624132212e-5,1.756288534045379e-10,1.3691149252985616e-5,4.463874931214938e-5,5.8329898565134995e-5
45.0,1,7.765451210985471,1.2797793328652702e-5,1.6984326441937215e-10,1.2797963171917121e-5,4.2913323740088604e-5,5.5711286912005726e-5
45.0,1,7.859465948147552,1.2008555807304074e-5,1.6425478457920825e-10,1.2008720062088652e-5,4.143697045359825e-5,5.34456905156869e-5
45.0,1,7.954618902595853,1.1307144536151424e-5,1.5885625466197305e-10,1.1307303392406086e-5,4.0175946532323556e-5,5.148324992472964e-5
45.0,1,8.050923854495379,1.068040189954822e-5,1.536408223209349e-10,1.0680555540370541e-5,3.9102356261975154e-5,4.9782911802345695e-5
45.0,1,8.14839475084478,1.01174708676806e-5,1.4860192187156798e-10,1.0117619469602472e-5,3.81929874345433e-5,4.831060690414577e-5
45.0,1,8.247045707496188,9.609396075238115e-6,1.4373325661857042e-10,9.609539808494734e-6,3.7428409430282756e-5,4.703794923877749e-5
45.0,1,8.346891011199476,9.14870822280937e-6,1.3902878322578134e-10,9.148847251592595e-6,3.679226789985594e-5,4.5941115151448536e-5
45.0,1,8.447945121671294,8.729152203329923e-6,1.344826977505693e-10,8.729286686027674e-6,3.6270728570175426e-5,4.50000152562031e-5
45.0,1,8.55022267368914,8.34545678212215e-6,1.3008942305143357e-10,8.345586871545202e-6,3.585203521404236e-5,4.419762208558756e-5
45.0,1,8.653738479210778,7.993188731217648e-6,1.2584359734225138e-10,7.993314574814991e-6,3.552615578158623e-5,4.351947035640122e-5
45.0,1,8.758507529519335,7.673983942269862e-6,1.2174006371505465e-10,7.674105682333578e-6,3.5284497167075036e-5,4.2958602849408615e-5
45.0,1,8.864544997394349,7.368274400406687e-6,1.177738604899221e-10,7.368392174267177e-6,3.5119673820001634e-5,4.248806599426881e-5
45.0,1,8.971866239309112,7.089641156780897e-6,1.1394021227857192e-10,7.089755096993176e-6,3.5025318899348115e-5,4.2115073996341294e-5
45.0,1,9.080486797654611,6.830248712213349e-6,1.1023452166984488e-10,6.8303589467350186e-6,3.4995929271266625e-5,4.1826288218001646e-5
45.0,1,9.190422402990402,6.588038052569462e-6,1.0665236146203601e-10,6.588144704930924e-6,3.502673760055485e-5,4.161488230548578e-5
45.0,1,9.301688976322719,6.361224202805016e-6,1.0318946738019616e-10,6.361327392272396e-6,3.5113606265589124e-5,4.147493365786152e-5
45.0,1,9.414302631410177,6.148254419707192e-6,9.984173122688826e-11,6.148354261438419e-6,3.525293894998044e-5,4.1401293211418855e-5
45.0,1,9.528279677097387,5.947773510671997e-6,9.660519442317148e-11,5.94787011586642e-6,3.544160663288249e-5,4.138947674874891e-5
45.0,1,9.643636619676828,5.7585949395772646e-6,9.347604190319389e-11,5.758688415619168e-6,3.567688536597896e-5,4.143557378159813e-5
45.0,1,9.760390165279295,5.579672292047399e-6,9.045059633114491e-11,5.57976274264373e-6,3.59564037485708e-5,4.153616649121453e-5
45.0,1,9.878557222293313,5.410096389275364e-6,8.752531261365667e-11,5.4101839145879774e-6,3.6278098417670634e-5,4.168828233225861e-5
45.0,1,9.99815490381382,5.2490521726564234e-6,8.46967726843343e-11,5.249136869429108e-6,3.664017619398583e-5,4.188931306341494e-5
45.0,1,10.119200530120512,5.095821442001424e-6,8.196168054001905e-11,5.0959034036819635e-6,3.7041081776830926e-5,4.213698518051289e-5
45.0,1,10.241711631186194,4.949766308889682e-6,7.93168575108483e-11,4.949845625747193e-6,3.7479470085002837e-5,4.2429315710750027e-5
45.0,1,10.365705949215473,4.810318733520298e-6,7.675923774822197e-11,4.810395492758046e-6,3.7954182503248926e-5,4.276457799600697e-5
45.0,1,10.491201441214221,4.676971586869506e-6,7.428586391649915e-11,4.677045872733423e-6,3.84642264231076e-5,4.3141272295841026e-5
45.0,1,10.618216281590126,4.549270993085354e-6,7.189388307571933e-11,4.5493428869684294e-6,3.9008757573574514e-5,4.3558100460542946e-5
45.0,1,10.746768864784725,4.426809750022541e-6,6.958054274388501e-11,4.4268793305652845e-6,3.958706472261949e-5,4.4013944053184774e-5
45.0,1,10.876877807937321,4.309221660543091e-6,6.734318712840572e-11,4.309289003730219e-6,4.0198556398952516e-5,4.4507845402682733e-5
45.0,1,11.008561953581127,4.196176635734471e-6,6.517925351724134e-11,4.1962418149879886e-6,4.084274934315076e-5,4.503899115813875e-5
45.0,1,11.141840372372076,4.087376454113279e-6,6.308626882106796e-11,4.0874395403821e-6,4.151925844121002e-5,4.5606697981592124e-5
45.0,1,11.276732365850648,3.982551080032119e-6,6.106184625850668e-11,3.982612141878377e-6,4.2227787934790053e-5,4.621040007666843e-5
45.0,1,11.413257469237141,3.88145546000459e-6,5.910368217706264e-11,3.881514563686767e-6,4.296812373298846e-5,4.6849638296675225e-5
45.0,1,11.551435454260798,3.7838667285918625e-6,5.720955300297077e-11,3.7839239381448656e-6,4.374012667775154e-5,4.7524050615896404e-5
45.0,1,11.691286332023152,3.6895817661564647e-6,5.537731231363058e-11,3.6896371434687785e-6,4.454372663711429e-5,4.8233363780583074e-5
45.0,1,11.83283035589608,3.5984150596547127e-6,5.36048880267419e-11,3.5984686645427395e-6,4.537891731900142e-5,4.8977385983544154e-5
