 FILTERED output of ioneqmn.
    NRmax =  54,  NTmax =  21
                      thermodynamic functions              |        number fractions             lg(opacities)
 lg(R)   lg(P) PV/(NkT)  U/(NkT) S/(Nk) Cv/(Nk)  chit  chir    x(H)    x(H0)    x(H2)   x(pert.)  long. transv.
 -4.40   2.6150   1.988   -64.53  55.60   1.15  1.008  0.999 3.09E-03 1.60E-03 4.32E-15 5.38E-02  -9.155  -9.155
 -4.20   2.8149   1.988   -64.53  54.68   1.22  1.010  0.999 3.69E-03 2.15E-03 1.69E-14 5.78E-02  -9.154  -9.154
 -4.00   3.0147   1.987   -64.53  53.77   1.31  1.013  0.999 4.26E-03 2.68E-03 6.61E-14 6.17E-02  -9.154  -9.154
 -3.80   3.2143   1.985   -64.54  52.84   1.47  1.019  0.998 5.33E-03 3.71E-03 2.58E-13 6.56E-02  -9.152  -9.152
 -3.60   3.4140   1.984   -64.56  51.92   1.66  1.026  0.998 6.42E-03 4.77E-03 1.00E-12 6.96E-02  -9.151  -9.151
 -3.40   3.6134   1.981   -64.58  50.98   2.02  1.038  0.996 8.48E-03 6.82E-03 3.91E-12 7.33E-02  -9.148  -9.148
 -3.20   3.8127   1.978   -64.61  50.04   2.47  1.053  0.995 1.07E-02 9.08E-03 1.51E-11 7.72E-02  -9.144  -9.144
 -3.00   4.0115   1.972   -64.67  49.08   3.26  1.080  0.993 1.49E-02 1.33E-02 5.81E-11 8.11E-02  -9.139  -9.139
 -2.80   4.2099   1.965   -64.75  48.09   4.44  1.121  1.061 2.11E-02 1.96E-02 2.21E-10 8.48E-02  -9.130  -9.130
 -2.60   4.4079   1.956   -64.86  47.08   5.97  1.171  0.987 2.84E-02 2.69E-02 8.35E-10 8.83E-02  -9.118  -9.118
 -2.40   4.6047   1.941   -65.05  45.99   8.41  1.254  0.982 4.12E-02 3.99E-02 3.08E-09 9.10E-02  -9.100  -9.100
 -2.20   4.8011   1.925   -65.28  44.86  11.53  1.355  0.975 5.66E-02 5.53E-02 1.12E-08 9.42E-02  -9.077  -9.077
 -2.00   4.9949   1.898   -65.66  43.60  15.99  1.508  0.966 8.18E-02 8.07E-02 3.90E-08 9.43E-02  -9.043  -9.043
 -1.80   5.1878   1.868   -66.13  42.26  21.25  1.687  0.955 1.12E-01 1.11E-01 1.32E-07 9.48E-02  -8.998  -8.999
 -1.60   5.3768   1.821   -66.81  40.74  27.61  1.916  0.941 1.56E-01 1.56E-01 4.19E-07 9.09E-02  -8.944  -8.944
 -1.40   5.5648   1.771   -67.60  39.11  34.06  2.155  0.927 2.07E-01 2.06E-01 1.27E-06 8.74E-02  -8.879  -8.879
 -1.20   5.7489   1.708   -68.60  37.31  39.93  2.401  0.913 2.71E-01 2.71E-01 3.51E-06 8.08E-02  -8.804  -8.804
 -1.00   5.9303   1.636   -69.73  35.38  44.49  2.614  0.902 3.42E-01 3.42E-01 9.30E-06 6.86E-02  -8.721  -8.721
 -0.80   6.1098   1.561   -70.91  33.47  45.92  2.780  0.894 4.18E-01 4.18E-01 2.21E-05 5.96E-02  -8.632  -8.632
 -0.60   6.2893   1.489   -72.09  31.58  47.29  2.834  0.891 4.92E-01 4.92E-01 5.03E-05 5.10E-02  -8.538  -8.539
 -0.40   6.4678   1.417   -73.25  29.74  45.09  2.839  0.892 5.65E-01 5.65E-01 1.05E-04 4.20E-02  -8.441  -8.443
 -0.20   6.6468   1.350   -74.32  28.03  41.98  2.763  0.898 6.33E-01 6.33E-01 2.07E-04 3.35E-02  -8.345  -8.347
  0.00   6.8263   1.287   -75.32  26.41  38.03  2.617  0.908 6.95E-01 6.95E-01 4.02E-04 2.33E-02  -8.248  -8.250
  0.20   7.0088   1.237   -76.15  25.00  33.87  2.465  0.991 7.46E-01 7.46E-01 7.30E-04 1.87E-02  -8.148  -8.151
  0.40   7.1935   1.194   -76.87  23.71  29.95  2.309  0.927 7.88E-01 7.88E-01 1.30E-03 1.52E-02  -8.046  -8.051
  0.60   7.3798   1.157   -77.48  22.55  26.26  2.151  0.936 8.24E-01 8.24E-01 2.21E-03 1.25E-02  -7.942  -7.949
  0.80   7.5680   1.126   -78.02  21.49  23.19  2.013  0.944 8.51E-01 8.51E-01 3.69E-03 1.10E-02  -7.834  -7.842
  1.00   7.7576   1.099   -78.48  20.51  20.75  1.902  0.951 8.70E-01 8.70E-01 5.92E-03 1.08E-02  -7.708  -7.717
  1.20   7.9483   1.076   -78.89  19.60  19.05  1.825  0.955 8.82E-01 8.82E-01 9.05E-03 1.26E-02  -7.576  -7.590
  1.40   8.1398   1.055   -79.28  18.72  18.24  1.797  0.958 8.85E-01 8.85E-01 1.31E-02 1.80E-02  -7.423  -7.440
  1.60   8.3314   1.035   -79.67  17.85  18.32  1.823  0.958 8.78E-01 8.78E-01 1.74E-02 3.03E-02  -7.230  -7.245
  1.80   8.5229   1.015   -80.10  16.95  19.32  1.913  0.956 8.58E-01 8.58E-01 2.04E-02 5.47E-02  -6.996  -7.003
  2.00   8.7138   0.994   -80.59  16.00  21.06  2.061  0.953 8.25E-01 8.25E-01 1.99E-02 9.81E-02  -6.715  -6.718
  2.20   8.9043   0.972   -81.16  14.98  23.14  2.261  0.952 7.77E-01 7.77E-01 1.46E-02 1.64E-01  -6.390  -6.393
  2.40   9.0949   0.951   -81.81  13.90  25.04  2.488  0.956 7.14E-01 7.14E-01 7.00E-03 2.48E-01  -6.040  -6.042
  2.60   9.2875   0.935   -82.51  12.76  24.31  2.691  0.970 6.38E-01 6.38E-01 1.73E-03 3.38E-01  -5.635  -5.637
  2.80   9.4843   0.929   -83.29  11.57  26.50  2.948  1.002 5.54E-01 5.54E-01 1.55E-04 4.29E-01  -5.173  -5.175
  3.00   9.6900   0.941   -84.07  10.36  25.31  3.171  1.062 4.65E-01 4.65E-01 2.85E-06 5.21E-01  -4.588  -4.590
  3.20   9.9120   0.990   -84.83   9.16  23.28  3.409  1.173 3.72E-01 3.72E-01 4.33E-09 6.15E-01  -3.799  -3.801
  3.40  10.1660   1.121   -85.44   8.04  21.31  3.617  1.406 2.69E-01 2.69E-01 1.30E-13 7.14E-01  -2.677  -2.680
     5.800    14.700
 -7.40   0.0170   1.997   -51.06  68.19   1.00  1.001  1.000 6.63E-04 1.10E-04 0.00E+00 1.23E-02  -8.954  -8.954
 -7.20   0.2169   1.997   -51.06  67.27   1.00  1.001  0.999 7.38E-04 1.28E-04 0.00E+00 1.40E-02  -8.954  -8.954
 -7.00   0.4168   1.996   -51.05  66.36   1.00  1.001  0.999 8.18E-04 1.49E-04 0.00E+00 1.59E-02  -8.954  -8.954
 -6.80   0.6167   1.996   -51.05  65.44   1.01  1.001  0.999 9.03E-04 1.73E-04 0.00E+00 1.79E-02  -8.954  -8.954
 -6.60   0.8165   1.995   -51.05  64.52   1.01  1.001  0.999 9.93E-04 2.00E-04 0.00E+00 2.02E-02  -8.954  -8.954
 -6.40   1.0164   1.995   -51.05  63.61   1.01  1.002  0.999 1.09E-03 2.32E-04 0.00E+00 2.26E-02  -8.953  -8.953
 -6.20   1.2163   1.994   -51.05  62.69   1.01  1.002  0.999 1.19E-03 2.68E-04 0.00E+00 2.52E-02  -8.953  -8.953
 -6.00   1.4162   1.994   -51.05  61.78   1.01  1.002  0.999 1.29E-03 3.12E-04 0.00E+00 2.80E-02  -8.952  -8.952
 -5.80   1.6161   1.993   -51.05  60.86   1.01  1.002  0.999 1.40E-03 3.63E-04 0.00E+00 3.10E-02  -8.952  -8.952
 -5.60   1.8159   1.992   -51.05  59.95   1.01  1.002  0.999 1.52E-03 4.19E-04 0.00E+00 3.42E-02  -8.952  -8.952
 -5.40   2.0158   1.992   -51.04  59.03   1.01  1.002  0.999 1.64E-03 4.88E-04 0.00E+00 3.73E-02  -8.951  -8.951
 -5.20   2.2157   1.991   -51.04  58.12   1.01  1.002  0.999 1.77E-03 5.63E-04 0.00E+00 4.06E-02  -8.950  -8.950
 -5.00   2.4156   1.991   -51.04  57.21   1.02  1.002  0.999 1.91E-03 6.58E-04 0.00E+00 4.40E-02  -8.950  -8.950
 -4.80   2.6155   1.990   -51.04  56.29   1.02  1.003  0.999 2.07E-03 7.60E-04 1.19E-19 4.75E-02  -8.949  -8.949
 -4.60   2.8154   1.990   -51.04  55.38   1.02  1.003  0.999 2.24E-03 8.91E-04 4.69E-19 5.11E-02  -8.948  -8.948
 -4.40   3.0153   1.990   -51.04  54.47   1.03  1.003  0.999 2.42E-03 1.03E-03 1.84E-18 5.48E-02  -8.947  -8.947
 -4.20   3.2152   1.989   -51.04  53.55   1.03  1.003  0.999 2.64E-03 1.22E-03 7.21E-18 5.85E-02  -8.946  -8.946
 -4.00   3.4150   1.988   -51.03  52.64   1.04  1.004  0.999 2.90E-03 1.44E-03 2.83E-17 6.23E-02  -8.944  -8.944
 -3.80   3.6149   1.988   -51.03  51.73   1.05  1.004  0.999 3.15E-03 1.68E-03 1.11E-16 6.61E-02  -8.942  -8.942
 -3.60   3.8147   1.987   -51.03  50.82   1.06  1.005  0.999 3.50E-03 2.02E-03 4.33E-16 7.01E-02  -8.939  -8.939
 -3.40   4.0144   1.985   -51.03  49.90   1.08  1.006  0.999 3.82E-03 2.37E-03 1.69E-15 7.39E-02  -8.935  -8.935
 -3.20   4.2140   1.984   -51.04  48.99   1.11  1.008  0.999 4.31E-03 2.89E-03 6.61E-15 7.80E-02  -8.930  -8.930
 -3.00   4.4137   1.982   -51.04  48.08   1.14  1.010  0.998 4.78E-03 3.43E-03 2.57E-14 8.24E-02  -8.922  -8.922
 -2.80   4.6132   1.980   -51.04  47.16   1.20  1.013  0.998 5.56E-03 4.28E-03 1.00E-13 8.67E-02  -8.912  -8.912
 -2.60   4.8126   1.977   -51.05  46.24   1.28  1.017  0.998 6.38E-03 5.20E-03 3.88E-13 9.12E-02  -8.897  -8.897
 -2.40   5.0121   1.975   -51.06  45.32   1.41  1.024  0.997 7.79E-03 6.73E-03 1.49E-12 9.63E-02  -8.875  -8.875
 -2.20   5.2112   1.971   -51.08  44.40   1.59  1.032  0.996 9.39E-03 8.48E-03 5.75E-12 1.00E-01  -8.843  -8.843
 -2.00   5.4104   1.967   -51.11  43.46   1.88  1.046  0.995 1.21E-02 1.14E-02 2.20E-11 1.05E-01  -8.800  -8.800
 -1.80   5.6087   1.959   -51.16  42.51   2.33  1.067  0.994 1.62E-02 1.57E-02 8.35E-11 1.09E-01  -8.743  -8.743
 -1.60   5.8073   1.953   -51.21  41.56   2.92  1.093  0.991 2.11E-02 2.07E-02 3.15E-10 1.13E-01  -8.672  -8.672
 -1.40   6.0051   1.944   -51.31  40.57   3.86  1.135  0.986 2.93E-02 2.91E-02 1.17E-09 1.16E-01  -8.581  -8.582
 -1.20   6.2012   1.926   -51.44  39.53   5.13  1.191  0.981 4.01E-02 4.00E-02 4.34E-09 1.14E-01  -8.474  -8.474
 -1.00   6.3967   1.906   -51.63  38.46   6.96  1.271  0.973 5.66E-02 5.66E-02 1.53E-08 1.17E-01  -8.346  -8.348
 -0.80   6.5911   1.882   -51.88  37.34   9.24  1.370  0.965 7.72E-02 7.72E-02 5.27E-08 1.19E-01  -8.211  -8.213
 -0.60   6.7831   1.847   -52.23  36.12  12.23  1.503  0.954 1.07E-01 1.07E-01 1.72E-07 1.19E-01  -8.063  -8.067
 -0.40   6.9734   1.807   -52.68  34.83  15.58  1.652  0.942 1.44E-01 1.44E-01 5.40E-07 1.17E-01  -7.902  -7.908
 -0.20   7.1579   1.743   -53.28  33.39  19.37  1.822  0.930 1.94E-01 1.94E-01 1.59E-06 1.07E-01  -7.750  -7.760
  0.00   7.3434   1.686   -53.94  31.94  22.73  1.981  0.919 2.48E-01 2.48E-01 4.35E-06 1.04E-01  -7.592  -7.607
  0.20   7.5265   1.622   -54.71  30.40  25.97  2.106  0.910 3.10E-01 3.10E-01 1.09E-05 9.88E-02  -7.432  -7.456
  0.40   7.7083   1.555   -55.51  28.87  27.36  2.242  0.904 3.74E-01 3.74E-01 2.57E-05 9.24E-02  -7.283  -7.309
  0.60   7.8887   1.487   -56.34  27.33  27.54  2.329  0.901 4.40E-01 4.40E-01 5.59E-05 8.52E-02  -7.149  -7.171
  0.80   8.0696   1.423   -57.16  25.83  27.88  2.333  0.902 5.02E-01 5.02E-01 1.13E-04 7.99E-02  -7.022  -7.036
  1.00   8.2505   1.361   -57.93  24.42  26.93  2.300  0.907 5.59E-01 5.59E-01 2.09E-04 7.60E-02  -6.896  -6.905
  1.20   8.4329   1.307   -58.66  23.08  25.53  2.227  0.916 6.08E-01 6.08E-01 3.54E-04 7.58E-02  -6.766  -6.772
  1.40   8.6172   1.261   -59.30  21.84  23.63  2.130  0.927 6.46E-01 6.46E-01 5.34E-04 8.09E-02  -6.626  -6.630
  1.60   8.8043   1.224   -59.87  20.71  21.70  2.017  0.942 6.71E-01 6.71E-01 6.92E-04 9.27E-02  -6.470  -6.474
  1.80   8.9946   1.197   -60.36  19.66  19.92  1.898  0.961 6.82E-01 6.82E-01 7.19E-04 1.13E-01  -6.288  -6.291
  2.00   9.1891   1.182   -60.79  18.69  18.47  1.786  0.985 6.76E-01 6.76E-01 5.37E-04 1.46E-01  -6.073  -6.076
  2.20   9.3891   1.182   -61.16  17.78  17.55  1.689  1.016 6.50E-01 6.50E-01 2.42E-04 1.93E-01  -5.807  -5.810
  2.40   9.5961   1.201   -61.51  16.91  17.33  1.609  1.057 5.98E-01 5.98E-01 4.92E-05 2.61E-01  -5.467  -5.470
  2.60   9.8129   1.248   -61.83  16.05  18.04  1.542  1.113 5.10E-01 5.10E-01 2.88E-06 3.56E-01  -5.027  -5.030
  2.80  10.0424   1.336   -62.12  15.22  19.96  1.452  1.184 3.76E-01 3.76E-01 2.33E-08 4.88E-01  -4.439  -4.441
  3.00  10.2858   1.477   -62.33  14.43  23.12  1.225  1.245 1.97E-01 1.97E-01 8.17E-12 6.47E-01  -3.533  -3.536
  3.20  10.5326   1.645   -62.16  13.95  26.60  0.689  1.226 3.84E-02 3.84E-02 1.90E-17 7.43E-01  -2.187  -2.191
  3.40  10.7479   1.704   -61.35  14.00  26.60  2.377  0.905 5.92E-04 5.92E-04 0.00E+00 6.54E-01  -0.427  -0.428
     5.900    14.700
 -7.40   0.4169   1.997   -40.35  67.04   1.00  1.001  1.000 6.93E-04 1.22E-04 0.00E+00 1.34E-02  -8.745  -8.745
 -7.20   0.6168   1.997   -40.35  66.13   1.00  1.001  0.999 7.67E-04 1.42E-04 0.00E+00 1.52E-02  -8.744  -8.744
 -7.00   0.8167   1.996   -40.35  65.21   1.01  1.001  0.999 8.45E-04 1.64E-04 0.00E+00 1.71E-02  -8.743  -8.743
 -6.80   1.0166   1.996   -40.34  64.29   1.01  1.001  0.999 9.27E-04 1.90E-04 0.00E+00 1.92E-02  -8.742  -8.742
 -6.60   1.2165   1.995   -40.34  63.38   1.01  1.001  0.999 1.01E-03 2.20E-04 0.00E+00 2.16E-02  -8.740  -8.740
 -6.40   1.4164   1.995   -40.34  62.46   1.01  1.002  0.999 1.10E-03 2.55E-04 0.00E+00 2.40E-02  -8.739  -8.739
 -6.20   1.6163   1.994   -40.34  61.55   1.01  1.002  0.999 1.20E-03 2.95E-04 0.00E+00 2.67E-02  -8.737  -8.737
 -6.00   1.8162   1.994   -40.34  60.63   1.01  1.002  0.999 1.30E-03 3.41E-04 0.00E+00 2.95E-02  -8.736  -8.736
 -5.80   2.0161   1.993   -40.34  59.72   1.01  1.002  0.999 1.40E-03 3.94E-04 0.00E+00 3.25E-02  -8.734  -8.734
 -5.60   2.2160   1.993   -40.34  58.80   1.01  1.002  1.000 1.51E-03 4.54E-04 0.00E+00 3.54E-02  -8.732  -8.732
 -5.40   2.4159   1.992   -40.34  57.89   1.01  1.002  1.000 1.63E-03 5.24E-04 0.00E+00 3.85E-02  -8.730  -8.730
 -5.20   2.6158   1.992   -40.33  56.98   1.01  1.002  1.000 1.75E-03 6.06E-04 0.00E+00 4.17E-02  -8.728  -8.728
 -5.00   2.8157   1.991   -40.33  56.06   1.01  1.002  1.000 1.89E-03 6.98E-04 0.00E+00 4.50E-02  -8.725  -8.725
 -4.80   3.0156   1.991   -40.33  55.15   1.02  1.002  1.000 2.03E-03 8.06E-04 0.00E+00 4.83E-02  -8.723  -8.723
 -4.60   3.2155   1.990   -40.33  54.24   1.02  1.003  0.999 2.19E-03 9.28E-04 0.00E+00 5.17E-02  -8.720  -8.720
 -4.40   3.4154   1.990   -40.33  53.32   1.02  1.003  0.999 2.36E-03 1.07E-03 0.00E+00 5.53E-02  -8.717  -8.717
 -4.20   3.6153   1.990   -40.33  52.41   1.02  1.003  0.999 2.54E-03 1.23E-03 0.00E+00 5.89E-02  -8.713  -8.713
 -4.00   3.8152   1.989   -40.33  51.50   1.02  1.003  0.999 2.74E-03 1.42E-03 0.00E+00 6.25E-02  -8.709  -8.709
 -3.80   4.0150   1.988   -40.32  50.58   1.03  1.003  0.999 2.94E-03 1.63E-03 3.48E-19 6.63E-02  -8.704  -8.704
 -3.60   4.2147   1.987   -40.32  49.67   1.03  1.004  0.999 3.16E-03 1.88E-03 1.36E-18 7.02E-02  -8.699  -8.699
 -3.40   4.4145   1.986   -40.32  48.76   1.03  1.004  1.000 3.40E-03 2.16E-03 5.33E-18 7.40E-02  -8.692  -8.692
 -3.20   4.6141   1.984   -40.32  47.85   1.04  1.005  0.999 3.64E-03 2.47E-03 2.08E-17 7.80E-02  -8.683  -8.683
 -3.00   4.8137   1.982   -40.32  46.94   1.04  1.006  0.999 3.93E-03 2.84E-03 8.12E-17 8.21E-02  -8.672  -8.672
 -2.80   5.0135   1.981   -40.32  46.03   1.05  1.007  0.999 4.24E-03 3.25E-03 3.16E-16 8.68E-02  -8.656  -8.656
 -2.60   5.2129   1.979   -40.33  45.11   1.06  1.008  0.999 4.66E-03 3.78E-03 1.23E-15 9.04E-02  -8.634  -8.634
 -2.40   5.4127   1.978   -40.33  44.20   1.08  1.010  0.999 5.08E-03 4.36E-03 4.76E-15 9.57E-02  -8.603  -8.603
 -2.20   5.6118   1.974   -40.33  43.29   1.10  1.012  0.999 5.72E-03 5.15E-03 1.84E-14 9.92E-02  -8.562  -8.562
 -2.00   5.8116   1.973   -40.34  42.38   1.13  1.015  0.998 6.40E-03 6.01E-03 7.10E-14 1.04E-01  -8.508  -8.508
 -1.80   6.0111   1.971   -40.35  41.46   1.17  1.019  0.997 7.45E-03 7.21E-03 2.73E-13 1.09E-01  -8.438  -8.438
 -1.60   6.2097   1.964   -40.36  40.53   1.23  1.024  0.996 8.83E-03 8.71E-03 1.06E-12 1.08E-01  -8.350  -8.351
 -1.40   6.4086   1.959   -40.38  39.61   1.33  1.033  0.994 1.08E-02 1.07E-02 4.03E-12 1.13E-01  -8.243  -8.245
 -1.20   6.6073   1.953   -40.41  38.69   1.46  1.043  0.992 1.32E-02 1.32E-02 1.52E-11 1.18E-01  -8.119  -8.121
 -1.00   6.8055   1.945   -40.44  37.76   1.68  1.058  0.990 1.68E-02 1.68E-02 5.63E-11 1.23E-01  -7.977  -7.980
 -0.80   7.0033   1.935   -40.50  36.81   1.98  1.079  0.987 2.18E-02 2.18E-02 2.06E-10 1.28E-01  -7.823  -7.829
 -0.60   7.1979   1.911   -40.57  35.82   2.41  1.109  0.982 2.86E-02 2.86E-02 7.59E-10 1.24E-01  -7.657  -7.666
 -0.40   7.3939   1.894   -40.67  34.85   3.01  1.147  1.006 3.78E-02 3.78E-02 2.64E-09 1.31E-01  -7.481  -7.496
 -0.20   7.5891   1.873   -40.80  33.86   3.77  1.195  0.972 4.95E-02 4.95E-02 8.91E-09 1.37E-01  -7.294  -7.320
  0.00   7.7829   1.847   -40.98  32.83   4.81  1.259  0.965 6.57E-02 6.57E-02 2.89E-08 1.42E-01  -7.111  -7.140
  0.20   7.9754   1.815   -41.20  31.76   6.05  1.334  0.958 8.58E-02 8.58E-02 8.95E-08 1.46E-01  -6.940  -6.963
  0.40   8.1663   1.777   -41.49  30.65   7.51  1.422  0.949 1.11E-01 1.11E-01 2.61E-07 1.49E-01  -6.778  -6.791
  0.60   8.3553   1.733   -41.85  29.48   9.14  1.522  0.939 1.41E-01 1.41E-01 7.03E-07 1.51E-01  -6.614  -6.622
  0.80   8.5424   1.682   -42.27  28.27  10.75  1.621  0.931 1.73E-01 1.73E-01 1.73E-06 1.54E-01  -6.446  -6.452
  1.00   8.7278   1.626   -42.74  27.03  12.25  1.709  0.924 2.06E-01 2.06E-01 3.77E-06 1.60E-01  -6.281  -6.285
  1.20   8.9124   1.570   -43.26  25.78  13.44  1.785  0.920 2.35E-01 2.35E-01 7.01E-06 1.72E-01  -6.109  -6.113
  1.40   9.0968   1.515   -43.78  24.53  13.45  1.755  0.920 2.54E-01 2.54E-01 1.05E-05 1.94E-01  -5.927  -5.931
  1.60   9.2814   1.462   -44.32  23.32  14.68  1.830  0.928 2.58E-01 2.58E-01 1.18E-05 2.28E-01  -5.727  -5.730
  1.80   9.4683   1.418   -44.82  22.15  14.68  1.791  0.942 2.42E-01 2.42E-01 8.52E-06 2.79E-01  -5.498  -5.501
  2.00   9.6590   1.388   -45.28  21.06  14.37  1.699  0.965 2.03E-01 2.03E-01 3.16E-06 3.45E-01  -5.231  -5.235
  2.20   9.8551   1.376   -45.65  20.06  13.84  1.548  0.996 1.45E-01 1.45E-01 4.23E-07 4.22E-01  -4.890  -4.893
  2.40  10.0578   1.384   -45.93  19.17  13.15  1.330  1.030 7.80E-02 7.80E-02 1.14E-08 4.93E-01  -4.456  -4.460
  2.60  10.2661   1.411   -46.07  18.42  12.45  1.061  1.049 2.51E-02 2.51E-02 2.47E-11 5.29E-01  -3.882  -3.886
  2.80  10.4743   1.438   -46.03  17.84  10.88  0.737  1.017 2.93E-03 2.93E-03 9.58E-16 5.04E-01  -3.174  -3.178
  3.00  10.6669   1.414   -45.85  17.38   8.68  0.523  0.927 4.65E-05 4.65E-05 0.00E+00 4.24E-01  -2.353  -2.358
  3.20  10.8219   1.275   -45.63  16.96   6.07  0.589  0.632 2.02E-08 2.02E-08 0.00E+00 3.14E-01  -1.576  -1.587
  3.40  10.9118   0.989   -45.62  16.41   3.65  1.137  0.215 2.32E-14 2.32E-14 0.00E+00 1.99E-01  -0.297  -0.312
     6.000    14.700
 -7.40   0.8169   1.997   -31.84  65.89   1.00  1.001  1.000 7.19E-04 1.36E-04 0.00E+00 1.45E-02  -8.525  -8.525
 -7.20   1.0168   1.996   -31.84  64.98   1.00  1.001  0.999 7.90E-04 1.58E-04 0.00E+00 1.63E-02  -8.523  -8.523
 -7.00   1.2167   1.996   -31.84  64.06   1.01  1.001  0.999 8.65E-04 1.83E-04 0.00E+00 1.84E-02  -8.520  -8.520
 -6.80   1.4166   1.995   -31.84  63.15   1.01  1.001  0.999 9.44E-04 2.11E-04 0.00E+00 2.05E-02  -8.517  -8.517
 -6.60   1.6165   1.995   -31.84  62.23   1.01  1.001  0.999 1.03E-03 2.44E-04 0.00E+00 2.29E-02  -8.514  -8.514
 -6.40   1.8164   1.995   -31.84  61.31   1.01  1.002  1.000 1.11E-03 2.82E-04 0.00E+00 2.54E-02  -8.511  -8.511
 -6.20   2.0163   1.994   -31.83  60.40   1.01  1.002  1.000 1.20E-03 3.26E-04 0.00E+00 2.80E-02  -8.508  -8.508
 -6.00   2.2162   1.994   -31.83  59.48   1.01  1.002  1.000 1.30E-03 3.76E-04 0.00E+00 3.08E-02  -8.504  -8.504
 -5.80   2.4161   1.993   -31.83  58.57   1.01  1.002  1.000 1.40E-03 4.34E-04 0.00E+00 3.36E-02  -8.500  -8.500
 -5.60   2.6160   1.993   -31.83  57.66   1.01  1.002  1.000 1.51E-03 5.01E-04 0.00E+00 3.65E-02  -8.496  -8.496
 -5.40   2.8159   1.992   -31.83  56.74   1.01  1.002  1.000 1.62E-03 5.77E-04 0.00E+00 3.95E-02  -8.492  -8.492
 -5.20   3.0159   1.992   -31.83  55.83   1.01  1.002  1.000 1.74E-03 6.64E-04 0.00E+00 4.26E-02  -8.487  -8.487
 -5.00   3.2158   1.992   -31.83  54.92   1.01  1.002  1.000 1.88E-03 7.64E-04 0.00E+00 4.57E-02  -8.483  -8.483
 -4.80   3.4157   1.991   -31.83  54.00   1.02  1.002  1.000 2.02E-03 8.79E-04 0.00E+00 4.89E-02  -8.478  -8.478
 -4.60   3.6156   1.991   -31.82  53.09   1.02  1.002  0.999 2.17E-03 1.01E-03 0.00E+00 5.21E-02  -8.472  -8.472
 -4.40   3.8155   1.990   -31.82  52.18   1.02  1.002  0.999 2.33E-03 1.16E-03 0.00E+00 5.56E-02  -8.467  -8.467
 -4.20   4.0154   1.990   -31.82  51.26   1.02  1.003  0.999 2.50E-03 1.33E-03 0.00E+00 5.91E-02  -8.460  -8.460
 -4.00   4.2152   1.989   -31.82  50.35   1.02  1.003  0.999 2.68E-03 1.52E-03 0.00E+00 6.26E-02  -8.454  -8.454
 -3.80   4.4149   1.988   -31.82  49.44   1.02  1.003  0.999 2.86E-03 1.73E-03 0.00E+00 6.63E-02  -8.446  -8.446
 -3.60   4.6148   1.987   -31.82  48.53   1.03  1.004  0.999 3.03E-03 1.96E-03 0.00E+00 7.02E-02  -8.438  -8.438
