 FILTERED output of ioneqmk.
    NRmax =  55,  NTmax =  34
                      thermodynamic functions              |        number fractions            lg(opacities)
 lg(R)   lg(P) PV/(NkT) U/(NkT) S/(Nk) Cv/(Nk)  chit  chir    x(H)    x(H0)    x(H2)   x(pert.) long. transv.
 -5.20   0.2158   1.992  -1.435 55.754  1.614  1.005  0.999 1.94E-03 6.63E-04 1.01E-16 3.01E-02 -5.931 -5.933
 -5.00   0.4155   1.991  -1.437 54.834  1.659  1.007  0.999 2.29E-03 9.14E-04 3.98E-16 3.36E-02 -5.890 -5.893
 -4.80   0.6153   1.989  -1.441 53.912  1.731  1.010  0.999 2.76E-03 1.28E-03 1.56E-15 3.74E-02 -5.833 -5.838
 -4.60   0.8150   1.988  -1.448 52.990  1.843  1.014  0.998 3.42E-03 1.83E-03 6.12E-15 4.12E-02 -5.754 -5.763
 -4.40   1.0146   1.986  -1.458 52.062  2.018  1.019  0.998 4.35E-03 2.66E-03 2.39E-14 4.52E-02 -5.649 -5.666
 -4.20   1.2141   1.984  -1.476 51.129  2.291  1.028  0.997 5.72E-03 3.93E-03 9.31E-14 4.95E-02 -5.516 -5.544
 -4.00   1.4136   1.982  -1.503 50.187  2.713  1.042  0.997 7.74E-03 5.85E-03 3.62E-13 5.37E-02 -5.352 -5.399
 -3.80   1.6128   1.978  -1.546 49.231  3.365  1.063  0.995 1.08E-02 8.82E-03 1.40E-12 5.80E-02 -5.158 -5.232
 -3.60   1.8117   1.973  -1.614 48.250  4.362  1.095  0.993 1.54E-02 1.33E-02 5.35E-12 6.24E-02 -4.940 -5.045
 -3.40   2.0100   1.966  -1.718 47.237  5.860  1.144  0.990 2.24E-02 2.02E-02 2.03E-11 6.64E-02 -4.715 -4.845
 -3.20   2.2076   1.955  -1.876 46.174  8.062  1.216  0.985 3.27E-02 3.04E-02 7.61E-11 7.00E-02 -4.515 -4.646
 -3.00   2.4041   1.939  -2.112 45.041 11.206  1.319  0.979 4.81E-02 4.57E-02 2.79E-10 7.29E-02 -4.348 -4.462
 -2.80   2.5991   1.917  -2.454 43.809 15.488  1.463  0.970 7.03E-02 6.78E-02 9.90E-10 7.48E-02 -4.185 -4.289
 -2.60   2.7920   1.885  -2.935 42.452 20.957  1.652  0.958 1.01E-01 9.87E-02 3.38E-09 7.54E-02 -4.009 -4.105
 -2.40   2.9822   1.844  -3.584 40.945 27.368  1.883  0.944 1.43E-01 1.40E-01 1.09E-08 7.42E-02 -3.823 -3.913
 -2.20   3.1696   1.791  -4.412 39.281 34.090  2.141  0.928 1.96E-01 1.93E-01 3.31E-08 7.11E-02 -3.635 -3.720
 -2.00   3.3538   1.727  -5.412 37.474 40.168  2.399  0.913 2.60E-01 2.57E-01 9.33E-08 6.60E-02 -3.448 -3.529
 -1.80   3.5352   1.655  -6.537 35.576 44.818  2.617  0.901 3.33E-01 3.30E-01 2.44E-07 5.90E-02 -3.263 -3.341
 -1.60   3.7146   1.578  -7.750 33.622 47.099  2.778  0.893 4.10E-01 4.08E-01 5.87E-07 5.13E-02 -3.083 -3.157
 -1.40   3.8929   1.501  -8.990 31.674 48.334  2.836  0.889 4.88E-01 4.85E-01 1.32E-06 4.34E-02 -2.906 -2.977
 -1.20   4.0708   1.427 -10.165 29.830 44.684  2.860  0.891 5.64E-01 5.61E-01 2.77E-06 3.51E-02 -2.733 -2.799
 -1.00   4.2496   1.358 -11.249 28.110 41.249  2.783  0.896 6.33E-01 6.30E-01 5.53E-06 2.78E-02 -2.562 -2.624
 -0.80   4.4295   1.297 -12.226 26.525 36.961  2.650  0.905 6.96E-01 6.93E-01 1.06E-05 2.10E-02 -2.393 -2.450
 -0.60   4.6115   1.244 -13.069 25.099 32.419  2.486  0.915 7.49E-01 7.47E-01 1.94E-05 1.59E-02 -2.224 -2.277
 -0.40   4.7953   1.199 -13.794 23.814 27.924  2.301  0.926 7.96E-01 7.93E-01 3.45E-05 1.14E-02 -2.055 -2.104
 -0.20   4.9815   1.161 -14.395 22.671 23.849  2.122  0.936 8.34E-01 8.31E-01 5.99E-05 8.40E-03 -1.885 -1.930
  0.00   5.1697   1.130 -14.893 21.646 20.233  1.953  0.946 8.65E-01 8.63E-01 1.02E-04 6.08E-03 -1.714 -1.754
  0.20   5.3596   1.104 -15.308 20.718 17.043  1.792  0.955 8.92E-01 8.89E-01 1.71E-04 4.00E-03 -1.540 -1.577
  0.40   5.5515   1.084 -15.639 19.884 14.458  1.658  0.963 9.12E-01 9.10E-01 2.82E-04 2.94E-03 -1.363 -1.397
  0.60   5.7447   1.067 -15.908 19.120 12.316  1.543  0.969 9.29E-01 9.26E-01 4.60E-04 2.20E-03 -1.184 -1.216
  0.80   5.9392   1.053 -16.126 18.414 10.563  1.446  0.975 9.42E-01 9.39E-01 7.40E-04 1.73E-03 -1.003 -1.033
  1.00   6.1346   1.042 -16.305 17.753  9.152  1.368  0.979 9.52E-01 9.49E-01 1.17E-03 1.51E-03 -0.820 -0.848
  1.20   6.3308   1.033 -16.422 17.157  4.875  1.295  0.983 9.59E-01 9.56E-01 1.83E-03 1.46E-03 -0.634 -0.661
  1.40   6.5277   1.026 -16.549 16.557  7.455  1.258  0.986 9.64E-01 9.61E-01 2.79E-03 1.98E-03 -0.446 -0.472
  1.60   6.7250   1.020 -16.660 15.973  6.803  1.228  0.987 9.65E-01 9.63E-01 4.10E-03 3.25E-03 -0.256 -0.281
  1.80   6.9226   1.014 -16.764 15.400  6.370  1.214  0.988 9.64E-01 9.61E-01 5.72E-03 6.11E-03 -0.063 -0.088
  2.00   7.1204   1.009 -16.870 14.826  6.157  1.218  0.989 9.58E-01 9.55E-01 7.36E-03 1.22E-02  0.133  0.107
  2.20   7.3181   1.004 -16.989 14.242  6.174  1.243  0.988 9.47E-01 9.44E-01 8.33E-03 2.44E-02  0.334  0.305
  2.40   7.5158   0.998 -17.131 13.635  6.431  1.292  0.988 9.28E-01 9.26E-01 7.72E-03 4.63E-02  0.541  0.512
  2.60   7.7136   0.993 -17.308 12.992  6.916  1.366  0.990 9.01E-01 8.98E-01 5.25E-03 8.05E-02  0.772  0.743
  2.80   7.9122   0.990 -17.531 12.301  7.578  1.462  0.997 8.63E-01 8.61E-01 2.19E-03 1.26E-01  1.101  1.075
  3.00   8.1131   0.992 -17.802 11.552  8.284  1.573  1.015 8.13E-01 8.11E-01 4.27E-04 1.80E-01  1.519  1.492
  3.20   8.3196   1.007 -18.117 10.742  8.913  1.686  1.056 7.54E-01 7.52E-01 2.53E-05 2.41E-01  1.574  1.544
  3.40   8.5376   1.050 -18.452  9.870  9.333  1.786  1.137 6.89E-01 6.87E-01 2.30E-07 3.07E-01  1.565  1.527
  3.60   8.7787   1.154 -18.762  8.938  9.505  1.848  1.299 6.25E-01 6.23E-01 1.11E-10 3.72E-01  1.715  1.663
     5.350    12.900
 -7.40  -1.7827   1.999  -1.109 65.359  1.626  1.001  1.000 4.54E-04 6.29E-05 0.00E+00 7.52E-03 -5.868 -5.868
 -7.20  -1.5828   1.998  -1.109 64.440  1.626  1.001  1.000 5.18E-04 7.33E-05 0.00E+00 8.64E-03 -5.868 -5.868
 -7.00  -1.3829   1.998  -1.108 63.520  1.626  1.001  1.000 5.88E-04 8.57E-05 0.00E+00 9.91E-03 -5.867 -5.867
 -6.80  -1.1830   1.997  -1.108 62.601  1.625  1.001  0.999 6.66E-04 1.00E-04 0.00E+00 1.13E-02 -5.866 -5.866
 -6.60  -0.9831   1.997  -1.107 61.682  1.625  1.001  0.999 7.53E-04 1.17E-04 0.00E+00 1.30E-02 -5.865 -5.865
 -6.40  -0.7832   1.996  -1.107 60.763  1.625  1.002  0.999 8.48E-04 1.37E-04 0.00E+00 1.48E-02 -5.862 -5.862
 -6.20  -0.5834   1.996  -1.106 59.844  1.625  1.002  0.999 9.53E-04 1.62E-04 0.00E+00 1.68E-02 -5.858 -5.858
 -6.00  -0.3835   1.995  -1.106 58.924  1.625  1.002  0.999 1.07E-03 1.91E-04 0.00E+00 1.91E-02 -5.852 -5.852
 -5.80  -0.1836   1.994  -1.105 58.006  1.626  1.002  0.999 1.19E-03 2.28E-04 0.00E+00 2.16E-02 -5.843 -5.843
 -5.60   0.0162   1.994  -1.105 57.088  1.628  1.003  0.999 1.33E-03 2.74E-04 2.08E-19 2.44E-02 -5.828 -5.828
 -5.40   0.2160   1.993  -1.104 56.170  1.631  1.003  0.999 1.48E-03 3.31E-04 8.20E-19 2.74E-02 -5.805 -5.807
 -5.20   0.4158   1.992  -1.104 55.252  1.635  1.003  0.999 1.66E-03 4.06E-04 3.23E-18 3.06E-02 -5.772 -5.774
 -5.00   0.6156   1.991  -1.104 54.334  1.643  1.004  0.999 1.85E-03 5.03E-04 1.27E-17 3.41E-02 -5.723 -5.728
 -4.80   0.8154   1.990  -1.104 53.416  1.656  1.005  0.999 2.08E-03 6.38E-04 4.97E-17 3.78E-02 -5.654 -5.664
 -4.60   1.0152   1.989  -1.104 52.500  1.676  1.006  0.999 2.36E-03 8.18E-04 1.95E-16 4.16E-02 -5.562 -5.578
 -4.40   1.2150   1.988  -1.106 51.582  1.708  1.007  0.999 2.71E-03 1.08E-03 7.65E-16 4.56E-02 -5.441 -5.469
 -4.20   1.4148   1.987  -1.109 50.663  1.759  1.009  0.999 3.17E-03 1.45E-03 2.99E-15 4.98E-02 -5.290 -5.335
 -4.00   1.6145   1.986  -1.115 49.742  1.839  1.013  0.998 3.81E-03 2.00E-03 1.17E-14 5.41E-02 -5.109 -5.178
 -3.80   1.8142   1.984  -1.123 48.818  1.963  1.017  0.998 4.69E-03 2.79E-03 4.56E-14 5.84E-02 -4.903 -5.001
 -3.60   2.0138   1.983  -1.137 47.887  2.159  1.025  0.998 5.99E-03 4.00E-03 1.77E-13 6.31E-02 -4.686 -4.808
 -3.40   2.2132   1.980  -1.160 46.951  2.461  1.036  0.997 7.92E-03 5.83E-03 6.86E-13 6.76E-02 -4.484 -4.612
 -3.20   2.4125   1.977  -1.195 46.003  2.926  1.053  0.996 1.07E-02 8.55E-03 2.65E-12 7.19E-02 -4.317 -4.428
 -3.00   2.6114   1.972  -1.250 45.037  3.638  1.079  0.994 1.50E-02 1.27E-02 1.02E-11 7.62E-02 -4.157 -4.256
 -2.80   2.8098   1.965  -1.333 44.049  4.700  1.119  0.990 2.13E-02 1.90E-02 3.87E-11 7.98E-02 -3.983 -4.074
 -2.60   3.0075   1.954  -1.461 43.018  6.278  1.177  0.986 3.09E-02 2.84E-02 1.45E-10 8.32E-02 -3.795 -3.878
 -2.40   3.2042   1.939  -1.649 41.933  8.536  1.261  0.980 4.48E-02 4.23E-02 5.32E-10 8.61E-02 -3.599 -3.679
 -2.20   3.3994   1.918  -1.925 40.768 11.646  1.379  0.971 6.51E-02 6.25E-02 1.90E-09 8.80E-02 -3.400 -3.477
 -2.00   3.5926   1.888  -2.313 39.504 15.680  1.534  0.960 9.35E-02 9.07E-02 6.51E-09 8.86E-02 -3.200 -3.275
 -1.80   3.7834   1.848  -2.841 38.115 20.518  1.727  0.947 1.32E-01 1.29E-01 2.12E-08 8.76E-02 -3.000 -3.074
 -1.60   3.9713   1.798  -3.524 36.593 25.756  1.947  0.933 1.82E-01 1.79E-01 6.50E-08 8.44E-02 -2.802 -2.874
 -1.40   4.1565   1.738  -4.361 34.940 30.675  2.176  0.918 2.42E-01 2.39E-01 1.85E-07 7.99E-02 -2.608 -2.677
 -1.20   4.3387   1.668  -5.320 33.200 34.591  2.380  0.905 3.12E-01 3.08E-01 4.91E-07 7.25E-02 -2.417 -2.484
 -1.00   4.5184   1.592  -6.357 31.417 37.122  2.527  0.897 3.88E-01 3.84E-01 1.21E-06 6.29E-02 -2.230 -2.294
 -0.80   4.6973   1.516  -7.424 29.637 37.656  2.618  0.892 4.65E-01 4.61E-01 2.76E-06 5.41E-02 -2.048 -2.108
 -0.60   4.8753   1.441  -8.488 27.891 36.269  2.640  0.892 5.41E-01 5.36E-01 5.89E-06 4.43E-02 -1.870 -1.926
 -0.40   5.0542   1.373  -9.455 26.280 34.005  2.591  0.896 6.11E-01 6.07E-01 1.19E-05 3.59E-02 -1.694 -1.746
 -0.20   5.2342   1.311 -10.332 24.788 30.970  2.492  0.903 6.75E-01 6.70E-01 2.29E-05 2.84E-02 -1.519 -1.567
  0.00   5.4151   1.255 -11.124 23.407 27.415  2.343  0.914 7.32E-01 7.27E-01 4.25E-05 2.02E-02 -1.345 -1.390
  0.20   5.5989   1.209 -11.781 22.184 24.008  2.192  0.924 7.79E-01 7.74E-01 7.59E-05 1.56E-02 -1.170 -1.211
  0.40   5.7848   1.170 -12.337 21.082 20.796  2.036  0.934 8.19E-01 8.14E-01 1.32E-04 1.19E-02 -0.993 -1.033
  0.60   5.9727   1.138 -12.800 20.088 17.905  1.886  0.945 8.52E-01 8.47E-01 2.24E-04 9.05E-03 -0.816 -0.854
  0.80   6.1624   1.111 -13.184 19.188 15.387  1.747  0.953 8.79E-01 8.74E-01 3.71E-04 7.03E-03 -0.638 -0.673
  1.00   6.3535   1.089 -13.507 18.359 13.145  1.613  0.962 9.02E-01 8.96E-01 6.00E-04 5.08E-03 -0.460 -0.493
  1.20   6.5467   1.072 -13.760 17.608 11.424  1.512  0.969 9.18E-01 9.13E-01 9.45E-04 4.76E-03 -0.280 -0.311
  1.40   6.7411   1.058 -13.969 16.909 10.012  1.428  0.975 9.31E-01 9.25E-01 1.44E-03 5.01E-03 -0.099 -0.129
  1.60   6.9366   1.047 -14.144 16.249  8.879  1.360  0.980 9.40E-01 9.34E-01 2.08E-03 6.11E-03  0.081  0.053
  1.80   7.1332   1.039 -14.293 15.618  7.976  1.312  0.985 9.45E-01 9.39E-01 2.80E-03 8.67E-03  0.260  0.233
  2.00   7.3307   1.033 -14.426 15.006  7.355  1.277  0.990 9.46E-01 9.41E-01 3.37E-03 1.38E-02  0.437  0.411
  2.20   7.5292   1.029 -14.553 14.402  6.941  1.264  0.995 9.43E-01 9.37E-01 3.42E-03 2.34E-02  0.613  0.587
  2.40   7.7288   1.029 -14.684 13.793  6.756  1.270  1.002 9.33E-01 9.27E-01 2.64E-03 3.93E-02  0.788  0.762
  2.60   7.9302   1.032 -14.829 13.166  6.801  1.299  1.013 9.16E-01 9.11E-01 1.33E-03 6.28E-02  0.977  0.952
  2.80   8.1345   1.042 -14.977 12.529  7.294  1.351  1.032 8.89E-01 8.84E-01 3.43E-04 9.43E-02  1.230  1.207
  3.00   8.3439   1.065 -15.186 11.815  7.680  1.418  1.067 8.52E-01 8.47E-01 3.07E-05 1.34E-01  1.491  1.464
  3.20   8.5628   1.112 -15.427 11.039  8.137  1.489  1.132 8.03E-01 7.99E-01 5.19E-07 1.85E-01  1.429  1.397
  3.40   8.7997   1.211 -15.675 10.194  8.557  1.531  1.255 7.44E-01 7.41E-01 6.32E-10 2.44E-01  1.423  1.380
  3.60   9.0704   1.425 -15.865  9.286  8.831  1.459  1.483 6.75E-01 6.73E-01 1.19E-14 3.11E-01  1.532  1.477
     5.400    12.900
 -7.40  -1.5827   1.999  -0.807 64.861  1.719  1.001  1.000 4.60E-04 6.41E-05 0.00E+00 7.70E-03 -5.725 -5.725
 -7.20  -1.3828   1.998  -0.806 63.942  1.718  1.001  1.000 5.23E-04 7.47E-05 0.00E+00 8.84E-03 -5.724 -5.724
 -7.00  -1.1829   1.998  -0.806 63.022  1.718  1.001  1.000 5.93E-04 8.68E-05 0.00E+00 1.01E-02 -5.724 -5.724
 -6.80  -0.9830   1.997  -0.806 62.103  1.718  1.001  0.999 6.70E-04 1.01E-04 0.00E+00 1.16E-02 -5.722 -5.722
 -6.60  -0.7831   1.997  -0.805 61.184  1.717  1.002  0.999 7.54E-04 1.18E-04 0.00E+00 1.32E-02 -5.720 -5.720
 -6.40  -0.5832   1.996  -0.805 60.266  1.717  1.002  0.999 8.46E-04 1.37E-04 0.00E+00 1.50E-02 -5.717 -5.717
 -6.20  -0.3834   1.996  -0.804 59.347  1.716  1.002  0.999 9.46E-04 1.60E-04 0.00E+00 1.71E-02 -5.712 -5.713
 -6.00  -0.1835   1.995  -0.804 58.428  1.716  1.002  0.999 1.05E-03 1.87E-04 0.00E+00 1.94E-02 -5.705 -5.705
 -5.80   0.0164   1.994  -0.803 57.510  1.715  1.002  0.999 1.17E-03 2.18E-04 0.00E+00 2.19E-02 -5.693 -5.694
 -5.60   0.2162   1.994  -0.803 56.592  1.715  1.003  0.999 1.29E-03 2.55E-04 0.00E+00 2.47E-02 -5.675 -5.676
 -5.40   0.4160   1.993  -0.802 55.674  1.715  1.003  0.999 1.43E-03 3.00E-04 0.00E+00 2.77E-02 -5.647 -5.650
 -5.20   0.6159   1.992  -0.802 54.757  1.715  1.003  0.999 1.57E-03 3.54E-04 1.64E-19 3.09E-02 -5.605 -5.611
 -5.00   0.8157   1.991  -0.801 53.840  1.716  1.004  0.999 1.73E-03 4.21E-04 6.43E-19 3.44E-02 -5.545 -5.556
 -4.80   1.0155   1.991  -0.801 52.923  1.718  1.004  0.999 1.90E-03 5.01E-04 2.52E-18 3.80E-02 -5.462 -5.481
 -4.60   1.2153   1.990  -0.801 52.008  1.722  1.004  0.999 2.09E-03 6.06E-04 9.92E-18 4.17E-02 -5.352 -5.383
 -4.40   1.4151   1.989  -0.801 51.091  1.729  1.005  0.999 2.30E-03 7.37E-04 3.89E-17 4.56E-02 -5.211 -5.260
 -4.20   1.6150   1.988  -0.801 50.175  1.740  1.006  0.999 2.56E-03 9.14E-04 1.52E-16 4.97E-02 -5.040 -5.113
 -4.00   1.8148   1.987  -0.802 49.258  1.757  1.007  0.999 2.88E-03 1.15E-03 5.97E-16 5.39E-02 -4.842 -4.944
 -3.80   2.0146   1.986  -0.804 48.341  1.785  1.008  0.999 3.28E-03 1.47E-03 2.33E-15 5.81E-02 -4.631 -4.758
 -3.60   2.2143   1.985  -0.808 47.421  1.829  1.010  0.999 3.82E-03 1.94E-03 9.09E-15 6.27E-02 -4.430 -4.565
 -3.40   2.4141   1.984  -0.814 46.500  1.898  1.013  0.998 4.54E-03 2.58E-03 3.54E-14 6.71E-02 -4.264 -4.382
 -3.20   2.6137   1.982  -0.823 45.577  2.007  1.018  0.998 5.58E-03 3.54E-03 1.38E-13 7.16E-02 -4.111 -4.213
 -3.00   2.8133   1.980  -0.838 44.648  2.174  1.026  0.997 7.02E-03 4.91E-03 5.34E-13 7.60E-02 -3.946 -4.038
 -2.80   3.0125   1.977  -0.861 43.716  2.433  1.037  0.996 9.19E-03 7.00E-03 2.07E-12 8.00E-02 -3.765 -3.848
 -2.60   3.2116   1.973  -0.896 42.771  2.829  1.054  0.994 1.23E-02 1.01E-02 7.95E-12 8.42E-02 -3.574 -3.651
 -2.40   3.4103   1.967  -0.951 41.809  3.433  1.080  0.992 1.70E-02 1.47E-02 3.03E-11 8.84E-02 -3.378 -3.451
 -2.20   3.6083   1.958  -1.033 40.823  4.336  1.119  0.988 2.41E-02 2.17E-02 1.14E-10 9.22E-02 -3.178 -3.249
 -2.00   3.8055   1.945  -1.155 39.801  5.651  1.174  0.984 3.43E-02 3.18E-02 4.24E-10 9.57E-02 -2.977 -3.046
 -1.80   4.0018   1.929  -1.336 38.725  7.526  1.254  0.977 4.94E-02 4.68E-02 1.53E-09 9.90E-02 -2.773 -2.842
 -1.60   4.1964   1.905  -1.595 37.583 10.053  1.362  0.969 7.08E-02 6.80E-02 5.38E-09 1.01E-01 -2.570 -2.637
 -1.40   4.3889   1.872  -1.953 36.358 13.047  1.526  0.958 1.01E-01 9.77E-02 1.82E-08 1.01E-01 -2.366 -2.431
 -1.20   4.5793   1.831  -2.432 35.025 17.040  1.673  0.945 1.40E-01 1.37E-01 5.82E-08 9.93E-02 -2.163 -2.227
 -1.00   4.7665   1.778  -3.048 33.578 21.068  1.863  0.931 1.91E-01 1.87E-01 1.75E-07 9.51E-02 -1.962 -2.024
 -0.80   4.9513   1.717  -3.784 32.038 24.794  2.054  0.917 2.52E-01 2.47E-01 4.90E-07 8.95E-02 -1.764 -1.823
 -0.60   5.1331   1.646  -4.633 30.412 27.647  2.226  0.906 3.21E-01 3.16E-01 1.27E-06 8.11E-02 -1.570 -1.626
 -0.40   5.3133   1.573  -5.520 28.789 28.340  2.385  0.898 3.95E-01 3.90E-01 3.08E-06 7.16E-02 -1.380 -1.432
 -0.20   5.4925   1.499  -6.439 27.163 29.857  2.413  0.894 4.70E-01 4.64E-01 6.90E-06 6.18E-02 -1.193 -1.241
  0.00   5.6703   1.425  -7.366 25.559 28.727  2.423  0.895 5.45E-01 5.39E-01 1.46E-05 4.94E-02 -1.007 -1.054
  0.20   5.8498   1.359  -8.188 24.099 27.060  2.375  0.900 6.13E-01 6.06E-01 2.91E-05 4.07E-02 -0.823 -0.868
  0.40   6.0305   1.300  -8.933 22.744 24.828  2.286  0.907 6.74E-01 6.66E-01 5.52E-05 3.29E-02 -0.641 -0.684
  0.60   6.2128   1.248  -9.589 21.504 22.334  2.168  0.916 7.28E-01 7.19E-01 1.00E-04 2.63E-02 -0.460 -0.500
  0.80   6.3971   1.204 -10.154 20.375 19.809  2.036  0.926 7.74E-01 7.64E-01 1.75E-04 2.12E-02 -0.280 -0.318
  1.00   6.5826   1.164 -10.648 19.336 17.295  1.883  0.939 8.13E-01 8.03E-01 2.94E-04 1.61E-02 -0.101 -0.137
  1.20   6.7714   1.135 -11.040 18.415 15.207  1.759  0.949 8.44E-01 8.33E-01 4.73E-04 1.47E-02  0.077  0.043
  1.40   6.9621   1.111 -11.368 17.571 13.381  1.646  0.958 8.68E-01 8.57E-01 7.21E-04 1.44E-02  0.254  0.222
  1.60   7.1546   1.092 -11.641 16.791 11.826  1.546  0.967 8.86E-01 8.75E-01 1.02E-03 1.55E-02  0.429  0.399
  1.80   7.3490   1.078 -11.869 16.062 10.537  1.463  0.976 8.99E-01 8.88E-01 1.31E-03 1.85E-02  0.601  0.572
  2.00   7.5451   1.068 -12.064 15.373  9.500  1.396  0.986 9.06E-01 8.96E-01 1.44E-03 2.43E-02  0.766  0.739
  2.20   7.7434   1.064 -12.234 14.710  8.697  1.346  0.997 9.08E-01 8.97E-01 1.23E-03 3.40E-02  0.929  0.903
  2.40   7.9441   1.066 -12.390 14.060  8.131  1.315  1.012 9.02E-01 8.92E-01 7.28E-04 4.90E-02  1.086  1.062
  2.60   8.1484   1.076 -12.541 13.409  7.797  1.302  1.033 8.89E-01 8.79E-01 2.37E-04 7.05E-02  1.258  1.236
  2.80   8.3580   1.100 -12.699 12.741  7.695  1.304  1.067 8.64E-01 8.55E-01 3.03E-05 1.00E-01  1.435  1.410
  3.00   8.5761   1.147 -12.867 12.040  7.822  1.313  1.122 8.25E-01 8.18E-01 8.77E-07 1.43E-01  1.400  1.370
  3.20   8.8088   1.237 -13.020 11.307  8.182  1.300  1.217 7.64E-01 7.58E-01 2.44E-09 2.04E-01  1.315  1.273
  3.40   9.0659   1.410 -13.178 10.494  8.403  1.191  1.373 6.67E-01 6.63E-01 1.64E-13 2.97E-01  1.380  1.322
  3.60   9.3537   1.727 -13.039  9.829 10.173  0.664  1.479 4.30E-01 4.29E-01 0.00E+00 5.06E-01  1.816  1.733
     5.450    12.900
 -7.40  -1.3827   1.999  -0.527 64.375  1.816  1.001  1.000 4.64E-04 6.55E-05 0.00E+00 7.84E-03 -5.580 -5.580
 -7.20  -1.1828   1.998  -0.527 63.455  1.815  1.001  1.000 5.26E-04 7.62E-05 0.00E+00 8.99E-03 -5.580 -5.580
 -7.00  -0.9829   1.998  -0.526 62.536  1.815  1.001  1.000 5.94E-04 8.86E-05 0.00E+00 1.03E-02 -5.579 -5.579
 -6.80  -0.7830   1.997  -0.526 61.617  1.814  1.001  0.999 6.70E-04 1.03E-04 0.00E+00 1.18E-02 -5.577 -5.577
 -6.60  -0.5831   1.997  -0.526 60.698  1.814  1.002  0.999 7.52E-04 1.20E-04 0.00E+00 1.34E-02 -5.575 -5.575
 -6.40  -0.3832   1.996  -0.526 59.779  1.813  1.002  0.999 8.41E-04 1.39E-04 0.00E+00 1.52E-02 -5.571 -5.571
 -6.20  -0.1834   1.996  -0.525 58.861  1.812  1.002  0.999 9.37E-04 1.61E-04 0.00E+00 1.73E-02 -5.564 -5.565
 -6.00   0.0165   1.995  -0.525 57.941  1.812  1.002  0.999 1.04E-03 1.88E-04 0.00E+00 1.96E-02 -5.555 -5.555
 -5.80   0.2164   1.994  -0.524 57.023  1.811  1.003  0.999 1.15E-03 2.18E-04 0.00E+00 2.21E-02 -5.539 -5.541
 -5.60   0.4162   1.994  -0.524 56.106  1.810  1.003  0.999 1.27E-03 2.54E-04 0.00E+00 2.49E-02 -5.516 -5.519
 -5.40   0.6161   1.993  -0.523 55.188  1.809  1.003  0.999 1.39E-03 2.96E-04 0.00E+00 2.78E-02 -5.480 -5.487
 -5.20   0.8159   1.992  -0.523 54.271  1.809  1.003  0.999 1.52E-03 3.45E-04 0.00E+00 3.10E-02 -5.427 -5.440
 -5.00   1.0157   1.992  -0.523 53.354  1.808  1.003  0.999 1.66E-03 4.04E-04 0.00E+00 3.44E-02 -5.352 -5.374
 -4.80   1.2156   1.991  -0.522 52.438  1.808  1.004  0.999 1.81E-03 4.72E-04 1.94E-19 3.80E-02 -5.250 -5.286
 -4.60   1.4154   1.990  -0.522 51.523  1.808  1.004  0.999 1.97E-03 5.56E-04 7.63E-19 4.15E-02 -5.117 -5.173
 -4.40   1.6152   1.989  -0.522 50.607  1.809  1.004  0.999 2.14E-03 6.55E-04 2.99E-18 4.54E-02 -4.953 -5.035
 -4.20   1.8151   1.989  -0.522 49.691  1.811  1.005  0.999 2.34E-03 7.81E-04 1.17E-17 4.93E-02 -4.761 -4.873
