 FILTERED output of ioneqmk.
    NRmax =  55,  NTmax =  34
                      thermodynamic functions              |        number fractions            lg(opacities)
 lg(R)   lg(P) PV/(NkT) U/(NkT) S/(Nk) Cv/(Nk)  chit  chir    x(H)    x(H0)    x(H2)   x(pert.) long. transv.
 -0.40   4.9799   1.834   0.775 31.141  8.159  1.397  0.948 1.11E-01 9.27E-02 1.56E-08 6.60E-02  0.698  0.613
 -0.20   5.1684   1.786   0.431 29.965  9.848  1.507  0.936 1.51E-01 1.27E-01 4.75E-08 6.80E-02  0.851  0.776
  0.00   5.3545   1.730   0.016 28.740 11.555  1.621  0.924 1.99E-01 1.69E-01 1.35E-07 6.93E-02  0.990  0.925
  0.20   5.5374   1.663  -0.471 27.472 13.103  1.726  0.914 2.56E-01 2.18E-01 3.59E-07 6.71E-02  1.121  1.067
  0.40   5.7198   1.597  -0.998 26.192 14.243  1.813  0.908 3.16E-01 2.71E-01 8.86E-07 6.77E-02  1.249  1.203
  0.60   5.9012   1.530  -1.544 24.928 14.960  1.873  0.905 3.79E-01 3.26E-01 2.06E-06 6.72E-02  1.379  1.339
  0.80   6.0822   1.464  -2.088 23.698 15.214  1.902  0.906 4.42E-01 3.81E-01 4.48E-06 6.62E-02  1.510  1.474
  1.00   6.2636   1.403  -2.616 22.511 15.069  1.902  0.908 5.01E-01 4.33E-01 9.26E-06 6.50E-02  1.640  1.607
  1.20   6.4442   1.342  -3.148 21.348 14.635  1.865  0.914 5.57E-01 4.85E-01 1.83E-05 6.16E-02  1.767  1.738
  1.40   6.6279   1.292  -3.604 20.286 13.927  1.814  0.922 6.03E-01 5.27E-01 3.43E-05 6.47E-02  1.885  1.856
  1.60   6.8135   1.250  -4.013 19.291 13.091  1.748  0.933 6.40E-01 5.63E-01 6.14E-05 7.04E-02  1.991  1.961
  1.80   7.0015   1.216  -4.375 18.361 12.202  1.674  0.946 6.66E-01 5.90E-01 1.05E-04 7.99E-02  2.081  2.046
  2.00   7.1921   1.190  -4.689 17.489 11.318  1.592  0.961 6.81E-01 6.08E-01 1.71E-04 9.49E-02  2.150  2.109
  2.20   7.3859   1.173  -4.958 16.671 10.488  1.506  0.978 6.82E-01 6.15E-01 2.61E-04 1.18E-01  2.197  2.145
  2.40   7.5837   1.167  -5.184 15.897  9.747  1.414  1.001 6.65E-01 6.07E-01 3.63E-04 1.53E-01  2.222  2.157
  2.60   7.7866   1.175  -5.368 15.160  9.124  1.312  1.030 6.24E-01 5.77E-01 4.41E-04 2.05E-01  2.231  2.148
  2.80   7.9959   1.200  -5.500 14.457  8.630  1.186  1.065 5.46E-01 5.14E-01 4.37E-04 2.85E-01  2.229  2.127
  3.00   8.2124   1.247  -5.594 13.769  8.342  1.015  1.100 4.19E-01 4.02E-01 3.13E-04 4.04E-01  2.274  2.155
  3.20   8.4323   1.306  -5.566 13.163  8.289  0.755  1.088 2.27E-01 2.23E-01 1.28E-04 5.59E-01  2.536  2.394
  3.40   8.6375   1.321  -5.405 12.676  7.839  0.447  0.928 4.92E-02 4.90E-02 1.97E-05 6.53E-01  2.977  2.820
  3.60   8.7864   1.175  -5.173 12.322  6.096  0.380  0.492 1.05E-03 1.05E-03 5.24E-07 5.46E-01  3.594  3.448
     5.350    12.000
 -7.40  -1.7823   2.000   1.813 63.636  2.160  1.001  1.000 1.38E-04 1.89E-05 0.00E+00 2.33E-03 -3.534 -3.533
 -7.20  -1.5824   2.000   1.813 62.716  2.160  1.001  1.000 1.57E-04 2.20E-05 0.00E+00 2.69E-03 -3.504 -3.503
 -7.00  -1.3824   2.000   1.813 61.795  2.160  1.001  1.000 1.79E-04 2.56E-05 0.00E+00 3.11E-03 -3.473 -3.472
 -6.80  -1.1824   2.000   1.813 60.874  2.160  1.001  1.000 2.03E-04 2.98E-05 0.00E+00 3.58E-03 -3.440 -3.440
 -6.60  -0.9825   2.000   1.813 59.953  2.160  1.001  1.000 2.29E-04 3.47E-05 0.00E+00 4.11E-03 -3.406 -3.406
 -6.40  -0.7825   2.000   1.812 59.032  2.160  1.001  1.000 2.59E-04 4.04E-05 0.00E+00 4.72E-03 -3.370 -3.370
 -6.20  -0.5826   1.999   1.812 58.112  2.160  1.001  1.000 2.90E-04 4.70E-05 0.00E+00 5.41E-03 -3.331 -3.333
 -6.00  -0.3826   1.999   1.812 57.191  2.160  1.001  1.000 3.25E-04 5.47E-05 0.00E+00 6.19E-03 -3.292 -3.294
 -5.80  -0.1827   1.999   1.811 56.270  2.160  1.002  1.000 3.62E-04 6.38E-05 0.00E+00 7.06E-03 -3.251 -3.255
 -5.60   0.0173   1.999   1.811 55.350  2.160  1.002  1.000 4.03E-04 7.43E-05 0.00E+00 8.03E-03 -3.210 -3.213
 -5.40   0.2172   1.998   1.810 54.429  2.160  1.002  1.000 4.45E-04 8.66E-05 0.00E+00 9.12E-03 -3.165 -3.170
 -5.20   0.4171   1.998   1.810 53.509  2.160  1.002  1.000 4.91E-04 1.01E-04 0.00E+00 1.03E-02 -3.117 -3.124
 -5.00   0.6170   1.998   1.809 52.588  2.160  1.002  1.000 5.40E-04 1.18E-04 0.00E+00 1.16E-02 -3.062 -3.075
 -4.80   0.8170   1.997   1.808 51.668  2.160  1.003  1.000 5.93E-04 1.38E-04 0.00E+00 1.30E-02 -2.997 -3.022
 -4.60   1.0169   1.997   1.807 50.747  2.160  1.003  1.000 6.48E-04 1.62E-04 0.00E+00 1.46E-02 -2.913 -2.963
 -4.40   1.2168   1.996   1.806 49.827  2.160  1.003  1.000 7.09E-04 1.90E-04 0.00E+00 1.62E-02 -2.786 -2.891
 -4.20   1.4167   1.996   1.805 48.905  2.161  1.003  0.999 7.76E-04 2.25E-04 0.00E+00 1.81E-02 -2.527 -2.769
 -4.00   1.6166   1.995   1.804 47.985  2.161  1.004  0.999 8.51E-04 2.67E-04 1.45E-19 2.00E-02 -2.003 -2.424
 -3.80   1.8165   1.995   1.802 47.064  2.162  1.004  0.999 9.40E-04 3.18E-04 5.74E-19 2.19E-02 -2.131 -2.463
 -3.60   2.0163   1.994   1.801 46.144  2.164  1.005  0.999 1.04E-03 3.83E-04 2.26E-18 2.40E-02 -2.225 -2.488
 -3.40   2.2162   1.994   1.799 45.223  2.166  1.005  0.999 1.17E-03 4.65E-04 8.92E-18 2.61E-02 -2.197 -2.424
 -3.20   2.4160   1.993   1.796 44.302  2.169  1.006  0.999 1.32E-03 5.72E-04 3.51E-17 2.84E-02 -2.111 -2.322
 -3.00   2.6158   1.992   1.793 43.381  2.174  1.006  0.999 1.51E-03 7.14E-04 1.38E-16 3.06E-02 -1.987 -2.195
 -2.80   2.8156   1.991   1.789 42.459  2.181  1.008  0.999 1.78E-03 9.06E-04 5.43E-16 3.30E-02 -1.840 -2.050
 -2.60   3.0153   1.990   1.784 41.537  2.193  1.009  0.998 2.13E-03 1.17E-03 2.13E-15 3.54E-02 -1.681 -1.894
 -2.40   3.2149   1.988   1.777 40.614  2.210  1.011  0.998 2.62E-03 1.55E-03 8.33E-15 3.79E-02 -1.511 -1.724
 -2.20   3.4144   1.985   1.769 39.692  2.237  1.014  0.997 3.33E-03 2.08E-03 3.26E-14 4.02E-02 -1.327 -1.537
 -2.00   3.6137   1.982   1.757 38.767  2.279  1.019  0.996 4.44E-03 2.86E-03 1.27E-13 4.28E-02 -1.133 -1.337
 -1.80   3.8128   1.978   1.741 37.839  2.343  1.025  0.995 5.99E-03 3.99E-03 4.90E-13 4.56E-02 -0.934 -1.132
 -1.60   4.0115   1.972   1.720 36.907  2.439  1.034  0.993 8.28E-03 5.67E-03 1.88E-12 4.83E-02 -0.733 -0.921
 -1.40   4.2100   1.965   1.689 35.970  2.584  1.047  0.991 1.17E-02 8.15E-03 7.16E-12 5.14E-02 -0.529 -0.704
 -1.20   4.4079   1.956   1.647 35.024  2.799  1.065  0.988 1.65E-02 1.18E-02 2.69E-11 5.45E-02 -0.321 -0.482
 -1.00   4.6049   1.943   1.587 34.065  3.114  1.090  0.984 2.35E-02 1.72E-02 9.96E-11 5.72E-02 -0.113 -0.259
 -0.80   4.8012   1.926   1.504 33.091  3.558  1.125  0.978 3.35E-02 2.50E-02 3.60E-10 6.11E-02  0.088 -0.043
 -0.60   4.9957   1.902   1.388 32.092  4.173  1.173  0.971 4.82E-02 3.61E-02 1.27E-09 6.40E-02  0.279  0.160
 -0.40   5.1890   1.873   1.232 31.067  4.967  1.233  0.962 6.74E-02 5.14E-02 4.27E-09 6.87E-02  0.454  0.346
 -0.20   5.3805   1.836   1.028 30.009  5.947  1.306  0.952 9.29E-02 7.20E-02 1.38E-08 7.35E-02  0.618  0.519
  0.00   5.5689   1.788   0.765 28.908  7.093  1.392  0.941 1.27E-01 9.88E-02 4.24E-08 7.50E-02  0.775  0.685
  0.20   5.7562   1.736   0.450 27.781  8.277  1.480  0.931 1.67E-01 1.31E-01 1.22E-07 7.99E-02  0.928  0.846
  0.40   5.9417   1.680   0.082 26.627  9.416  1.567  0.924 2.13E-01 1.69E-01 3.29E-07 8.41E-02  1.081  1.005
  0.60   6.1257   1.619  -0.327 25.459 10.386  1.643  0.916 2.65E-01 2.12E-01 8.32E-07 8.72E-02  1.234  1.163
  0.80   6.3090   1.558  -0.769 24.281 11.071  1.705  0.913 3.18E-01 2.57E-01 1.97E-06 9.01E-02  1.385  1.317
  1.00   6.4894   1.489  -1.235 23.112 11.506  1.739  0.911 3.75E-01 3.05E-01 4.45E-06 8.75E-02  1.534  1.469
  1.20   6.6717   1.429  -1.685 21.993 11.695  1.750  0.913 4.24E-01 3.49E-01 9.34E-06 9.30E-02  1.672  1.608
  1.40   6.8548   1.375  -2.114 20.918 11.561  1.738  0.919 4.66E-01 3.88E-01 1.85E-05 1.01E-01  1.797  1.731
  1.60   7.0394   1.327  -2.516 19.894 11.224  1.706  0.927 4.99E-01 4.21E-01 3.47E-05 1.13E-01  1.904  1.835
  1.80   7.2260   1.287  -2.883 18.924 10.744  1.657  0.939 5.20E-01 4.46E-01 6.11E-05 1.32E-01  1.988  1.912
  2.00   7.4151   1.255  -3.213 18.006 10.177  1.592  0.953 5.25E-01 4.57E-01 1.00E-04 1.59E-01  2.048  1.962
  2.20   7.6074   1.233  -3.500 17.142  9.579  1.510  0.971 5.09E-01 4.52E-01 1.49E-04 2.00E-01  2.083  1.984
  2.40   7.8038   1.223  -3.742 16.327  8.988  1.410  0.994 4.66E-01 4.23E-01 1.94E-04 2.60E-01  2.100  1.984
  2.60   8.0052   1.227  -3.936 15.559  8.430  1.284  1.021 3.90E-01 3.63E-01 2.08E-04 3.42E-01  2.105  1.973
  2.80   8.2118   1.245  -4.073 14.838  7.907  1.121  1.044 2.75E-01 2.63E-01 1.62E-04 4.48E-01  2.161  2.013
  3.00   8.4206   1.271  -4.123 14.187  7.301  0.917  1.035 1.34E-01 1.31E-01 7.58E-05 5.54E-01  2.358  2.196
  3.20   8.6198   1.268  -4.086 13.616  6.293  0.734  0.937 2.81E-02 2.80E-02 1.47E-05 5.85E-01  2.668  2.507
  3.40   8.7853   1.172  -4.042 13.085  4.785  0.779  0.680 9.20E-04 9.20E-04 6.40E-07 4.90E-01  3.164  3.014
  3.60   8.8788   0.917  -4.193 12.466  3.270  1.429  0.198 8.87E-07 8.87E-07 2.52E-09 3.35E-01  3.799  3.648
     5.400    12.000
 -7.40  -1.5823   2.000   1.849 63.193  2.133  1.001  1.000 1.30E-04 1.81E-05 0.00E+00 2.23E-03 -3.651 -3.651
 -7.20  -1.3824   2.000   1.849 62.272  2.133  1.001  1.000 1.48E-04 2.11E-05 0.00E+00 2.57E-03 -3.623 -3.623
 -7.00  -1.1824   2.000   1.849 61.351  2.133  1.001  1.000 1.68E-04 2.45E-05 0.00E+00 2.96E-03 -3.594 -3.593
 -6.80  -0.9824   2.000   1.849 60.431  2.133  1.001  1.000 1.90E-04 2.85E-05 0.00E+00 3.41E-03 -3.563 -3.563
 -6.60  -0.7825   2.000   1.849 59.510  2.133  1.001  1.000 2.15E-04 3.32E-05 0.00E+00 3.92E-03 -3.530 -3.531
 -6.40  -0.5825   2.000   1.848 58.589  2.133  1.001  1.000 2.42E-04 3.87E-05 0.00E+00 4.49E-03 -3.496 -3.497
 -6.20  -0.3825   2.000   1.848 57.668  2.133  1.001  1.000 2.71E-04 4.50E-05 0.00E+00 5.14E-03 -3.459 -3.461
 -6.00  -0.1826   1.999   1.848 56.748  2.133  1.001  1.000 3.02E-04 5.24E-05 0.00E+00 5.88E-03 -3.422 -3.425
 -5.80   0.0174   1.999   1.847 55.827  2.133  1.001  1.000 3.35E-04 6.10E-05 0.00E+00 6.70E-03 -3.383 -3.387
 -5.60   0.2173   1.999   1.847 54.907  2.133  1.002  1.000 3.71E-04 7.10E-05 0.00E+00 7.61E-03 -3.343 -3.347
 -5.40   0.4172   1.998   1.847 53.986  2.133  1.002  1.000 4.10E-04 8.27E-05 0.00E+00 8.63E-03 -3.299 -3.305
 -5.20   0.6172   1.998   1.846 53.066  2.132  1.002  1.000 4.51E-04 9.63E-05 0.00E+00 9.74E-03 -3.249 -3.260
 -5.00   0.8171   1.998   1.845 52.145  2.132  1.003  1.000 4.94E-04 1.12E-04 0.00E+00 1.10E-02 -3.190 -3.212
 -4.80   1.0170   1.998   1.845 51.224  2.133  1.002  1.000 5.40E-04 1.31E-04 0.00E+00 1.23E-02 -3.116 -3.159
 -4.60   1.2170   1.997   1.844 50.304  2.133  1.003  1.000 5.90E-04 1.53E-04 0.00E+00 1.37E-02 -3.007 -3.095
 -4.40   1.4169   1.997   1.843 49.383  2.133  1.003  1.000 6.44E-04 1.79E-04 0.00E+00 1.53E-02 -2.799 -2.996
 -4.20   1.6168   1.996   1.842 48.463  2.133  1.003  1.000 7.03E-04 2.11E-04 0.00E+00 1.69E-02 -2.351 -2.736
 -4.00   1.8167   1.996   1.840 47.543  2.134  1.003  1.000 7.68E-04 2.48E-04 0.00E+00 1.86E-02 -2.274 -2.638
 -3.80   2.0166   1.995   1.839 46.622  2.134  1.004  0.999 8.46E-04 2.93E-04 1.67E-19 2.04E-02 -2.419 -2.704
 -3.60   2.2165   1.995   1.837 45.702  2.135  1.004  0.999 9.34E-04 3.48E-04 6.59E-19 2.23E-02 -2.427 -2.666
 -3.40   2.4163   1.994   1.835 44.781  2.136  1.005  0.999 1.04E-03 4.16E-04 2.60E-18 2.42E-02 -2.370 -2.588
 -3.20   2.6162   1.994   1.833 43.861  2.138  1.005  0.999 1.16E-03 5.01E-04 1.02E-17 2.62E-02 -2.274 -2.484
 -3.00   2.8160   1.993   1.830 42.940  2.141  1.006  0.999 1.32E-03 6.11E-04 4.03E-17 2.83E-02 -2.150 -2.360
 -2.80   3.0158   1.992   1.827 42.019  2.144  1.007  0.999 1.53E-03 7.53E-04 1.59E-16 3.05E-02 -2.009 -2.223
 -2.60   3.2155   1.990   1.822 41.097  2.150  1.008  0.998 1.80E-03 9.42E-04 6.23E-16 3.27E-02 -1.856 -2.073
 -2.40   3.4151   1.989   1.817 40.176  2.159  1.010  0.998 2.17E-03 1.20E-03 2.44E-15 3.50E-02 -1.687 -1.904
 -2.20   3.6146   1.986   1.810 39.253  2.172  1.012  0.997 2.69E-03 1.55E-03 9.53E-15 3.74E-02 -1.503 -1.719
 -2.00   3.8139   1.983   1.801 38.332  2.192  1.015  0.997 3.51E-03 2.05E-03 3.72E-14 3.96E-02 -1.311 -1.523
 -1.80   4.0132   1.980   1.789 37.407  2.223  1.019  0.996 4.62E-03 2.76E-03 1.44E-13 4.23E-02 -1.116 -1.323
 -1.60   4.2121   1.975   1.773 36.481  2.268  1.025  0.994 6.24E-03 3.78E-03 5.55E-13 4.50E-02 -0.916 -1.116
 -1.40   4.4107   1.969   1.752 35.551  2.337  1.034  0.992 8.51E-03 5.26E-03 2.12E-12 4.79E-02 -0.711 -0.900
 -1.20   4.6090   1.961   1.723 34.618  2.439  1.045  0.990 1.17E-02 7.42E-03 8.03E-12 5.13E-02 -0.504 -0.679
 -1.00   4.8065   1.950   1.684 33.677  2.589  1.061  0.987 1.63E-02 1.06E-02 3.00E-11 5.46E-02 -0.298 -0.461
 -0.80   5.0033   1.935   1.629 32.728  2.805  1.083  0.982 2.32E-02 1.51E-02 1.10E-10 5.89E-02 -0.100 -0.251
 -0.60   5.1989   1.916   1.555 31.766  3.108  1.113  0.976 3.23E-02 2.16E-02 3.93E-10 6.31E-02  0.089 -0.053
 -0.40   5.3935   1.892   1.457 30.791  3.515  1.152  0.969 4.48E-02 3.07E-02 1.36E-09 6.91E-02  0.266  0.132
 -0.20   5.5867   1.863   1.326 29.795  4.041  1.200  0.961 6.16E-02 4.32E-02 4.55E-09 7.56E-02  0.437  0.311
  0.00   5.7773   1.823   1.156 28.774  4.697  1.260  0.953 8.49E-02 5.98E-02 1.45E-08 8.02E-02  0.607  0.488
  0.20   5.9671   1.781   0.945 27.733  5.438  1.325  0.945 1.13E-01 8.08E-02 4.41E-08 8.78E-02  0.776  0.663
  0.40   6.1552   1.732   0.692 26.671  6.224  1.394  0.938 1.47E-01 1.06E-01 1.26E-07 9.49E-02  0.945  0.836
  0.60   6.3421   1.681   0.396 25.589  7.007  1.463  0.930 1.85E-01 1.36E-01 3.41E-07 1.01E-01  1.113  1.007
  0.80   6.5272   1.624   0.065 24.498  7.704  1.526  0.923 2.27E-01 1.70E-01 8.64E-07 1.07E-01  1.277  1.173
  1.00   6.7095   1.559  -0.307 23.383  8.248  1.577  0.918 2.71E-01 2.07E-01 2.06E-06 1.11E-01  1.435  1.333
  1.20   6.8930   1.501  -0.673 22.312  8.584  1.609  0.917 3.10E-01 2.41E-01 4.59E-06 1.22E-01  1.577  1.474
  1.40   7.0767   1.446  -1.047 21.263  8.803  1.621  0.921 3.43E-01 2.73E-01 9.57E-06 1.36E-01  1.702  1.596
  1.60   7.2615   1.396  -1.409 20.246  8.778  1.615  0.926 3.67E-01 2.99E-01 1.86E-05 1.56E-01  1.804  1.692
  1.80   7.4476   1.352  -1.752 19.268  8.591  1.589  0.935 3.75E-01 3.14E-01 3.33E-05 1.84E-01  1.880  1.758
  2.00   7.6358   1.316  -2.068 18.336  8.278  1.542  0.948 3.64E-01 3.14E-01 5.39E-05 2.25E-01  1.929  1.795
  2.20   7.8270   1.290  -2.350 17.451  7.872  1.473  0.964 3.29E-01 2.94E-01 7.64E-05 2.82E-01  1.959  1.809
  2.40   8.0216   1.274  -2.592 16.615  7.395  1.378  0.983 2.67E-01 2.46E-01 8.90E-05 3.55E-01  1.976  1.813
  2.60   8.2200   1.269  -2.789 15.828  6.906  1.257  1.000 1.79E-01 1.71E-01 7.72E-05 4.39E-01  2.032  1.857
  2.80   8.4205   1.270  -2.924 15.098  6.155  1.118  0.999 8.35E-02 8.18E-02 4.15E-05 5.08E-01  2.173  1.994
  3.00   8.6159   1.257  -3.016 14.413  5.244  1.006  0.947 1.86E-02 1.85E-02 1.03E-05 5.16E-01  2.416  2.248
  3.20   8.7932   1.193  -3.104 13.751  4.119  1.045  0.803 9.22E-04 9.22E-04 7.07E-07 4.43E-01  2.772  2.611
  3.40   8.9299   1.031  -3.314 13.028  3.078  1.421  0.535 2.79E-06 2.79E-06 6.21E-09 3.26E-01  3.263  3.101
  3.60   9.0000   0.765  -3.774 12.157  2.621  2.451  0.127 8.44E-11 8.44E-11 2.24E-12 2.05E-01  3.921  3.753
     5.450    12.000
 -7.40  -1.3823   2.000   1.879 62.747  2.109  1.001  1.000 1.23E-04 1.73E-05 0.00E+00 2.12E-03 -3.735 -3.735
 -7.20  -1.1823   2.000   1.879 61.826  2.109  1.001  1.000 1.39E-04 2.02E-05 0.00E+00 2.45E-03 -3.709 -3.709
 -7.00  -0.9824   2.000   1.879 60.905  2.109  1.001  1.000 1.58E-04 2.35E-05 0.00E+00 2.82E-03 -3.682 -3.682
 -6.80  -0.7824   2.000   1.878 59.984  2.109  1.001  1.000 1.78E-04 2.73E-05 0.00E+00 3.24E-03 -3.654 -3.654
 -6.60  -0.5824   2.000   1.878 59.063  2.109  1.001  1.000 2.00E-04 3.18E-05 0.00E+00 3.72E-03 -3.623 -3.624
 -6.40  -0.3825   2.000   1.878 58.143  2.109  1.001  1.000 2.25E-04 3.70E-05 0.00E+00 4.27E-03 -3.591 -3.592
 -6.20  -0.1825   2.000   1.878 57.222  2.109  1.001  1.000 2.51E-04 4.30E-05 0.00E+00 4.88E-03 -3.557 -3.559
 -6.00   0.0174   1.999   1.877 56.301  2.109  1.001  1.000 2.79E-04 5.01E-05 0.00E+00 5.57E-03 -3.522 -3.525
 -5.80   0.2174   1.999   1.877 55.381  2.109  1.001  1.000 3.09E-04 5.83E-05 0.00E+00 6.34E-03 -3.485 -3.489
 -5.60   0.4173   1.999   1.877 54.460  2.109  1.002  1.000 3.42E-04 6.78E-05 0.00E+00 7.20E-03 -3.445 -3.451
 -5.40   0.6173   1.999   1.876 53.540  2.109  1.002  1.000 3.76E-04 7.89E-05 0.00E+00 8.14E-03 -3.400 -3.410
 -5.20   0.8172   1.998   1.875 52.619  2.109  1.002  1.000 4.12E-04 9.19E-05 0.00E+00 9.18E-03 -3.348 -3.366
 -5.00   1.0172   1.998   1.875 51.699  2.109  1.002  1.000 4.51E-04 1.07E-04 0.00E+00 1.03E-02 -3.282 -3.318
 -4.80   1.2171   1.998   1.874 50.778  2.110  1.002  1.000 4.92E-04 1.25E-04 0.00E+00 1.15E-02 -3.186 -3.261
 -4.60   1.4170   1.997   1.873 49.858  2.110  1.002  1.000 5.36E-04 1.46E-04 0.00E+00 1.29E-02 -3.017 -3.178
 -4.40   1.6169   1.997   1.872 48.938  2.110  1.003  1.000 5.84E-04 1.70E-04 0.00E+00 1.43E-02 -2.667 -2.984
 -4.20   1.8169   1.997   1.871 48.017  2.110  1.003  1.000 6.36E-04 1.99E-04 0.00E+00 1.58E-02 -2.420 -2.802
 -4.00   2.0168   1.996   1.870 47.097  2.110  1.003  1.000 6.97E-04 2.33E-04 0.00E+00 1.73E-02 -2.547 -2.859
 -3.80   2.2167   1.996   1.869 46.177  2.111  1.004  0.999 7.65E-04 2.74E-04 0.00E+00 1.89E-02 -2.585 -2.845
 -3.60   2.4166   1.995   1.867 45.256  2.111  1.004  0.999 8.41E-04 3.23E-04 2.38E-19 2.06E-02 -2.554 -2.786
