lg(R) lg P/bar PV/(NkT) U/(NkT) S/(Nk) Cv/(Nk) chit  chir    x(H)    x(H0)    x(H2)   x(pert.) long. transv.
    lg(T)     lg(B)
    4.900    11.700
 -7.40  -3.5826   1.999    1.65  67.01   2.28  1.001  1.000 1.65E-04 6.00E-05 0.00E+00 1.93E-03 -2.541 -2.537
 -7.20  -3.3826   1.999    1.65  66.09   2.28  1.001  1.000 2.10E-04 8.88E-05 0.00E+00 2.23E-03 -2.475 -2.471
 -7.00  -3.1826   1.999    1.65  65.17   2.30  1.002  1.000 2.73E-04 1.33E-04 0.00E+00 2.58E-03 -2.408 -2.404
 -6.80  -2.9827   1.999    1.65  64.25   2.32  1.002  1.000 3.63E-04 2.03E-04 0.00E+00 2.99E-03 -2.340 -2.336
 -6.60  -2.7827   1.999    1.65  63.32   2.35  1.003  1.000 4.95E-04 3.11E-04 0.00E+00 3.46E-03 -2.272 -2.268
 -6.40  -2.5828   1.998    1.64  62.40   2.41  1.005  1.000 6.91E-04 4.80E-04 3.30E-19 3.99E-03 -2.203 -2.200
 -6.20  -2.3829   1.998    1.64  61.47   2.49  1.007  0.999 9.88E-04 7.46E-04 1.31E-18 4.60E-03 -2.133 -2.132
 -6.00  -2.1830   1.997    1.63  60.54   2.62  1.011  0.999 1.44E-03 1.16E-03 5.19E-18 5.30E-03 -2.061 -2.061
 -5.80  -1.9832   1.996    1.62  59.61   2.83  1.017  0.999 2.14E-03 1.82E-03 2.05E-17 6.09E-03 -1.982 -1.984
 -5.60  -1.7835   1.995    1.60  58.67   3.16  1.026  0.998 3.21E-03 2.86E-03 8.12E-17 6.99E-03 -1.897 -1.899
 -5.40  -1.5839   1.993    1.57  57.72   3.68  1.040  0.997 4.89E-03 4.48E-03 3.20E-16 8.00E-03 -1.800 -1.805
 -5.20  -1.3846   1.990    1.52  56.75   4.48  1.062  0.996 7.48E-03 7.01E-03 1.25E-15 9.12E-03 -1.684 -1.696
 -5.00  -1.1855   1.986    1.45  55.76   5.71  1.097  0.994 1.15E-02 1.10E-02 4.89E-15 1.03E-02 -1.542 -1.568
 -4.80  -0.9869   1.979    1.33  54.73   7.58  1.149  0.991 1.77E-02 1.71E-02 1.89E-14 1.17E-02 -1.376 -1.422
 -4.60  -0.7891   1.970    1.16  53.65  10.38  1.227  0.987 2.71E-02 2.64E-02 7.20E-14 1.30E-02 -1.178 -1.255
 -4.40  -0.5923   1.955    0.90  52.48  14.42  1.341  0.981 4.12E-02 4.04E-02 2.69E-13 1.44E-02 -0.935 -1.067
 -4.20  -0.3970   1.934    0.52  51.20  20.03  1.502  0.972 6.20E-02 6.11E-02 9.73E-13 1.57E-02 -0.604 -0.846
 -4.00  -0.2037   1.904   -0.02  49.77  27.31  1.716  0.960 9.15E-02 9.04E-02 3.38E-12 1.67E-02 -0.263 -0.585
 -3.80  -0.0129   1.864   -0.76  48.16  35.98  1.983  0.946 1.32E-01 1.30E-01 1.12E-11 1.72E-02  0.090 -0.272
 -3.60   0.1748   1.813   -1.72  46.36  45.21  2.287  0.931 1.83E-01 1.82E-01 3.45E-11 1.72E-02  0.385  0.110
 -3.40   0.3595   1.750   -2.88  44.38  53.69  2.594  0.915 2.47E-01 2.45E-01 9.91E-11 1.65E-02  0.594  0.542
 -3.20   0.5414   1.678   -4.21  42.26  60.04  2.866  0.902 3.19E-01 3.17E-01 2.63E-10 1.53E-02  0.732  0.556
 -3.00   0.7210   1.601   -5.62  40.10  62.28  3.068  0.893 3.96E-01 3.94E-01 6.44E-10 1.35E-02  0.819  0.590
 -2.80   0.8993   1.523   -7.07  37.93  63.43  3.172  0.889 4.75E-01 4.72E-01 1.47E-09 1.15E-02  0.895  0.672
 -2.60   1.0772   1.448   -8.47  35.86  60.68  3.180  0.890 5.51E-01 5.48E-01 3.12E-09 9.38E-03  0.959  0.777
