 FILTERED output of ioneqmn.
    NRmax =  54,  NTmax =  21
                      thermodynamic functions              |        number fractions             lg(opacities)
 lg(R)   lg(P) PV/(NkT)  U/(NkT) S/(Nk) Cv/(Nk)  chit  chir    x(H)    x(H0)    x(H2)   x(pert.)  long. transv.
 -5.00   2.0155   1.991   -19.71  56.05   1.02  1.003  0.999 1.91E-03 5.95E-04 0.00E+00 4.28E-02  -8.123  -8.123
 -4.80   2.2154   1.990   -19.70  55.13   1.02  1.003  0.999 2.07E-03 6.90E-04 3.63E-19 4.64E-02  -8.120  -8.120
 -4.60   2.4153   1.990   -19.70  54.22   1.02  1.003  0.999 2.24E-03 8.11E-04 1.42E-18 5.01E-02  -8.116  -8.116
 -4.40   2.6152   1.989   -19.70  53.31   1.03  1.003  0.999 2.43E-03 9.44E-04 5.59E-18 5.39E-02  -8.111  -8.111
 -4.20   2.8151   1.989   -19.70  52.39   1.03  1.003  0.999 2.66E-03 1.12E-03 2.19E-17 5.79E-02  -8.105  -8.105
 -4.00   3.0149   1.988   -19.70  51.48   1.04  1.004  0.999 2.89E-03 1.31E-03 8.57E-17 6.18E-02  -8.098  -8.098
 -3.80   3.2148   1.987   -19.70  50.57   1.05  1.005  0.999 3.19E-03 1.58E-03 3.35E-16 6.58E-02  -8.087  -8.087
 -3.60   3.4146   1.986   -19.70  49.66   1.07  1.005  0.999 3.52E-03 1.87E-03 1.31E-15 6.99E-02  -8.073  -8.073
 -3.40   3.6143   1.985   -19.70  48.74   1.09  1.007  0.999 3.95E-03 2.29E-03 5.13E-15 7.38E-02  -8.053  -8.053
 -3.20   3.8140   1.984   -19.70  47.83   1.13  1.009  0.998 4.50E-03 2.85E-03 2.00E-14 7.80E-02  -8.025  -8.025
 -3.00   4.0136   1.982   -19.71  46.91   1.18  1.011  0.998 5.12E-03 3.50E-03 7.78E-14 8.23E-02  -7.988  -7.988
 -2.80   4.2131   1.980   -19.71  46.00   1.26  1.016  0.998 6.05E-03 4.49E-03 3.02E-13 8.67E-02  -7.938  -7.938
 -2.60   4.4125   1.977   -19.72  45.07   1.37  1.011  0.997 7.16E-03 5.68E-03 1.17E-12 9.14E-02  -7.873  -7.873
 -2.40   4.6117   1.973   -19.74  44.15   1.57  1.030  0.996 8.95E-03 7.56E-03 4.50E-12 9.60E-02  -7.789  -7.789
 -2.20   4.8109   1.969   -19.77  43.22   1.84  1.042  0.995 1.12E-02 9.96E-03 1.72E-11 1.01E-01  -7.687  -7.688
 -2.00   5.0094   1.963   -19.81  42.27   2.27  1.062  0.994 1.49E-02 1.38E-02 6.57E-11 1.05E-01  -7.564  -7.565
 -1.80   5.2080   1.956   -19.86  41.31   2.88  1.088  0.991 1.98E-02 1.89E-02 2.48E-10 1.10E-01  -7.424  -7.427
 -1.60   5.4053   1.944   -19.95  40.32   3.83  1.129  0.988 2.76E-02 2.69E-02 9.25E-10 1.12E-01  -7.268  -7.273
 -1.40   5.6026   1.932   -20.08  39.31   5.13  1.185  0.983 3.82E-02 3.77E-02 3.39E-09 1.16E-01  -7.100  -7.109
 -1.20   5.7986   1.915   -20.27  38.23   6.99  1.266  0.976 5.43E-02 5.39E-02 1.21E-08 1.18E-01  -6.921  -6.935
 -1.00   5.9919   1.885   -20.55  37.06   9.58  1.378  0.966 7.78E-02 7.76E-02 4.23E-08 1.14E-01  -6.737  -6.764
 -0.80   6.1843   1.852   -20.91  35.84  12.78  1.493  0.955 1.07E-01 1.07E-01 1.40E-07 1.15E-01  -6.549  -6.589
 -0.60   6.3740   1.809   -21.38  34.52  16.23  1.675  0.942 1.47E-01 1.47E-01 4.36E-07 1.13E-01  -6.368  -6.414
 -0.40   6.5615   1.758   -21.97  33.11  19.98  1.850  0.929 1.96E-01 1.96E-01 1.29E-06 1.09E-01  -6.206  -6.253
 -0.20   6.7459   1.696   -22.68  31.61  23.09  2.050  0.916 2.55E-01 2.55E-01 3.53E-06 1.02E-01  -6.064  -6.104
  0.00   6.9257   1.619   -23.52  29.98  26.41  2.173  0.907 3.24E-01 3.24E-01 9.10E-06 8.70E-02  -5.933  -5.964
  0.20   7.1066   1.549   -24.36  28.41  28.09  2.281  0.901 3.93E-01 3.93E-01 2.13E-05 8.03E-02  -5.806  -5.831
  0.40   7.2867   1.480   -25.21  26.86  28.80  2.336  0.899 4.62E-01 4.62E-01 4.68E-05 7.27E-02  -5.683  -5.702
  0.60   7.4669   1.414   -26.05  25.35  28.07  2.354  0.900 5.28E-01 5.28E-01 9.54E-05 6.58E-02  -5.562  -5.578
  0.80   7.6476   1.352   -26.82  23.94  26.88  2.314  0.905 5.89E-01 5.89E-01 1.83E-04 5.94E-02  -5.444  -5.459
  1.00   7.8295   1.297   -27.53  22.62  25.11  2.237  0.913 6.44E-01 6.44E-01 3.28E-04 5.49E-02  -5.327  -5.341
  1.20   8.0132   1.249   -28.18  21.38  23.08  2.134  0.923 6.89E-01 6.89E-01 5.45E-04 5.33E-02  -5.209  -5.222
  1.40   8.1990   1.209   -28.74  20.25  20.92  2.018  0.935 7.25E-01 7.25E-01 8.24E-04 5.53E-02  -5.081  -5.093
  1.60   8.3875   1.177   -29.23  19.22  18.90  1.900  0.949 7.51E-01 7.51E-01 1.10E-03 6.20E-02  -4.938  -4.951
  1.80   8.5789   1.154   -29.64  18.27  17.14  1.790  0.965 7.65E-01 7.65E-01 1.23E-03 7.52E-02  -4.774  -4.787
  2.00   8.7736   1.140   -30.01  17.38  15.77  1.697  0.984 7.66E-01 7.66E-01 1.05E-03 9.68E-02  -4.576  -4.589
  2.20   8.9726   1.138   -30.34  16.53  14.86  1.627  1.008 7.52E-01 7.52E-01 5.89E-04 1.30E-01  -4.334  -4.347
  2.40   9.1771   1.150   -30.65  15.71  14.53  1.585  1.040 7.19E-01 7.19E-01 1.74E-04 1.77E-01  -4.040  -4.053
  2.60   9.3894   1.183   -30.95  14.88  14.88  1.570  1.086 6.61E-01 6.61E-01 1.85E-05 2.45E-01  -3.666  -3.679
  2.80   9.6126   1.247   -31.26  14.05  16.09  1.565  1.151 5.65E-01 5.65E-01 3.94E-07 3.44E-01  -3.149  -3.162
  3.00   9.8510   1.363   -31.57  13.18  18.06  1.500  1.240 4.17E-01 4.17E-01 6.55E-10 4.85E-01  -2.414  -2.428
  3.20  10.1064   1.548   -31.69  12.44  21.12  1.170  1.303 2.01E-01 2.01E-01 1.89E-14 6.72E-01  -1.301  -1.325
  3.40  10.3576   1.742   -31.24  12.17  23.12  0.424  1.157 2.40E-02 2.40E-02 0.00E+00 7.62E-01   0.495   0.473
     5.800    14.200
 -7.40   0.0170   1.997   -15.46  65.89   1.00  1.001  1.000 6.62E-04 1.10E-04 0.00E+00 1.23E-02  -7.907  -7.907
 -7.20   0.2169   1.997   -15.46  64.97   1.00  1.001  0.999 7.37E-04 1.27E-04 0.00E+00 1.40E-02  -7.903  -7.903
 -7.00   0.4168   1.996   -15.46  64.05   1.00  1.001  0.999 8.17E-04 1.48E-04 0.00E+00 1.59E-02  -7.899  -7.899
 -6.80   0.6167   1.996   -15.45  63.14   1.01  1.001  0.999 9.02E-04 1.71E-04 0.00E+00 1.79E-02  -7.895  -7.895
 -6.60   0.8165   1.995   -15.45  62.22   1.01  1.001  0.999 9.91E-04 1.98E-04 0.00E+00 2.02E-02  -7.891  -7.891
 -6.40   1.0164   1.995   -15.45  61.30   1.01  1.002  0.999 1.08E-03 2.29E-04 0.00E+00 2.26E-02  -7.886  -7.886
 -6.20   1.2163   1.994   -15.45  60.39   1.01  1.002  0.999 1.18E-03 2.66E-04 0.00E+00 2.52E-02  -7.881  -7.881
 -6.00   1.4162   1.994   -15.45  59.47   1.01  1.002  0.999 1.29E-03 3.07E-04 0.00E+00 2.80E-02  -7.876  -7.876
 -5.80   1.6161   1.993   -15.45  58.56   1.01  1.002  0.999 1.39E-03 3.55E-04 0.00E+00 3.10E-02  -7.870  -7.870
 -5.60   1.8159   1.992   -15.45  57.64   1.01  1.002  0.999 1.51E-03 4.10E-04 0.00E+00 3.42E-02  -7.864  -7.864
 -5.40   2.0158   1.992   -15.44  56.73   1.01  1.002  0.999 1.63E-03 4.74E-04 0.00E+00 3.73E-02  -7.858  -7.858
 -5.20   2.2157   1.991   -15.44  55.82   1.01  1.002  0.999 1.75E-03 5.48E-04 0.00E+00 4.06E-02  -7.851  -7.851
 -5.00   2.4156   1.991   -15.44  54.90   1.01  1.002  0.999 1.89E-03 6.33E-04 0.00E+00 4.40E-02  -7.844  -7.844
 -4.80   2.6155   1.990   -15.44  53.99   1.02  1.002  0.999 2.03E-03 7.30E-04 0.00E+00 4.75E-02  -7.836  -7.836
 -4.60   2.8154   1.990   -15.44  53.08   1.02  1.003  0.999 2.19E-03 8.44E-04 0.00E+00 5.10E-02  -7.827  -7.827
 -4.40   3.0153   1.990   -15.44  52.16   1.02  1.003  0.999 2.37E-03 9.77E-04 0.00E+00 5.48E-02  -7.816  -7.816
 -4.20   3.2152   1.989   -15.44  51.25   1.02  1.003  0.999 2.55E-03 1.13E-03 0.00E+00 5.85E-02  -7.804  -7.804
 -4.00   3.4151   1.989   -15.43  50.34   1.02  1.003  0.999 2.76E-03 1.31E-03 3.69E-19 6.23E-02  -7.789  -7.789
 -3.80   3.6149   1.988   -15.43  49.43   1.03  1.003  0.999 2.98E-03 1.51E-03 1.45E-18 6.61E-02  -7.771  -7.771
 -3.60   3.8147   1.987   -15.43  48.52   1.03  1.004  0.999 3.22E-03 1.75E-03 5.66E-18 7.01E-02  -7.748  -7.748
 -3.40   4.0145   1.986   -15.43  47.60   1.03  1.004  0.999 3.47E-03 2.02E-03 2.22E-17 7.39E-02  -7.717  -7.718
 -3.20   4.2141   1.984   -15.43  46.69   1.04  1.005  0.999 3.76E-03 2.35E-03 8.65E-17 7.80E-02  -7.677  -7.678
 -3.00   4.4139   1.983   -15.43  45.78   1.05  1.006  0.999 4.06E-03 2.71E-03 3.37E-16 8.24E-02  -7.626  -7.627
 -2.80   4.6134   1.981   -15.43  44.87   1.06  1.007  0.998 4.43E-03 3.16E-03 1.31E-15 8.68E-02  -7.560  -7.561
 -2.60   4.8129   1.979   -15.44  43.96   1.07  1.009  1.008 4.89E-03 3.71E-03 5.09E-15 9.13E-02  -7.478  -7.479
 -2.40   5.0126   1.977   -15.44  43.04   1.09  1.010  0.998 5.41E-03 4.35E-03 1.97E-14 9.66E-02  -7.379  -7.381
 -2.20   5.2119   1.974   -15.44  42.13   1.12  1.013  0.998 6.14E-03 5.24E-03 7.61E-14 1.01E-01  -7.261  -7.263
 -2.00   5.4115   1.972   -15.45  41.22   1.16  1.016  0.997 7.01E-03 6.28E-03 2.93E-13 1.06E-01  -7.129  -7.132
 -1.80   5.6104   1.967   -15.46  40.30   1.23  1.022  0.997 8.31E-03 7.77E-03 1.12E-12 1.10E-01  -6.981  -6.988
 -1.60   5.8097   1.964   -15.48  39.38   1.32  1.029  0.996 9.95E-03 9.59E-03 4.30E-12 1.14E-01  -6.822  -6.834
 -1.40   6.0087   1.960   -15.50  38.46   1.46  1.039  0.994 1.24E-02 1.22E-02 1.63E-11 1.19E-01  -6.650  -6.669
 -1.20   6.2064   1.949   -15.54  37.51   1.67  1.054  0.991 1.59E-02 1.59E-02 6.21E-11 1.18E-01  -6.466  -6.498
 -1.00   6.4043   1.940   -15.59  36.57   1.98  1.074  0.988 2.09E-02 2.09E-02 2.29E-10 1.23E-01  -6.276  -6.320
 -0.80   6.6016   1.928   -15.65  35.61   2.41  1.102  0.984 2.76E-02 2.76E-02 8.33E-10 1.28E-01  -6.092  -6.143
 -0.60   6.7981   1.912   -15.75  34.63   3.05  1.141  0.979 3.73E-02 3.73E-02 2.95E-09 1.32E-01  -5.919  -5.967
 -0.40   6.9934   1.892   -15.88  33.63   3.89  1.192  0.973 5.03E-02 5.03E-02 1.02E-08 1.36E-01  -5.757  -5.796
 -0.20   7.1845   1.853   -16.07  32.55   5.07  1.263  0.965 6.92E-02 6.92E-02 3.46E-08 1.32E-01  -5.594  -5.623
  0.00   7.3769   1.821   -16.30  31.47   6.45  1.344  0.957 9.21E-02 9.21E-02 1.09E-07 1.36E-01  -5.431  -5.453
  0.20   7.5674   1.782   -16.60  30.34   8.08  1.441  0.947 1.21E-01 1.21E-01 3.25E-07 1.39E-01  -5.265  -5.284
  0.40   7.7560   1.736   -16.97  29.16   9.84  1.546  0.937 1.57E-01 1.57E-01 9.11E-07 1.40E-01  -5.102  -5.118
  0.60   7.9426   1.683   -17.41  27.94  11.61  1.653  0.928 1.97E-01 1.97E-01 2.36E-06 1.41E-01  -4.944  -4.960
  0.80   8.1275   1.626   -17.91  26.68  13.20  1.749  0.921 2.41E-01 2.41E-01 5.58E-06 1.41E-01  -4.791  -4.806
  1.00   8.3114   1.566   -18.45  25.39  14.44  1.834  0.916 2.84E-01 2.84E-01 1.18E-05 1.45E-01  -4.637  -4.652
  1.20   8.4944   1.506   -19.01  24.12  15.27  1.885  0.915 3.23E-01 3.23E-01 2.17E-05 1.52E-01  -4.483  -4.497
  1.40   8.6776   1.449   -19.58  22.88  16.47  1.968  0.919 3.53E-01 3.53E-01 3.35E-05 1.67E-01  -4.315  -4.330
  1.60   8.8622   1.399   -20.12  21.68  15.56  1.883  0.928 3.69E-01 3.69E-01 4.02E-05 1.94E-01  -4.135  -4.150
  1.80   9.0492   1.357   -20.62  20.54  15.15  1.826  0.943 3.65E-01 3.65E-01 3.37E-05 2.35E-01  -3.924  -3.939
  2.00   9.2402   1.330   -21.07  19.48  14.53  1.729  0.967 3.36E-01 3.36E-01 1.65E-05 2.95E-01  -3.662  -3.678
  2.20   9.4368   1.319   -21.45  18.51  13.83  1.589  1.000 2.81E-01 2.81E-01 3.52E-06 3.72E-01  -3.341  -3.356
  2.40   9.6406   1.331   -21.74  17.62  13.16  1.399  1.040 1.99E-01 1.99E-01 2.06E-07 4.64E-01  -2.935  -2.951
  2.60   9.8525   1.368   -21.92  16.85  12.55  1.144  1.078 1.05E-01 1.05E-01 1.55E-09 5.51E-01  -2.411  -2.428
  2.80  10.0695   1.422   -21.95  16.22  11.86  0.817  1.083 3.02E-02 3.02E-02 4.57E-13 5.93E-01  -1.714  -1.734
  3.00  10.2800   1.457   -21.75  15.78  10.45  0.488  0.999 2.38E-03 2.38E-03 7.62E-19 5.49E-01  -0.939  -0.971
  3.20  10.4599   1.391   -21.43  15.44   7.97  0.332  0.770 1.37E-05 1.37E-05 0.00E+00 4.39E-01   0.084   0.038
  3.40  10.5773   1.150   -21.20  15.06   5.00  0.609  0.361 7.40E-10 7.40E-10 0.00E+00 3.01E-01   1.551   1.485
     5.900    14.200
 -7.40   0.4169   1.997   -12.07  64.74   1.00  1.001  1.000 6.93E-04 1.22E-04 0.00E+00 1.34E-02  -7.649  -7.649
 -7.20   0.6168   1.997   -12.07  63.82   1.00  1.001  0.999 7.67E-04 1.42E-04 0.00E+00 1.52E-02  -7.642  -7.642
 -7.00   0.8167   1.996   -12.07  62.91   1.01  1.001  0.999 8.44E-04 1.64E-04 0.00E+00 1.71E-02  -7.634  -7.634
 -6.80   1.0166   1.996   -12.07  61.99   1.01  1.001  0.999 9.26E-04 1.90E-04 0.00E+00 1.92E-02  -7.626  -7.626
 -6.60   1.2165   1.995   -12.07  61.07   1.01  1.001  0.999 1.01E-03 2.20E-04 0.00E+00 2.16E-02  -7.618  -7.618
 -6.40   1.4164   1.995   -12.07  60.16   1.01  1.002  0.999 1.10E-03 2.54E-04 0.00E+00 2.40E-02  -7.610  -7.610
 -6.20   1.6163   1.994   -12.06  59.24   1.01  1.002  0.999 1.20E-03 2.94E-04 0.00E+00 2.67E-02  -7.601  -7.601
 -6.00   1.8162   1.994   -12.06  58.33   1.01  1.002  0.999 1.29E-03 3.40E-04 0.00E+00 2.95E-02  -7.592  -7.592
 -5.80   2.0161   1.993   -12.06  57.41   1.01  1.000  0.999 1.40E-03 3.92E-04 0.00E+00 3.24E-02  -7.582  -7.582
 -5.60   2.2160   1.993   -12.06  56.50   1.01  1.002  1.000 1.51E-03 4.53E-04 0.00E+00 3.54E-02  -7.572  -7.572
 -5.40   2.4159   1.992   -12.06  55.59   1.01  1.002  1.000 1.62E-03 5.22E-04 0.00E+00 3.85E-02  -7.562  -7.562
 -5.20   2.6158   1.992   -12.06  54.67   1.01  1.002  1.000 1.75E-03 6.02E-04 0.00E+00 4.17E-02  -7.551  -7.551
 -5.00   2.8157   1.991   -12.06  53.76   1.01  1.002  1.000 1.88E-03 6.94E-04 0.00E+00 4.50E-02  -7.540  -7.540
 -4.80   3.0156   1.991   -12.05  52.85   1.02  1.002  1.000 2.02E-03 8.00E-04 0.00E+00 4.83E-02  -7.527  -7.527
 -4.60   3.2155   1.990   -12.05  51.93   1.02  1.002  0.999 2.18E-03 9.21E-04 0.00E+00 5.17E-02  -7.514  -7.514
 -4.40   3.4154   1.990   -12.05  51.02   1.02  1.003  0.999 2.35E-03 1.06E-03 0.00E+00 5.53E-02  -7.499  -7.499
 -4.20   3.6153   1.990   -12.05  50.11   1.02  1.003  0.999 2.53E-03 1.22E-03 0.00E+00 5.89E-02  -7.482  -7.482
 -4.00   3.8152   1.989   -12.05  49.19   1.02  1.003  0.999 2.71E-03 1.40E-03 0.00E+00 6.25E-02  -7.461  -7.461
 -3.80   4.0150   1.988   -12.05  48.28   1.02  1.003  0.999 2.91E-03 1.61E-03 0.00E+00 6.63E-02  -7.436  -7.436
 -3.60   4.2148   1.987   -12.05  47.37   1.03  1.004  0.999 3.12E-03 1.84E-03 1.12E-19 7.02E-02  -7.404  -7.404
 -3.40   4.4145   1.986   -12.05  46.46   1.03  1.004  0.999 3.33E-03 2.10E-03 4.39E-19 7.39E-02  -7.363  -7.363
 -3.20   4.6141   1.984   -12.05  45.55   1.03  1.005  0.999 3.56E-03 2.39E-03 1.71E-18 7.80E-02  -7.311  -7.312
 -3.00   4.8137   1.982   -12.05  44.64   1.03  1.005  0.999 3.81E-03 2.72E-03 6.68E-18 8.21E-02  -7.246  -7.246
 -2.80   5.0135   1.981   -12.05  43.73   1.04  1.006  0.999 4.08E-03 3.09E-03 2.60E-17 8.67E-02  -7.164  -7.165
 -2.60   5.2130   1.979   -12.05  42.81   1.04  1.007  0.999 4.42E-03 3.55E-03 1.01E-16 9.04E-02  -7.066  -7.068
 -2.40   5.4128   1.978   -12.05  41.90   1.05  1.008  0.999 4.77E-03 4.05E-03 3.91E-16 9.57E-02  -6.950  -6.954
 -2.20   5.6120   1.974   -12.05  40.99   1.06  1.010  0.999 5.23E-03 4.67E-03 1.52E-15 9.92E-02  -6.821  -6.828
 -2.00   5.8117   1.973   -12.06  40.08   1.07  1.011  0.999 5.76E-03 5.37E-03 5.85E-15 1.04E-01  -6.681  -6.692
 -1.80   6.0114   1.972   -12.06  39.17   1.08  1.014  0.998 6.45E-03 6.21E-03 2.25E-14 1.09E-01  -6.529  -6.547
 -1.60   6.2100   1.965   -12.07  38.24   1.10  1.018  0.996 7.46E-03 7.34E-03 8.78E-14 1.08E-01  -6.364  -6.393
 -1.40   6.4091   1.961   -12.08  37.33   1.13  1.022  0.995 8.61E-03 8.56E-03 3.34E-13 1.13E-01  -6.194  -6.234
 -1.20   6.6079   1.956   -12.10  36.41   1.17  1.028  0.993 1.02E-02 1.01E-02 1.26E-12 1.19E-01  -6.021  -6.071
 -1.00   6.8065   1.950   -12.12  35.50   1.23  1.036  0.992 1.21E-02 1.21E-02 4.69E-12 1.24E-01  -5.852  -5.905
 -0.80   7.0047   1.942   -12.15  34.57   1.31  1.046  0.990 1.47E-02 1.47E-02 1.72E-11 1.29E-01  -5.688  -5.739
 -0.60   7.2000   1.920   -12.19  33.61   1.43  1.062  0.987 1.84E-02 1.84E-02 6.42E-11 1.26E-01  -5.528  -5.572
 -0.40   7.3969   1.907   -12.25  32.68   1.60  1.080  0.984 2.28E-02 2.28E-02 2.26E-10 1.34E-01  -5.370  -5.404
 -0.20   7.5934   1.892   -12.31  31.75   1.83  1.103  0.980 2.86E-02 2.86E-02 7.75E-10 1.41E-01  -5.204  -5.230
  0.00   7.7890   1.872   -12.40  30.79   2.14  1.134  0.975 3.61E-02 3.61E-02 2.57E-09 1.48E-01  -5.032  -5.053
  0.20   7.9836   1.849   -12.52  29.82   2.53  1.171  0.970 4.56E-02 4.56E-02 8.15E-09 1.54E-01  -4.856  -4.875
  0.40   8.1770   1.822   -12.67  28.83   3.03  1.217  0.964 5.74E-02 5.74E-02 2.44E-08 1.60E-01  -4.681  -4.699
  0.60   8.3692   1.789   -12.85  27.81   3.63  1.270  0.957 7.10E-02 7.10E-02 6.74E-08 1.66E-01  -4.509  -4.527
  0.80   8.5599   1.751   -13.08  26.77   4.31  1.329  0.950 8.55E-02 8.55E-02 1.67E-07 1.72E-01  -4.338  -4.355
  1.00   8.7493   1.709   -13.35  25.71   5.02  1.392  0.942 9.91E-02 9.91E-02 3.57E-07 1.82E-01  -4.163  -4.180
  1.20   8.9371   1.662   -13.65  24.63   5.70  1.480  0.938 1.09E-01 1.09E-01 6.19E-07 1.96E-01  -3.982  -3.999
  1.40   9.1244   1.614   -13.99  23.54   6.31  1.493  0.935 1.11E-01 1.11E-01 7.87E-07 2.19E-01  -3.786  -3.803
  1.60   9.3118   1.568   -14.33  22.45   6.05  1.441  0.934 1.02E-01 1.02E-01 6.29E-07 2.52E-01  -3.568  -3.586
  1.80   9.4991   1.523   -14.69  21.39   7.01  1.518  0.942 8.08E-02 8.08E-02 2.56E-07 2.92E-01  -3.319  -3.338
  2.00   9.6886   1.486   -15.02  20.36   7.04  1.480  0.953 5.16E-02 5.16E-02 3.57E-08 3.36E-01  -3.027  -3.046
  2.20   9.8807   1.459   -15.32  19.40   6.81  1.399  0.966 2.32E-02 2.32E-02 9.47E-10 3.68E-01  -2.635  -2.655
  2.40  10.0747   1.439   -15.55  18.51   6.29  1.282  0.971 5.82E-03 5.82E-03 1.85E-12 3.74E-01  -2.188  -2.209
  2.60  10.2675   1.416   -15.73  17.69   5.40  1.158  0.950 5.15E-04 5.15E-04 5.89E-17 3.48E-01  -1.639  -1.666
  2.80  10.4516   1.365   -15.85  16.94   4.30  1.102  0.877 7.22E-06 7.22E-06 0.00E+00 2.96E-01  -0.885  -0.920
  3.00  10.6142   1.252   -15.99  16.18   3.12  1.211  0.731 4.13E-09 4.13E-09 0.00E+00 2.26E-01   0.174   0.129
  3.20  10.7387   1.052   -16.27  15.36   2.21  1.609  0.488 1.24E-14 1.24E-14 0.00E+00 1.49E-01   1.786   1.722
  3.40  10.7998   0.764   -16.75  14.43   1.72  2.548  0.067 0.00E+00 0.00E+00 0.00E+00 8.12E-02   2.951   2.876
     6.000    14.200
 -7.40   0.8169   1.997    -9.38  63.59   1.01  1.001  1.000 7.19E-04 1.36E-04 0.00E+00 1.45E-02  -7.392  -7.392
 -7.20   1.0168   1.996    -9.38  62.68   1.01  1.001  0.999 7.90E-04 1.58E-04 0.00E+00 1.63E-02  -7.382  -7.382
 -7.00   1.2167   1.996    -9.38  61.76   1.01  1.001  0.999 8.65E-04 1.83E-04 0.00E+00 1.84E-02  -7.372  -7.372
 -6.80   1.4166   1.995    -9.38  60.84   1.01  1.001  0.999 9.44E-04 2.11E-04 0.00E+00 2.05E-02  -7.361  -7.361
 -6.60   1.6165   1.995    -9.38  59.93   1.01  1.001  0.999 1.03E-03 2.44E-04 0.00E+00 2.29E-02  -7.350  -7.350
 -6.40   1.8164   1.995    -9.37  59.01   1.01  1.002  0.999 1.11E-03 2.82E-04 0.00E+00 2.54E-02  -7.339  -7.339
 -6.20   2.0163   1.994    -9.37  58.10   1.01  1.002  1.000 1.20E-03 3.26E-04 0.00E+00 2.80E-02  -7.327  -7.327
 -6.00   2.2162   1.994    -9.37  57.18   1.01  1.002  1.000 1.30E-03 3.76E-04 0.00E+00 3.07E-02  -7.315  -7.315
 -5.80   2.4161   1.993    -9.37  56.27   1.01  1.002  1.000 1.40E-03 4.34E-04 0.00E+00 3.36E-02  -7.303  -7.303
 -5.60   2.6160   1.993    -9.37  55.35   1.01  1.002  1.000 1.50E-03 5.00E-04 0.00E+00 3.65E-02  -7.291  -7.291
 -5.40   2.8159   1.992    -9.37  54.44   1.01  1.002  1.000 1.62E-03 5.76E-04 0.00E+00 3.95E-02  -7.278  -7.278
 -5.20   3.0159   1.992    -9.37  53.53   1.01  1.002  1.000 1.74E-03 6.63E-04 0.00E+00 4.26E-02  -7.264  -7.264
 -5.00   3.2158   1.992    -9.36  52.61   1.02  1.002  1.000 1.87E-03 7.63E-04 0.00E+00 4.57E-02  -7.249  -7.249
 -4.80   3.4157   1.991    -9.36  51.70   1.02  1.002  1.000 2.02E-03 8.78E-04 0.00E+00 4.90E-02  -7.234  -7.234
 -4.60   3.6156   1.991    -9.36  50.79   1.02  1.002  0.999 2.17E-03 1.01E-03 0.00E+00 5.22E-02  -7.217  -7.217
 -4.40   3.8155   1.990    -9.36  49.87   1.02  1.002  0.999 2.33E-03 1.16E-03 0.00E+00 5.56E-02  -7.199  -7.199
 -4.20   4.0154   1.990    -9.36  48.96   1.02  1.003  0.999 2.49E-03 1.32E-03 0.00E+00 5.90E-02  -7.177  -7.177
 -4.00   4.2152   1.989    -9.36  48.05   1.02  1.003  0.999 2.67E-03 1.51E-03 0.00E+00 6.26E-02  -7.151  -7.151
 -3.80   4.4150   1.988    -9.36  47.14   1.02  1.003  0.999 2.85E-03 1.72E-03 0.00E+00 6.63E-02  -7.119  -7.119
 -3.60   4.6148   1.987    -9.36  46.22   1.03  1.003  0.999 3.02E-03 1.95E-03 0.00E+00 7.02E-02  -7.078  -7.079
