lg(R) lg P/bar PV/(NkT) U/(NkT) S/(Nk) Cv/(Nk) chit  chir    x(H)    x(H0)    x(H2)   x(pert.) long. transv.
    lg(T)     lg(B)
    4.900    12.000
 -7.40  -3.5830   1.997    0.93  67.43   3.20  1.019  0.999 1.94E-03 1.77E-03 3.19E-18 3.10E-03 -2.847 -2.861
 -7.20  -3.3833   1.996    0.90  66.48   3.68  1.030  0.998 2.99E-03 2.79E-03 1.26E-17 3.58E-03 -2.681 -2.700
 -7.00  -3.1837   1.994    0.87  65.53   4.44  1.047  0.998 4.62E-03 4.39E-03 4.98E-17 4.13E-03 -2.534 -2.575
 -6.80  -2.9843   1.992    0.81  64.55   5.61  1.073  0.996 7.16E-03 6.90E-03 1.96E-16 4.75E-03 -2.321 -2.379
 -6.60  -2.7852   1.987    0.72  63.54   7.43  1.113  0.994 1.11E-02 1.08E-02 7.66E-16 5.44E-03 -2.145 -2.183
 -6.40  -2.5865   1.981    0.58  62.49  10.20  1.176  0.991 1.72E-02 1.69E-02 2.97E-15 6.20E-03 -1.982 -2.023
 -6.20  -2.3886   1.971    0.37  61.37  14.34  1.269  0.987 2.66E-02 2.62E-02 1.13E-14 7.01E-03 -1.822 -1.861
 -6.00  -2.1918   1.957    0.05  60.14  20.35  1.407  0.981 4.06E-02 4.02E-02 4.24E-14 7.83E-03 -1.663 -1.700
 -5.80  -1.9965   1.936   -0.42  58.77  28.70  1.601  0.972 6.13E-02 6.08E-02 1.54E-13 8.62E-03 -1.509 -1.542
 -5.60  -1.8032   1.907   -1.09  57.22  39.60  1.862  0.960 9.08E-02 9.02E-02 5.38E-13 9.29E-03 -1.361 -1.388
 -5.40  -1.6124   1.866   -2.00  55.43  52.66  2.188  0.946 1.31E-01 1.30E-01 1.78E-12 9.74E-03 -1.226 -1.239
 -5.20  -1.4247   1.814   -3.18  53.40  66.64  2.560  0.930 1.83E-01 1.82E-01 5.52E-12 9.88E-03 -1.090 -1.093
 -5.00  -1.2401   1.751   -4.62  51.14  79.56  2.939  0.915 2.46E-01 2.45E-01 1.59E-11 9.65E-03 -0.946 -0.960
 -4.80  -1.0583   1.679   -6.27  48.71  89.32  3.275  0.902 3.18E-01 3.18E-01 4.21E-11 9.04E-03 -0.822 -0.842
 -4.60  -0.8788   1.602   -8.03  46.19  94.45  3.524  0.893 3.96E-01 3.95E-01 1.03E-10 8.13E-03 -0.730 -0.746
 -4.40  -0.7005   1.524   -9.82  43.68  94.64  3.657  0.889 4.75E-01 4.74E-01 2.35E-10 7.03E-03 -0.661 -0.671
 -4.20  -0.5226   1.448  -11.55  41.27  90.58  3.671  0.890 5.51E-01 5.50E-01 5.01E-10 5.86E-03 -0.590 -0.605
 -4.00  -0.3442   1.378  -13.16  39.02  83.48  3.580  0.894 6.21E-01 6.20E-01 1.01E-09 4.74E-03 -0.521 -0.548
 -3.80  -0.1645   1.315  -14.60  36.96  74.67  3.408  0.902 6.84E-01 6.83E-01 1.94E-09 3.72E-03 -0.452 -0.498
 -3.60   0.0170   1.260  -15.86  35.11  65.26  3.183  0.912 7.39E-01 7.38E-01 3.59E-09 2.85E-03 -0.385 -0.449
 -3.40   0.2004   1.213  -16.93  33.47  56.03  2.933  0.922 7.87E-01 7.86E-01 6.44E-09 2.13E-03 -0.324 -0.402
 -3.20   0.3860   1.173  -17.84  32.01  47.49  2.677  0.933 8.26E-01 8.25E-01 1.13E-08 1.57E-03 -0.279 -0.355
 -3.00   0.5736   1.140  -18.59  30.73  39.88  2.431  0.943 8.59E-01 8.58E-01 1.93E-08 1.13E-03 -0.244 -0.312
 -2.80   0.7631   1.113  -19.21  29.59  33.29  2.204  0.952 8.87E-01 8.86E-01 3.26E-08 8.02E-04 -0.220 -0.275
 -2.60   0.9544   1.091  -19.72  28.57  27.70  2.002  0.960 9.09E-01 9.08E-01 5.43E-08 5.60E-04 -0.208 -0.245
 -2.40   1.1472   1.073  -20.13  27.66  23.03  1.826  0.967 9.27E-01 9.26E-01 8.94E-08 3.85E-04 -0.201 -0.223
 -2.20   1.3412   1.058  -20.47  26.84  19.17  1.676  0.973 9.42E-01 9.41E-01 1.46E-07 2.61E-04 -0.195 -0.207
 -2.00   1.5364   1.047  -20.73  26.09  16.01  1.550  0.978 9.53E-01 9.52E-01 2.38E-07 1.74E-04 -0.191 -0.194
 -1.80   1.7324   1.037  -20.95  25.39  13.44  1.446  0.982 9.63E-01 9.62E-01 3.84E-07 1.14E-04 -0.191 -0.186
 -1.60   1.9293   1.030  -21.12  24.75  11.36  1.359  0.986 9.70E-01 9.69E-01 6.18E-07 7.38E-05 -0.193 -0.178
 -1.40   2.1267   1.024  -21.26  24.13   9.68  1.289  0.989 9.76E-01 9.75E-01 9.92E-07 4.70E-05 -0.195 -0.171
 -1.20   2.3247   1.019  -21.37  23.55   8.34  1.232  0.991 9.81E-01 9.80E-01 1.59E-06 2.95E-05 -0.194 -0.164
 -1.00   2.5230   1.015  -21.46  23.00   7.26  1.186  0.993 9.85E-01 9.84E-01 2.54E-06 1.84E-05 -0.186 -0.156
 -0.80   2.7217   1.012  -21.53  22.46   6.40  1.148  0.994 9.88E-01 9.87E-01 4.04E-06 1.14E-05 -0.171 -0.147
 -0.60   2.9207   1.010  -21.58  21.94   5.71  1.119  0.995 9.91E-01 9.90E-01 6.44E-06 7.07E-06 -0.152 -0.136
 -0.40   3.1198   1.008  -21.63  21.43   5.12  1.097  0.996 9.92E-01 9.91E-01 1.02E-05 4.53E-06 -0.139 -0.124
 -0.20   3.3192   1.006  -21.66  20.93   4.72  1.076  0.997 9.94E-01 9.93E-01 1.63E-05 3.10E-06 -0.121 -0.111
  0.00   3.5186   1.005  -21.69  20.44   4.37  1.060  0.998 9.95E-01 9.94E-01 2.58E-05 2.40E-06 -0.089 -0.093
