lg(R) lg P/bar PV/(NkT) U/(NkT) S/(Nk) Cv/(Nk) chit  chir    x(H)    x(H0)    x(H2)   x(pert.) long. transv.
    lg(T)     lg(B)
    4.900    11.400
 -7.40  -3.5825   2.000    1.90  66.44   2.09  1.000  1.000 6.93E-05 1.06E-05 0.00E+00 1.08E-03 -2.543 -2.539
 -7.20  -3.3825   2.000    1.90  65.52   2.09  1.000  1.000 8.10E-05 1.33E-05 0.00E+00 1.25E-03 -2.507 -2.503
 -7.00  -3.1825   1.999    1.90  64.60   2.09  1.000  1.000 9.49E-05 1.71E-05 0.00E+00 1.45E-03 -2.471 -2.467
 -6.80  -2.9825   1.999    1.90  63.68   2.09  1.000  1.000 1.12E-04 2.23E-05 0.00E+00 1.68E-03 -2.435 -2.431
 -6.60  -2.7826   1.999    1.90  62.75   2.09  1.001  1.000 1.32E-04 2.98E-05 0.00E+00 1.95E-03 -2.399 -2.395
 -6.40  -2.5826   1.999    1.90  61.83   2.09  1.001  1.000 1.58E-04 4.07E-05 0.00E+00 2.25E-03 -2.361 -2.358
 -6.20  -2.3826   1.999    1.90  60.91   2.10  1.001  1.000 1.91E-04 5.69E-05 0.00E+00 2.60E-03 -2.322 -2.320
 -6.00  -2.1826   1.999    1.90  59.99   2.10  1.001  1.000 2.35E-04 8.14E-05 0.00E+00 3.01E-03 -2.279 -2.280
 -5.80  -1.9827   1.999    1.90  59.07   2.11  1.001  1.000 2.93E-04 1.19E-04 0.00E+00 3.47E-03 -2.228 -2.236
 -5.60  -1.7827   1.999    1.90  58.14   2.12  1.002  1.000 3.74E-04 1.76E-04 0.00E+00 4.00E-03 -2.166 -2.185
 -5.40  -1.5828   1.998    1.90  57.22   2.14  1.003  1.000 4.90E-04 2.65E-04 2.29E-19 4.60E-03 -2.088 -2.125
 -5.20  -1.3829   1.998    1.90  56.30   2.17  1.004  1.000 6.57E-04 4.03E-04 9.10E-19 5.28E-03 -1.975 -2.048
 -5.00  -1.1830   1.997    1.89  55.37   2.21  1.005  0.999 9.06E-04 6.18E-04 3.61E-18 6.06E-03 -1.810 -1.939
 -4.80  -0.9831   1.997    1.89  54.44   2.28  1.008  0.999 1.28E-03 9.56E-04 1.43E-17 6.93E-03 -1.598 -1.784
 -4.60  -0.7833   1.996    1.88  53.51   2.39  1.012  0.999 1.85E-03 1.48E-03 5.66E-17 7.91E-03 -1.321 -1.546
 -4.40  -0.5835   1.995    1.87  52.58   2.57  1.018  0.999 2.72E-03 2.31E-03 2.23E-16 9.00E-03 -0.987 -1.129
 -4.20  -0.3839   1.993    1.85  51.64   2.84  1.028  0.998 4.08E-03 3.61E-03 8.80E-16 1.02E-02 -0.771 -0.883
