lg(R) lg P/bar PV/(NkT) U/(NkT) S/(Nk) Cv/(Nk) chit  chir    x(H)    x(H0)    x(H2)   x(pert.) long. transv.
    lg(T)     lg(B)
    4.900    11.000
 -7.40  -3.5824   2.000    1.98  65.56   2.02  1.000  1.000 2.87E-05 3.67E-06 0.00E+00 4.62E-04 -2.810 -2.812
 -7.20  -3.3825   2.000    1.98  64.64   2.02  1.000  1.000 3.32E-05 4.32E-06 0.00E+00 5.36E-04 -2.775 -2.780
 -7.00  -3.1825   2.000    1.98  63.72   2.02  1.000  1.000 3.83E-05 5.11E-06 0.00E+00 6.22E-04 -2.735 -2.746
 -6.80  -2.9825   2.000    1.98  62.80   2.02  1.000  1.000 4.43E-05 6.08E-06 0.00E+00 7.21E-04 -2.691 -2.711
 -6.60  -2.7825   2.000    1.98  61.87   2.02  1.000  1.000 5.11E-05 7.27E-06 0.00E+00 8.35E-04 -2.638 -2.673
 -6.40  -2.5825   2.000    1.98  60.95   2.02  1.000  1.000 5.90E-05 8.76E-06 0.00E+00 9.67E-04 -2.573 -2.630
 -6.20  -2.3825   2.000    1.98  60.03   2.02  1.000  1.000 6.82E-05 1.07E-05 0.00E+00 1.12E-03 -2.490 -2.581
 -6.00  -2.1825   2.000    1.98  59.11   2.02  1.000  1.000 7.88E-05 1.32E-05 0.00E+00 1.29E-03 -2.381 -2.520
 -5.80  -1.9825   1.999    1.98  58.19   2.02  1.000  1.000 9.14E-05 1.65E-05 0.00E+00 1.49E-03 -2.232 -2.436
 -5.60  -1.7825   1.999    1.98  57.27   2.02  1.000  1.000 1.06E-04 2.11E-05 0.00E+00 1.73E-03 -2.025 -2.303
 -5.40  -1.5826   1.999    1.98  56.35   2.02  1.001  1.000 1.24E-04 2.75E-05 0.00E+00 1.99E-03 -1.784 -2.081
 -5.20  -1.3826   1.999    1.98  55.42   2.02  1.001  1.000 1.47E-04 3.67E-05 0.00E+00 2.29E-03 -1.711 -2.070
 -5.00  -1.1826   1.999    1.98  54.50   2.02  1.001  1.000 1.75E-04 5.01E-05 0.00E+00 2.64E-03 -1.772 -1.986
 -4.80  -0.9826   1.999    1.98  53.58   2.02  1.001  1.000 2.11E-04 6.99E-05 0.00E+00 3.03E-03 -1.820 -2.028
 -4.60  -0.7827   1.999    1.98  52.66   2.03  1.001  1.000 2.60E-04 9.97E-05 0.00E+00 3.47E-03 -1.796 -1.991
