 FILTERED output of ioneqmn.
    NRmax =  54,  NTmax =  21
                       thermodynamic functions              |        number fractions             lg(opacities)
 lg(R)   lg(P) PV/(NkT)  U/(NkT) S/(Nk) Cv/(Nk)  chit  chir    x(H)    x(H0)    x(H2)   x(pert.)  long. transv.
  2.00   8.6473   0.853  -151.05  13.99  33.24  2.934  0.903 6.38E-01 6.38E-01 7.30E-02 2.03E-01  -7.550  -7.552
  2.20   8.8280   0.816  -151.89  12.77  32.99  3.074  0.904 5.60E-01 5.60E-01 5.43E-02 3.22E-01  -7.225  -7.225
  2.40   9.0095   0.781  -152.70  11.59  31.39  3.149  0.912 4.81E-01 4.81E-01 2.90E-02 4.53E-01  -6.869  -6.869
  2.60   9.1933   0.753  -153.48  10.46  28.77  3.173  0.928 4.06E-01 4.06E-01 9.37E-03 5.70E-01  -6.482  -6.482
  2.80   9.3811   0.732  -154.18   9.40  25.41  3.180  0.952 3.35E-01 3.35E-01 1.41E-03 6.58E-01  -6.022  -6.022
  3.00   9.5749   0.722  -154.82   8.42  21.78  3.203  0.989 2.71E-01 2.71E-01 6.35E-05 7.25E-01  -5.443  -5.444
  3.20   9.7777   0.726  -155.38   7.50  18.11  3.298  1.046 2.14E-01 2.14E-01 4.36E-07 7.83E-01  -4.687  -4.688
  3.40   9.9960   0.758  -155.86   6.62  14.70  3.538  1.155 1.64E-01 1.64E-01 1.53E-10 8.33E-01  -3.678  -3.679
     5.800    15.000
 -7.40   0.0170   1.997  -102.87  69.57   1.00  1.001  1.000 6.64E-04 1.12E-04 0.00E+00 1.23E-02  -9.557  -9.557
 -7.20   0.2169   1.997  -102.87  68.66   1.00  1.001  0.999 7.40E-04 1.31E-04 0.00E+00 1.40E-02  -9.557  -9.557
 -7.00   0.4168   1.996  -102.87  67.74   1.01  1.001  0.999 8.21E-04 1.51E-04 0.00E+00 1.59E-02  -9.557  -9.557
 -6.80   0.6167   1.996  -102.87  66.82   1.01  1.001  0.999 9.08E-04 1.77E-04 0.00E+00 1.79E-02  -9.557  -9.557
 -6.60   0.8165   1.995  -102.87  65.90   1.01  1.001  0.999 9.98E-04 2.05E-04 0.00E+00 2.02E-02  -9.557  -9.557
 -6.40   1.0164   1.995  -102.87  64.99   1.01  1.002  0.999 1.10E-03 2.40E-04 0.00E+00 2.26E-02  -9.557  -9.557
 -6.20   1.2163   1.994  -102.87  64.07   1.01  1.002  0.999 1.20E-03 2.82E-04 0.00E+00 2.52E-02  -9.557  -9.557
 -6.00   1.4162   1.994  -102.86  63.16   1.01  1.002  0.999 1.31E-03 3.26E-04 0.00E+00 2.80E-02  -9.557  -9.557
 -5.80   1.6160   1.993  -102.86  62.24   1.01  1.002  0.999 1.42E-03 3.85E-04 0.00E+00 3.10E-02  -9.557  -9.557
 -5.60   1.8159   1.992  -102.86  61.33   1.01  1.002  0.999 1.54E-03 4.45E-04 0.00E+00 3.42E-02  -9.557  -9.557
 -5.40   2.0158   1.992  -102.86  60.41   1.02  1.002  0.999 1.68E-03 5.29E-04 0.00E+00 3.73E-02  -9.557  -9.557
 -5.20   2.2157   1.991  -102.86  59.50   1.02  1.003  0.999 1.82E-03 6.12E-04 2.25E-19 4.06E-02  -9.557  -9.557
 -5.00   2.4156   1.991  -102.86  58.59   1.03  1.003  0.999 1.99E-03 7.34E-04 8.84E-19 4.40E-02  -9.557  -9.557
 -4.80   2.6155   1.990  -102.86  57.67   1.03  1.003  0.999 2.16E-03 8.50E-04 3.47E-18 4.75E-02  -9.556  -9.556
 -4.60   2.8154   1.990  -102.86  56.76   1.04  1.004  0.999 2.38E-03 1.03E-03 1.36E-17 5.10E-02  -9.556  -9.556
 -4.40   3.0152   1.989  -102.86  55.85   1.06  1.004  0.999 2.67E-03 1.27E-03 5.34E-17 5.48E-02  -9.556  -9.556
 -4.20   3.2151   1.989  -102.85  54.93   1.07  1.005  0.999 2.92E-03 1.49E-03 2.10E-16 5.85E-02  -9.556  -9.556
 -4.00   3.4149   1.988  -102.86  54.02   1.10  1.006  0.999 3.33E-03 1.87E-03 8.21E-16 6.23E-02  -9.555  -9.555
 -3.80   3.6148   1.987  -102.86  53.10   1.13  1.008  0.999 3.68E-03 2.21E-03 3.21E-15 6.61E-02  -9.555  -9.555
 -3.60   3.8145   1.986  -102.86  52.19   1.19  1.010  0.998 4.32E-03 2.85E-03 1.25E-14 7.00E-02  -9.554  -9.554
 -3.40   4.0142   1.984  -102.86  51.27   1.25  1.013  0.998 4.88E-03 3.42E-03 4.91E-14 7.38E-02  -9.553  -9.553
 -3.20   4.2137   1.982  -102.87  50.35   1.38  1.019  0.998 5.96E-03 4.54E-03 1.91E-13 7.78E-02  -9.552  -9.552
 -3.00   4.4132   1.980  -102.88  49.43   1.51  1.024  0.997 6.94E-03 5.59E-03 7.42E-13 8.21E-02  -9.550  -9.550
 -2.80   4.6125   1.977  -102.90  48.50   1.78  1.035  0.996 8.93E-03 7.66E-03 2.87E-12 8.63E-02  -9.547  -9.547
 -2.60   4.8114   1.972  -102.94  47.56   2.20  1.052  1.044 1.19E-02 1.07E-02 1.10E-11 9.04E-02  -9.542  -9.542
 -2.40   5.0106   1.968  -102.98  46.62   2.67  1.069  0.994 1.48E-02 1.37E-02 4.22E-11 9.53E-02  -9.535  -9.535
 -2.20   5.2088   1.960  -103.05  45.64   3.54  1.103  0.991 2.06E-02 1.97E-02 1.60E-10 9.86E-02  -9.523  -9.523
 -2.00   5.4072   1.953  -103.13  44.65   4.57  1.141  0.988 2.68E-02 2.61E-02 6.04E-10 1.03E-01  -9.508  -9.508
 -1.80   5.6039   1.938  -103.28  43.61   6.33  1.209  0.984 3.84E-02 3.79E-02 2.23E-09 1.05E-01  -9.486  -9.486
 -1.60   5.8008   1.924  -103.46  42.53   8.44  1.286  0.978 5.14E-02 5.11E-02 8.11E-09 1.08E-01  -9.457  -9.457
 -1.40   5.9955   1.901  -103.76  41.36  11.61  1.409  0.968 7.38E-02 7.36E-02 2.84E-08 1.09E-01  -9.417  -9.417
 -1.20   6.1882   1.869  -104.13  40.10  15.45  1.551  0.958 1.00E-01 1.00E-01 9.87E-08 1.04E-01  -9.367  -9.367
 -1.00   6.3786   1.828  -104.67  38.71  20.16  1.739  0.945 1.40E-01 1.40E-01 3.14E-07 1.03E-01  -9.304  -9.304
 -0.80   6.5676   1.783  -105.28  37.25  25.05  1.932  0.932 1.83E-01 1.83E-01 9.69E-07 9.99E-02  -9.229  -9.229
 -0.60   6.7526   1.722  -106.09  35.64  29.96  2.142  0.918 2.42E-01 2.42E-01 2.73E-06 9.36E-02  -9.142  -9.144
 -0.40   6.9366   1.660  -106.97  33.97  34.11  2.330  0.907 3.04E-01 3.04E-01 7.37E-06 8.67E-02  -9.049  -9.050
 -0.20   7.1148   1.579  -108.02  32.15  36.86  2.477  0.880 3.79E-01 3.79E-01 1.81E-05 7.22E-02  -8.949  -8.950
  0.00   7.2956   1.510  -109.01  30.44  38.32  2.565  0.897 4.48E-01 4.48E-01 4.20E-05 6.50E-02  -8.844  -8.845
  0.20   7.4751   1.441  -110.03  28.73  38.79  2.569  0.896 5.19E-01 5.19E-01 8.89E-05 5.73E-02  -8.735  -8.738
  0.40   7.6555   1.377  -110.97  27.13  36.21  2.581  0.900 5.83E-01 5.83E-01 1.82E-04 4.98E-02  -8.626  -8.629
  0.60   7.8361   1.317  -111.86  25.63  33.75  2.500  0.906 6.44E-01 6.44E-01 3.44E-04 4.30E-02  -8.513  -8.518
  0.80   8.0186   1.265  -112.64  24.24  30.98  2.390  0.915 6.96E-01 6.96E-01 6.27E-04 3.80E-02  -8.398  -8.405
  1.00   8.2026   1.219  -113.34  22.97  27.92  2.256  0.925 7.40E-01 7.40E-01 1.06E-03 3.51E-02  -8.284  -8.291
  1.20   8.3889   1.181  -113.94  21.81  25.10  2.120  0.936 7.75E-01 7.75E-01 1.71E-03 3.50E-02  -8.156  -8.167
  1.40   8.5773   1.150  -114.46  20.75  22.57  1.991  0.947 8.00E-01 8.00E-01 2.50E-03 3.83E-02  -8.029  -8.039
  1.60   8.7680   1.126  -114.92  19.77  18.76  1.876  0.959 8.16E-01 8.16E-01 3.28E-03 4.67E-02  -7.880  -7.890
  1.80   8.9610   1.108  -115.33  18.85  17.44  1.803  0.971 8.21E-01 8.21E-01 3.64E-03 6.23E-02  -7.708  -7.716
  2.00   9.1569   1.097  -115.73  17.95  18.89  1.788  0.986 8.13E-01 8.13E-01 3.13E-03 8.82E-02  -7.504  -7.507
  2.20   9.3559   1.095  -116.13  17.05  19.37  1.821  1.004 7.91E-01 7.91E-01 1.82E-03 1.27E-01  -7.247  -7.249
  2.40   9.5590   1.103  -116.58  16.11  20.83  1.922  1.029 7.50E-01 7.50E-01 5.74E-04 1.81E-01  -6.929  -6.930
  2.60   9.7685   1.127  -117.11  15.10  23.16  2.100  1.067 6.86E-01 6.86E-01 6.91E-05 2.54E-01  -6.522  -6.523
  2.80   9.9874   1.177  -117.73  13.98  26.13  2.337  1.126 5.93E-01 5.93E-01 1.83E-06 3.52E-01  -5.990  -5.991
  3.00  10.2211   1.272  -118.41  12.79  29.49  2.570  1.218 4.59E-01 4.59E-01 4.44E-09 4.84E-01  -5.247  -5.248
  3.20  10.4761   1.444  -119.05  11.59  32.75  2.569  1.337 2.67E-01 2.67E-01 2.45E-13 6.61E-01  -4.156  -4.157
  3.40  10.7464   1.698  -118.97  10.98  35.95  1.845  1.328 5.18E-02 5.18E-02 0.00E+00 8.15E-01  -2.373  -2.374
     5.900    15.000
 -7.40   0.4169   1.997   -81.51  68.43   1.00  1.001  1.000 6.93E-04 1.23E-04 0.00E+00 1.34E-02  -9.356  -9.356
 -7.20   0.6168   1.997   -81.51  67.51   1.00  1.001  0.999 7.67E-04 1.42E-04 0.00E+00 1.52E-02  -9.356  -9.356
 -7.00   0.8167   1.996   -81.50  66.59   1.01  1.001  0.999 8.45E-04 1.65E-04 0.00E+00 1.71E-02  -9.355  -9.355
 -6.80   1.0166   1.996   -81.50  65.67   1.01  1.001  0.999 9.27E-04 1.91E-04 0.00E+00 1.92E-02  -9.355  -9.355
 -6.60   1.2165   1.995   -81.50  64.76   1.01  1.001  0.999 1.01E-03 2.21E-04 0.00E+00 2.16E-02  -9.355  -9.355
 -6.40   1.4164   1.995   -81.50  63.84   1.01  1.002  0.999 1.10E-03 2.56E-04 0.00E+00 2.40E-02  -9.355  -9.355
 -6.20   1.6163   1.994   -81.50  62.93   1.01  1.002  0.999 1.20E-03 2.96E-04 0.00E+00 2.67E-02  -9.355  -9.355
 -6.00   1.8162   1.994   -81.50  62.01   1.01  1.002  0.999 1.30E-03 3.42E-04 0.00E+00 2.95E-02  -9.354  -9.354
 -5.80   2.0161   1.993   -81.50  61.10   1.01  1.002  0.999 1.40E-03 3.96E-04 0.00E+00 3.25E-02  -9.354  -9.354
 -5.60   2.2160   1.993   -81.50  60.18   1.01  1.002  1.000 1.51E-03 4.59E-04 0.00E+00 3.54E-02  -9.354  -9.354
 -5.40   2.4159   1.992   -81.49  59.27   1.01  1.002  1.000 1.63E-03 5.29E-04 0.00E+00 3.85E-02  -9.353  -9.353
 -5.20   2.6158   1.992   -81.49  58.36   1.01  1.002  1.000 1.76E-03 6.13E-04 0.00E+00 4.17E-02  -9.353  -9.353
 -5.00   2.8157   1.991   -81.49  57.44   1.02  1.002  1.000 1.89E-03 7.06E-04 0.00E+00 4.50E-02  -9.352  -9.352
 -4.80   3.0156   1.991   -81.49  56.53   1.02  1.002  1.000 2.05E-03 8.19E-04 0.00E+00 4.83E-02  -9.352  -9.352
 -4.60   3.2155   1.990   -81.49  55.62   1.02  1.003  0.999 2.20E-03 9.43E-04 0.00E+00 5.17E-02  -9.351  -9.351
 -4.40   3.4154   1.990   -81.49  54.70   1.02  1.003  0.999 2.38E-03 1.09E-03 0.00E+00 5.53E-02  -9.351  -9.351
 -4.20   3.6153   1.989   -81.49  53.79   1.02  1.003  0.999 2.57E-03 1.26E-03 1.87E-19 5.89E-02  -9.350  -9.350
 -4.00   3.8151   1.989   -81.48  52.88   1.03  1.003  0.999 2.78E-03 1.46E-03 7.32E-19 6.25E-02  -9.349  -9.349
 -3.80   4.0150   1.988   -81.48  51.97   1.03  1.004  0.999 3.02E-03 1.71E-03 2.87E-18 6.63E-02  -9.348  -9.348
 -3.60   4.2147   1.987   -81.48  51.05   1.04  1.004  0.999 3.24E-03 1.96E-03 1.12E-17 7.02E-02  -9.347  -9.347
 -3.40   4.4144   1.986   -81.48  50.14   1.05  1.005  0.999 3.53E-03 2.29E-03 4.39E-17 7.40E-02  -9.345  -9.345
 -3.20   4.6141   1.984   -81.48  49.23   1.05  1.006  0.999 3.80E-03 2.63E-03 1.72E-16 7.80E-02  -9.343  -9.343
 -3.00   4.8137   1.982   -81.48  48.32   1.07  1.007  0.999 4.18E-03 3.09E-03 6.69E-16 8.21E-02  -9.340  -9.340
 -2.80   5.0134   1.981   -81.49  47.41   1.08  1.008  0.999 4.55E-03 3.55E-03 2.60E-15 8.67E-02  -9.336  -9.336
 -2.60   5.2128   1.978   -81.49  46.49   1.12  1.011  0.998 5.14E-03 4.27E-03 1.01E-14 9.04E-02  -9.329  -9.329
 -2.40   5.4125   1.977   -81.49  45.58   1.15  1.013  0.998 5.72E-03 4.99E-03 3.91E-14 9.56E-02  -9.318  -9.318
 -2.20   5.6116   1.973   -81.50  44.66   1.21  1.017  0.998 6.70E-03 6.13E-03 1.51E-13 9.91E-02  -9.305  -9.305
 -2.00   5.8113   1.971   -81.51  43.74   1.28  1.022  0.998 7.70E-03 7.31E-03 5.82E-13 1.04E-01  -9.286  -9.286
 -1.80   6.0107   1.969   -81.53  42.83   1.41  1.030  0.996 9.47E-03 9.23E-03 2.24E-12 1.08E-01  -9.259  -9.259
 -1.60   6.2090   1.961   -81.56  41.88   1.62  1.042  0.994 1.22E-02 1.20E-02 8.66E-12 1.07E-01  -9.221  -9.221
 -1.40   6.4077   1.955   -81.59  40.95   1.85  1.055  0.992 1.50E-02 1.50E-02 3.27E-11 1.12E-01  -9.172  -9.172
 -1.20   6.6059   1.947   -81.64  40.00   2.27  1.078  0.989 1.99E-02 1.99E-02 1.22E-10 1.17E-01  -9.107  -9.107
 -1.00   6.8036   1.937   -81.70  39.05   2.78  1.105  0.986 2.56E-02 2.56E-02 4.49E-10 1.21E-01  -9.026  -9.027
 -0.80   7.0004   1.922   -81.81  38.06   3.60  1.148  0.981 3.50E-02 3.50E-02 1.62E-09 1.25E-01  -8.927  -8.928
 -0.60   7.1940   1.894   -81.95  37.01   4.68  1.203  0.975 4.70E-02 4.70E-02 5.85E-09 1.21E-01  -8.808  -8.811
 -0.40   7.3885   1.870   -82.14  35.95   6.17  1.278  0.968 6.41E-02 6.41E-02 1.97E-08 1.26E-01  -8.679  -8.681
 -0.20   7.5819   1.842   -82.38  34.86   7.92  1.365  0.961 8.47E-02 8.47E-02 6.43E-08 1.31E-01  -8.535  -8.538
  0.00   7.7731   1.805   -82.71  33.69  10.16  1.478  0.951 1.14E-01 1.14E-01 1.99E-07 1.33E-01  -8.379  -8.384
  0.20   7.9628   1.763   -83.11  32.47  12.55  1.598  0.941 1.47E-01 1.47E-01 5.85E-07 1.33E-01  -8.216  -8.225
  0.40   8.1499   1.712   -83.61  31.16  15.12  1.732  0.930 1.90E-01 1.90E-01 1.59E-06 1.32E-01  -8.051  -8.064
  0.60   8.3354   1.655   -84.17  29.82  17.48  1.853  0.921 2.36E-01 2.36E-01 4.06E-06 1.30E-01  -7.884  -7.902
  0.80   8.5189   1.594   -84.81  28.43  19.46  1.964  0.914 2.86E-01 2.86E-01 9.31E-06 1.29E-01  -7.723  -7.737
  1.00   8.7017   1.532   -85.48  27.03  20.78  2.047  0.910 3.33E-01 3.33E-01 1.93E-05 1.31E-01  -7.570  -7.579
  1.20   8.8842   1.471   -86.16  25.65  21.28  2.095  0.910 3.75E-01 3.75E-01 3.48E-05 1.38E-01  -7.413  -7.417
  1.40   9.0667   1.413   -86.84  24.31  21.50  2.082  0.917 4.07E-01 4.07E-01 5.33E-05 1.54E-01  -7.243  -7.246
  1.60   9.2513   1.364   -87.47  23.04  20.95  2.034  0.929 4.23E-01 4.23E-01 6.46E-05 1.82E-01  -7.051  -7.053
  1.80   9.4390   1.326   -88.04  21.86  20.04  1.943  0.949 4.18E-01 4.18E-01 5.59E-05 2.25E-01  -6.832  -6.834
  2.00   9.6316   1.303   -88.53  20.77  18.99  1.811  0.977 3.87E-01 3.87E-01 2.93E-05 2.87E-01  -6.563  -6.564
  2.20   9.8310   1.302   -88.93  19.78  18.00  1.637  1.017 3.28E-01 3.28E-01 7.12E-06 3.70E-01  -6.233  -6.234
  2.40  10.0389   1.325   -89.24  18.90  17.26  1.415  1.065 2.40E-01 2.40E-01 5.20E-07 4.69E-01  -5.821  -5.822
  2.60  10.2571   1.382   -89.41  18.14  16.88  1.117  1.114 1.33E-01 1.33E-01 5.68E-09 5.71E-01  -5.297  -5.299
  2.80  10.4829   1.467   -89.40  17.56  16.72  0.721  1.131 4.08E-02 4.08E-02 3.02E-12 6.31E-01  -4.618  -4.620
  3.00  10.7033   1.537   -89.08  17.23  15.90  0.279  1.048 3.37E-03 3.37E-03 1.28E-17 5.97E-01  -3.664  -3.666
  3.20  10.8918   1.497   -88.53  17.10  13.26  0.161  0.803 1.80E-05 1.80E-05 0.00E+00 4.82E-01  -2.052  -2.053
  3.40  11.0165   1.259   -87.94  17.01   8.91  0.042  0.394 6.77E-10 6.77E-10 0.00E+00 3.36E-01  -1.597  -1.601
     6.000    15.000
 -7.40   0.8169   1.997   -64.54  67.28   1.00  1.001  1.000 7.19E-04 1.36E-04 0.00E+00 1.45E-02  -9.150  -9.150
 -7.20   1.0168   1.996   -64.53  66.36   1.00  1.001  0.999 7.90E-04 1.58E-04 0.00E+00 1.63E-02  -9.150  -9.150
 -7.00   1.2167   1.996   -64.53  65.44   1.01  1.001  0.999 8.66E-04 1.83E-04 0.00E+00 1.84E-02  -9.149  -9.149
 -6.80   1.4166   1.995   -64.53  64.53   1.01  1.001  0.999 9.44E-04 2.11E-04 0.00E+00 2.05E-02  -9.148  -9.148
 -6.60   1.6165   1.995   -64.53  63.61   1.01  1.001  0.999 1.03E-03 2.44E-04 0.00E+00 2.29E-02  -9.148  -9.148
 -6.40   1.8164   1.995   -64.53  62.70   1.01  1.002  0.999 1.11E-03 2.83E-04 0.00E+00 2.54E-02  -9.147  -9.147
 -6.20   2.0163   1.994   -64.53  61.78   1.01  1.002  1.000 1.20E-03 3.26E-04 0.00E+00 2.80E-02  -9.146  -9.146
 -6.00   2.2162   1.994   -64.53  60.87   1.01  1.002  1.000 1.30E-03 3.77E-04 0.00E+00 3.08E-02  -9.145  -9.145
 -5.80   2.4161   1.993   -64.53  59.95   1.01  1.002  1.000 1.40E-03 4.35E-04 0.00E+00 3.37E-02  -9.144  -9.144
 -5.60   2.6160   1.993   -64.52  59.04   1.01  1.002  1.000 1.51E-03 5.01E-04 0.00E+00 3.65E-02  -9.143  -9.143
 -5.40   2.8159   1.992   -64.52  58.12   1.01  1.002  1.000 1.62E-03 5.77E-04 0.00E+00 3.95E-02  -9.141  -9.141
 -5.20   3.0159   1.992   -64.52  57.21   1.01  1.002  1.000 1.75E-03 6.65E-04 0.00E+00 4.26E-02  -9.140  -9.140
 -5.00   3.2158   1.992   -64.52  56.30   1.02  1.002  1.000 1.88E-03 7.66E-04 0.00E+00 4.57E-02  -9.139  -9.139
 -4.80   3.4157   1.991   -64.52  55.38   1.02  1.002  1.000 2.02E-03 8.81E-04 0.00E+00 4.89E-02  -9.137  -9.137
 -4.60   3.6156   1.991   -64.52  54.47   1.02  1.002  0.999 2.17E-03 1.01E-03 0.00E+00 5.21E-02  -9.136  -9.136
 -4.40   3.8155   1.990   -64.52  53.56   1.02  1.002  0.999 2.34E-03 1.16E-03 0.00E+00 5.56E-02  -9.134  -9.134
 -4.20   4.0154   1.990   -64.51  52.64   1.02  1.003  0.999 2.51E-03 1.33E-03 0.00E+00 5.91E-02  -9.132  -9.132
 -4.00   4.2152   1.989   -64.51  51.73   1.02  1.003  0.999 2.68E-03 1.52E-03 0.00E+00 6.27E-02  -9.130  -9.130
 -3.80   4.4149   1.988   -64.51  50.82   1.02  1.003  0.999 2.87E-03 1.74E-03 0.00E+00 6.63E-02  -9.127  -9.127
 -3.60   4.6148   1.987   -64.51  49.91   1.03  1.004  0.999 3.05E-03 1.98E-03 0.00E+00 7.03E-02  -9.125  -9.125
