 FILTERED output of ioneqmn.
    NRmax =  54,  NTmax =  21
                      thermodynamic functions              |        number fractions             lg(opacities)
 lg(R)   lg(P) PV/(NkT)  U/(NkT) S/(Nk) Cv/(Nk)  chit  chir    x(H)    x(H0)    x(H2)   x(pert.)  long. transv.
  2.60   9.4217   1.274   -17.73  15.43  13.33  1.336  1.095 3.97E-01 3.97E-01 4.34E-07 4.09E-01  -1.873  -1.900
  2.80   9.6463   1.348   -17.89  14.70  13.51  1.111  1.152 2.60E-01 2.60E-01 1.88E-09 5.37E-01  -1.102  -1.132
  3.00   9.8801   1.457   -17.87  14.11  14.05  0.752  1.176 1.05E-01 1.05E-01 2.38E-13 6.58E-01   0.008  -0.031
  3.20  10.1074   1.552   -17.55  13.78  13.81  0.260  1.064 1.24E-02 1.24E-02 1.08E-19 6.71E-01   1.573   1.508
  3.40  10.2906   1.493   -16.90  13.71  11.22  1.764  0.719 8.49E-05 8.49E-05 0.00E+00 5.42E-01   2.271   2.192
     5.800    13.900
 -7.40   0.0170   1.997    -7.24  64.51   1.01  1.001  1.000 6.62E-04 1.10E-04 0.00E+00 1.23E-02  -7.180  -7.180
 -7.20   0.2169   1.997    -7.24  63.59   1.01  1.001  0.999 7.37E-04 1.27E-04 0.00E+00 1.40E-02  -7.170  -7.170
 -7.00   0.4168   1.996    -7.24  62.67   1.01  1.001  0.999 8.17E-04 1.48E-04 0.00E+00 1.59E-02  -7.159  -7.159
 -6.80   0.6167   1.996    -7.24  61.76   1.01  1.001  0.999 9.01E-04 1.71E-04 0.00E+00 1.79E-02  -7.148  -7.148
 -6.60   0.8165   1.995    -7.24  60.84   1.01  1.001  0.999 9.91E-04 1.98E-04 0.00E+00 2.01E-02  -7.136  -7.136
 -6.40   1.0164   1.995    -7.24  59.92   1.02  1.002  0.999 1.08E-03 2.29E-04 0.00E+00 2.26E-02  -7.123  -7.123
 -6.20   1.2163   1.994    -7.24  59.01   1.02  1.002  0.999 1.18E-03 2.65E-04 0.00E+00 2.52E-02  -7.110  -7.110
 -6.00   1.4162   1.994    -7.24  58.09   1.02  1.002  0.999 1.28E-03 3.07E-04 0.00E+00 2.80E-02  -7.097  -7.097
 -5.80   1.6161   1.993    -7.23  57.18   1.02  1.002  0.999 1.39E-03 3.54E-04 0.00E+00 3.10E-02  -7.083  -7.083
 -5.60   1.8159   1.992    -7.23  56.26   1.02  1.002  0.999 1.51E-03 4.09E-04 0.00E+00 3.41E-02  -7.068  -7.068
 -5.40   2.0158   1.992    -7.23  55.35   1.02  1.002  0.999 1.62E-03 4.73E-04 0.00E+00 3.73E-02  -7.053  -7.053
 -5.20   2.2157   1.991    -7.23  54.44   1.02  1.002  0.999 1.75E-03 5.46E-04 0.00E+00 4.06E-02  -7.036  -7.036
 -5.00   2.4156   1.991    -7.23  53.52   1.02  1.002  0.999 1.88E-03 6.30E-04 0.00E+00 4.40E-02  -7.019  -7.019
 -4.80   2.6155   1.990    -7.23  52.61   1.02  1.002  0.999 2.03E-03 7.27E-04 0.00E+00 4.75E-02  -6.999  -6.999
 -4.60   2.8154   1.990    -7.23  51.70   1.03  1.003  0.999 2.19E-03 8.39E-04 0.00E+00 5.10E-02  -6.976  -6.976
 -4.40   3.0153   1.990    -7.22  50.78   1.03  1.003  0.999 2.36E-03 9.68E-04 0.00E+00 5.48E-02  -6.949  -6.949
 -4.20   3.2152   1.989    -7.22  49.87   1.03  1.003  0.999 2.54E-03 1.12E-03 0.00E+00 5.85E-02  -6.917  -6.917
 -4.00   3.4151   1.989    -7.22  48.96   1.03  1.003  0.999 2.74E-03 1.29E-03 0.00E+00 6.23E-02  -6.877  -6.877
 -3.80   3.6149   1.988    -7.22  48.05   1.03  1.003  0.999 2.96E-03 1.49E-03 2.46E-19 6.61E-02  -6.827  -6.828
 -3.60   3.8148   1.987    -7.22  47.13   1.03  1.004  0.999 3.19E-03 1.72E-03 9.63E-19 7.01E-02  -6.764  -6.765
 -3.40   4.0145   1.986    -7.22  46.22   1.04  1.004  0.999 3.43E-03 1.97E-03 3.77E-18 7.39E-02  -6.687  -6.689
 -3.20   4.2141   1.984    -7.22  45.31   1.04  1.005  0.999 3.69E-03 2.28E-03 1.47E-17 7.80E-02  -6.594  -6.598
 -3.00   4.4139   1.983    -7.22  44.40   1.04  1.006  0.999 3.96E-03 2.61E-03 5.74E-17 8.24E-02  -6.487  -6.494
 -2.80   4.6135   1.981    -7.22  43.49   1.05  1.006  0.998 4.28E-03 3.01E-03 2.23E-16 8.68E-02  -6.365  -6.377
 -2.60   4.8130   1.979    -7.22  42.58   1.06  1.008  0.998 4.64E-03 3.47E-03 8.67E-16 9.13E-02  -6.229  -6.250
 -2.40   5.0127   1.978    -7.22  41.67   1.07  1.009  0.998 5.09E-03 4.04E-03 3.35E-15 9.66E-02  -6.081  -6.112
 -2.20   5.2120   1.975    -7.23  40.75   1.08  1.011  0.998 5.62E-03 4.72E-03 1.30E-14 1.01E-01  -5.928  -5.968
 -2.00   5.4116   1.973    -7.23  39.84   1.10  1.013  0.998 6.30E-03 5.58E-03 4.99E-14 1.06E-01  -5.765  -5.816
 -1.80   5.6106   1.968    -7.24  38.93   1.12  1.016  0.998 7.22E-03 6.68E-03 1.92E-13 1.10E-01  -5.599  -5.660
 -1.60   5.8100   1.966    -7.25  38.01   1.16  1.021  0.997 8.37E-03 8.01E-03 7.35E-13 1.15E-01  -5.433  -5.502
 -1.40   6.0093   1.962    -7.26  37.10   1.22  1.027  0.995 1.00E-02 9.80E-03 2.79E-12 1.19E-01  -5.270  -5.341
 -1.20   6.2071   1.952    -7.29  36.16   1.30  1.036  0.993 1.23E-02 1.22E-02 1.07E-11 1.19E-01  -5.114  -5.181
 -1.00   6.4054   1.945    -7.32  35.24   1.42  1.047  0.990 1.54E-02 1.54E-02 3.97E-11 1.24E-01  -4.965  -5.022
 -0.80   6.6033   1.935    -7.36  34.31   1.58  1.046  0.988 1.96E-02 1.96E-02 1.45E-10 1.30E-01  -4.812  -4.860
 -0.60   6.8006   1.923    -7.41  33.36   1.85  1.085  0.984 2.54E-02 2.54E-02 5.23E-10 1.35E-01  -4.650  -4.691
 -0.40   6.9970   1.907    -7.49  32.41   2.21  1.114  0.979 3.32E-02 3.32E-02 1.84E-09 1.39E-01  -4.481  -4.517
 -0.20   7.1895   1.875    -7.60  31.40   2.71  1.154  0.974 4.45E-02 4.45E-02 6.41E-09 1.37E-01  -4.305  -4.339
  0.00   7.3837   1.850    -7.73  30.41   3.34  1.202  0.967 5.82E-02 5.82E-02 2.09E-08 1.43E-01  -4.131  -4.163
  0.20   7.5765   1.820    -7.91  29.39   4.12  1.261  0.960 7.59E-02 7.59E-02 6.47E-08 1.49E-01  -3.957  -3.988
  0.40   7.7679   1.784    -8.13  28.34   5.06  1.330  0.952 9.77E-02 9.77E-02 1.89E-07 1.53E-01  -3.788  -3.818
  0.60   7.9577   1.742    -8.41  27.25   6.10  1.408  0.944 1.23E-01 1.23E-01 5.11E-07 1.58E-01  -3.619  -3.649
  0.80   8.1457   1.695    -8.73  26.14   7.17  1.487  0.936 1.51E-01 1.51E-01 1.26E-06 1.63E-01  -3.451  -3.481
  1.00   8.3321   1.643    -9.10  25.00   8.18  1.560  0.929 1.80E-01 1.80E-01 2.74E-06 1.70E-01  -3.284  -3.313
  1.20   8.5176   1.589    -9.51  23.84   9.05  1.623  0.925 2.04E-01 2.04E-01 5.03E-06 1.82E-01  -3.106  -3.136
  1.40   8.7027   1.535    -9.95  22.69   9.69  1.668  0.925 2.21E-01 2.21E-01 7.35E-06 2.02E-01  -2.913  -2.943
  1.60   8.8880   1.484   -10.38  21.56  10.05  1.679  0.930 2.24E-01 2.24E-01 7.75E-06 2.34E-01  -2.697  -2.728
  1.80   9.0750   1.440   -10.80  20.46  10.14  1.660  0.941 2.08E-01 2.08E-01 5.00E-06 2.80E-01  -2.446  -2.477
  2.00   9.2647   1.407   -11.19  19.42   9.98  1.599  0.958 1.73E-01 1.73E-01 1.54E-06 3.40E-01  -2.148  -2.178
  2.20   9.4587   1.387   -11.53  18.45   9.61  1.489  0.982 1.20E-01 1.20E-01 1.51E-07 4.08E-01  -1.748  -1.779
  2.40   9.6576   1.384   -11.79  17.57   9.04  1.328  1.007 6.16E-02 6.16E-02 2.46E-09 4.67E-01  -1.214  -1.248
  2.60   9.8605   1.393   -11.95  16.79   8.23  1.123  1.017 1.84E-02 1.84E-02 2.35E-12 4.91E-01  -0.566  -0.609
  2.80  10.0615   1.396   -12.00  16.12   7.06  0.918  0.980 1.95E-03 1.95E-03 2.52E-17 4.60E-01   0.322   0.253
  3.00  10.2468   1.350   -11.98  15.52   5.35  0.820  0.852 2.84E-05 2.84E-05 0.00E+00 3.83E-01   1.192   1.093
  3.20  10.3967   1.203   -11.99  14.90   3.65  0.998  0.616 1.24E-08 1.24E-08 0.00E+00 2.82E-01   1.437   1.350
  3.40  10.4842   0.928   -12.22  14.15   2.34  1.662  0.212 1.74E-14 1.74E-14 0.00E+00 1.76E-01   1.973   1.875
     5.900    13.900
 -7.40   0.4169   1.997    -5.54  63.36   1.04  1.001  1.000 6.93E-04 1.22E-04 0.00E+00 1.34E-02  -6.885  -6.885
 -7.20   0.6168   1.997    -5.54  62.45   1.04  1.001  0.999 7.66E-04 1.42E-04 0.00E+00 1.52E-02  -6.871  -6.871
 -7.00   0.8167   1.996    -5.54  61.53   1.04  1.001  0.999 8.44E-04 1.64E-04 0.00E+00 1.71E-02  -6.857  -6.857
 -6.80   1.0166   1.996    -5.54  60.61   1.04  1.001  0.999 9.25E-04 1.90E-04 0.00E+00 1.92E-02  -6.842  -6.842
 -6.60   1.2165   1.995    -5.54  59.70   1.04  1.001  0.999 1.01E-03 2.20E-04 0.00E+00 2.15E-02  -6.826  -6.826
 -6.40   1.4164   1.995    -5.54  58.78   1.04  1.002  0.999 1.10E-03 2.54E-04 0.00E+00 2.40E-02  -6.810  -6.810
 -6.20   1.6163   1.994    -5.54  57.87   1.04  1.002  0.999 1.19E-03 2.94E-04 0.00E+00 2.66E-02  -6.794  -6.794
 -6.00   1.8162   1.994    -5.53  56.95   1.04  1.002  0.999 1.29E-03 3.39E-04 0.00E+00 2.94E-02  -6.777  -6.777
 -5.80   2.0161   1.993    -5.53  56.04   1.05  1.002  0.999 1.40E-03 3.92E-04 0.00E+00 3.23E-02  -6.760  -6.760
 -5.60   2.2160   1.993    -5.53  55.12   1.05  1.002  1.000 1.50E-03 4.52E-04 0.00E+00 3.54E-02  -6.742  -6.742
 -5.40   2.4159   1.992    -5.53  54.21   1.05  1.002  1.000 1.62E-03 5.22E-04 0.00E+00 3.85E-02  -6.724  -6.724
 -5.20   2.6158   1.992    -5.53  53.30   1.05  1.002  1.000 1.74E-03 6.02E-04 0.00E+00 4.17E-02  -6.704  -6.704
 -5.00   2.8157   1.991    -5.53  52.38   1.05  1.002  1.000 1.88E-03 6.93E-04 0.00E+00 4.50E-02  -6.682  -6.682
 -4.80   3.0156   1.991    -5.53  51.47   1.05  1.002  1.000 2.02E-03 7.98E-04 0.00E+00 4.83E-02  -6.658  -6.658
 -4.60   3.2155   1.991    -5.52  50.56   1.05  1.002  1.000 2.18E-03 9.19E-04 0.00E+00 5.18E-02  -6.630  -6.631
 -4.40   3.4154   1.990    -5.52  49.64   1.05  1.003  0.999 2.34E-03 1.06E-03 0.00E+00 5.53E-02  -6.597  -6.598
 -4.20   3.6153   1.990    -5.52  48.73   1.05  1.003  0.999 2.52E-03 1.22E-03 0.00E+00 5.88E-02  -6.557  -6.557
 -4.00   3.8152   1.989    -5.52  47.82   1.06  1.003  0.999 2.71E-03 1.40E-03 0.00E+00 6.25E-02  -6.506  -6.507
 -3.80   4.0150   1.988    -5.52  46.91   1.06  1.003  0.999 2.90E-03 1.60E-03 0.00E+00 6.62E-02  -6.443  -6.445
 -3.60   4.2148   1.987    -5.52  45.99   1.06  1.004  0.999 3.11E-03 1.83E-03 0.00E+00 7.01E-02  -6.365  -6.368
 -3.40   4.4145   1.986    -5.52  45.08   1.06  1.004  0.999 3.32E-03 2.09E-03 1.89E-19 7.39E-02  -6.272  -6.278
 -3.20   4.6141   1.984    -5.52  44.17   1.06  1.005  0.999 3.54E-03 2.38E-03 7.40E-19 7.79E-02  -6.163  -6.174
 -3.00   4.8137   1.982    -5.52  43.26   1.07  1.005  0.999 3.79E-03 2.70E-03 2.88E-18 8.20E-02  -6.040  -6.058
 -2.80   5.0135   1.981    -5.52  42.35   1.07  1.006  0.999 4.05E-03 3.07E-03 1.12E-17 8.67E-02  -5.904  -5.932
 -2.60   5.2130   1.979    -5.52  41.44   1.07  1.007  0.999 4.36E-03 3.50E-03 4.37E-17 9.04E-02  -5.767  -5.801
 -2.40   5.4128   1.978    -5.52  40.53   1.08  1.008  0.999 4.71E-03 3.99E-03 1.69E-16 9.56E-02  -5.619  -5.662
 -2.20   5.6120   1.974    -5.52  39.61   1.08  1.009  0.999 5.13E-03 4.58E-03 6.56E-16 9.92E-02  -5.468  -5.521
 -2.00   5.8118   1.973    -5.53  38.70   1.09  1.011  0.999 5.62E-03 5.23E-03 2.53E-15 1.04E-01  -5.316  -5.377
 -1.80   6.0114   1.972    -5.53  37.79   1.10  1.013  0.998 6.24E-03 6.01E-03 9.73E-15 1.09E-01  -5.162  -5.230
 -1.60   6.2101   1.966    -5.54  36.86   1.11  1.016  0.997 7.12E-03 7.00E-03 3.79E-14 1.08E-01  -5.009  -5.080
 -1.40   6.4092   1.962    -5.55  35.95   1.13  1.020  0.995 8.14E-03 8.10E-03 1.44E-13 1.13E-01  -4.864  -4.933
 -1.20   6.6081   1.957    -5.57  35.04   1.15  1.025  0.994 9.42E-03 9.41E-03 5.42E-13 1.19E-01  -4.724  -4.786
 -1.00   6.8067   1.951    -5.59  34.13   1.18  1.032  0.992 1.10E-02 1.10E-02 2.02E-12 1.24E-01  -4.580  -4.633
 -0.80   7.0051   1.943    -5.61  33.21   1.23  1.039  0.991 1.31E-02 1.31E-02 7.45E-12 1.29E-01  -4.425  -4.471
 -0.60   7.2004   1.923    -5.65  32.25   1.30  1.053  0.987 1.60E-02 1.60E-02 2.77E-11 1.27E-01  -4.257  -4.298
 -0.40   7.3977   1.910    -5.69  31.33   1.39  1.066  0.985 1.92E-02 1.92E-02 9.76E-11 1.35E-01  -4.083  -4.121
 -0.20   7.5944   1.896    -5.74  30.41   1.51  1.084  0.982 2.34E-02 2.34E-02 3.34E-10 1.42E-01  -3.903  -3.939
  0.00   7.7904   1.879    -5.81  29.47   1.68  1.106  0.978 2.87E-02 2.87E-02 1.10E-09 1.50E-01  -3.722  -3.757
  0.20   7.9857   1.858    -5.90  28.52   1.90  1.134  0.974 3.52E-02 3.52E-02 3.48E-09 1.57E-01  -3.542  -3.576
  0.40   8.1799   1.834    -6.02  27.56   2.17  1.167  0.968 4.29E-02 4.29E-02 1.03E-08 1.63E-01  -3.366  -3.399
  0.60   8.3731   1.805    -6.16  26.58   2.49  1.206  0.962 5.15E-02 5.15E-02 2.78E-08 1.70E-01  -3.186  -3.220
  0.80   8.5650   1.772    -6.34  25.58   2.87  1.250  0.956 6.01E-02 6.01E-02 6.62E-08 1.77E-01  -3.004  -3.037
  1.00   8.7557   1.734    -6.54  24.57   3.23  1.265  0.950 6.71E-02 6.71E-02 1.31E-07 1.88E-01  -2.814  -2.847
  1.20   8.9451   1.693    -6.78  23.54   3.68  1.343  0.944 7.04E-02 7.04E-02 1.98E-07 2.02E-01  -2.610  -2.644
  1.40   9.1335   1.648    -7.04  22.51   4.03  1.379  0.941 6.72E-02 6.72E-02 2.01E-07 2.21E-01  -2.385  -2.419
  1.60   9.3218   1.604    -7.32  21.48   4.32  1.408  0.940 5.60E-02 5.60E-02 1.11E-07 2.48E-01  -2.128  -2.163
  1.80   9.5103   1.562    -7.61  20.46   4.48  1.419  0.949 3.82E-02 3.82E-02 2.40E-08 2.78E-01  -1.826  -1.862
  2.00   9.6992   1.523    -7.89  19.47   4.44  1.392  0.948 1.91E-02 1.91E-02 1.22E-09 3.02E-01  -1.421  -1.460
  2.20   9.8895   1.489    -8.15  18.52   4.24  1.348  0.952 5.77E-03 5.77E-03 6.42E-12 3.11E-01  -0.948  -0.996
  2.40  10.0794   1.455    -8.39  17.62   3.83  1.290  0.944 7.49E-04 7.49E-04 9.39E-16 2.98E-01  -0.339  -0.410
  2.60  10.2654   1.409    -8.59  16.76   3.25  1.256  0.908 2.29E-05 2.29E-05 0.00E+00 2.64E-01   0.293   0.184
  2.80  10.4400   1.329    -8.81  15.91   2.58  1.306  0.825 5.84E-08 5.84E-08 0.00E+00 2.14E-01   0.561   0.460
  3.00  10.5923   1.191    -9.10  15.03   2.01  1.520  0.680 2.38E-12 2.38E-12 0.00E+00 1.54E-01   0.840   0.747
  3.20  10.7080   0.981    -9.52  14.09   1.67  2.006  0.450 1.28E-19 1.28E-19 0.00E+00 9.51E-02   1.405   1.307
  3.40  10.7633   0.703   -10.12  13.07   1.58  3.037  0.050 0.00E+00 0.00E+00 0.00E+00 4.64E-02   2.306   2.199
     6.000    13.900
 -7.40   0.8169   1.997    -4.18  62.23   1.11  1.001  1.000 7.17E-04 1.36E-04 0.00E+00 1.44E-02  -6.607  -6.607
 -7.20   1.0168   1.996    -4.18  61.31   1.11  1.001  0.999 7.88E-04 1.57E-04 0.00E+00 1.63E-02  -6.591  -6.591
 -7.00   1.2167   1.996    -4.18  60.40   1.11  1.001  0.999 8.62E-04 1.82E-04 0.00E+00 1.83E-02  -6.574  -6.574
 -6.80   1.4166   1.995    -4.18  59.48   1.11  1.001  0.999 9.41E-04 2.11E-04 0.00E+00 2.05E-02  -6.557  -6.557
 -6.60   1.6165   1.995    -4.18  58.57   1.11  1.001  0.999 1.02E-03 2.43E-04 0.00E+00 2.28E-02  -6.539  -6.539
 -6.40   1.8164   1.995    -4.18  57.65   1.11  1.002  0.999 1.11E-03 2.81E-04 0.00E+00 2.53E-02  -6.521  -6.521
 -6.20   2.0163   1.994    -4.17  56.73   1.11  1.002  1.000 1.20E-03 3.25E-04 0.00E+00 2.79E-02  -6.503  -6.503
 -6.00   2.2162   1.994    -4.17  55.82   1.11  1.002  1.000 1.29E-03 3.75E-04 0.00E+00 3.06E-02  -6.484  -6.484
 -5.80   2.4161   1.993    -4.17  54.91   1.11  1.002  1.000 1.39E-03 4.33E-04 0.00E+00 3.35E-02  -6.465  -6.465
 -5.60   2.6160   1.993    -4.17  53.99   1.11  1.002  1.000 1.50E-03 4.99E-04 0.00E+00 3.64E-02  -6.445  -6.445
 -5.40   2.8159   1.993    -4.17  53.08   1.11  1.002  1.000 1.61E-03 5.75E-04 0.00E+00 3.95E-02  -6.424  -6.424
 -5.20   3.0159   1.992    -4.17  52.16   1.11  1.002  1.000 1.74E-03 6.62E-04 0.00E+00 4.25E-02  -6.401  -6.401
 -5.00   3.2158   1.992    -4.17  51.25   1.11  1.002  1.000 1.87E-03 7.61E-04 0.00E+00 4.57E-02  -6.376  -6.376
 -4.80   3.4157   1.991    -4.17  50.34   1.11  1.002  1.000 2.01E-03 8.75E-04 0.00E+00 4.89E-02  -6.348  -6.348
 -4.60   3.6156   1.991    -4.16  49.42   1.12  1.002  0.999 2.16E-03 1.00E-03 0.00E+00 5.21E-02  -6.314  -6.315
 -4.40   3.8155   1.990    -4.16  48.51   1.12  1.003  0.999 2.32E-03 1.15E-03 0.00E+00 5.55E-02  -6.274  -6.275
 -4.20   4.0154   1.990    -4.16  47.60   1.12  1.003  0.999 2.49E-03 1.32E-03 0.00E+00 5.89E-02  -6.225  -6.225
 -4.00   4.2152   1.989    -4.16  46.69   1.12  1.003  0.999 2.66E-03 1.51E-03 0.00E+00 6.25E-02  -6.163  -6.165
 -3.80   4.4150   1.988    -4.16  45.77   1.12  1.003  0.999 2.83E-03 1.72E-03 0.00E+00 6.61E-02  -6.087  -6.091
 -3.60   4.6148   1.987    -4.16  44.86   1.12  1.004  0.999 3.01E-03 1.95E-03 0.00E+00 6.98E-02  -5.996  -6.004
