 FILTERED output of ioneqmn.
    NRmax =  54,  NTmax =  21
                      thermodynamic functions              |        number fractions             lg(opacities)
 lg(R)   lg(P) PV/(NkT)  U/(NkT) S/(Nk) Cv/(Nk)  chit  chir    x(H)    x(H0)    x(H2)   x(pert.)  long. transv.
  0.00   6.8015   1.216   -94.27  25.36  34.71  2.467  0.921 7.72E-01 7.72E-01 6.39E-04 1.37E-02  -8.601  -8.602
  0.20   6.9869   1.176   -94.97  24.11  30.20  2.289  0.931 8.12E-01 8.12E-01 1.11E-03 1.08E-02  -8.508  -8.511
  0.40   7.1743   1.142   -95.57  22.96  26.26  2.125  0.940 8.44E-01 8.44E-01 1.91E-03 8.62E-03  -8.414  -8.418
  0.60   7.3632   1.113   -96.07  21.94  22.88  1.976  0.948 8.69E-01 8.69E-01 3.17E-03 7.17E-03  -8.320  -8.323
  0.80   7.5536   1.089   -96.52  20.99  20.24  1.859  0.955 8.88E-01 8.88E-01 5.17E-03 6.59E-03  -8.223  -8.226
  1.00   7.7451   1.068   -96.90  20.11  18.36  1.775  0.959 8.99E-01 8.99E-01 8.11E-03 7.13E-03  -8.115  -8.120
  1.20   7.9372   1.049   -97.26  19.26  17.35  1.738  0.961 9.03E-01 9.03E-01 1.23E-02 9.67E-03  -7.988  -7.996
  1.40   8.1294   1.030   -97.62  18.42  17.25  1.751  0.961 8.98E-01 8.98E-01 1.76E-02 1.60E-02  -7.835  -7.845
  1.60   8.3213   1.011   -98.01  17.57  18.11  1.826  0.957 8.83E-01 8.83E-01 2.33E-02 2.99E-02  -7.623  -7.636
  1.80   8.5123   0.990   -98.45  16.67  19.81  1.960  0.952 8.55E-01 8.55E-01 2.74E-02 5.75E-02  -7.372  -7.382
  2.00   8.7021   0.967   -98.97  15.70  22.08  2.151  0.946 8.14E-01 8.14E-01 2.72E-02 1.06E-01  -7.077  -7.081
  2.20   8.8910   0.943   -99.57  14.65  24.41  2.375  0.942 7.58E-01 7.58E-01 2.07E-02 1.80E-01  -6.744  -6.746
  2.40   9.0797   0.919  -100.24  13.56  26.53  2.611  0.944 6.89E-01 6.89E-01 1.06E-02 2.73E-01  -6.388  -6.390
  2.60   9.2697   0.898  -101.00  12.39  27.24  2.829  0.957 6.11E-01 6.11E-01 3.00E-03 3.70E-01  -5.979  -5.980
  2.80   9.4635   0.885  -101.78  11.21  26.66  3.030  0.985 5.27E-01 5.27E-01 3.36E-04 4.62E-01  -5.508  -5.509
  3.00   9.6650   0.888  -102.55  10.03  24.97  3.227  1.036 4.41E-01 4.41E-01 8.93E-06 5.50E-01  -4.907  -4.908
  3.20   9.8805   0.920  -103.29   8.87  22.41  3.456  1.130 3.56E-01 3.56E-01 2.48E-08 6.36E-01  -4.188  -4.190
  3.40  10.1227   1.014  -103.93   7.75  19.71  3.743  1.326 2.70E-01 2.70E-01 1.97E-12 7.20E-01  -3.239  -3.242
     5.800    14.800
 -7.40   0.0170   1.997   -64.54  68.65   1.00  1.001  1.000 6.63E-04 1.10E-04 0.00E+00 1.23E-02  -9.156  -9.156
 -7.20   0.2169   1.997   -64.54  67.73   1.00  1.001  0.999 7.38E-04 1.28E-04 0.00E+00 1.40E-02  -9.156  -9.156
 -7.00   0.4168   1.996   -64.53  66.82   1.00  1.001  0.999 8.19E-04 1.49E-04 0.00E+00 1.59E-02  -9.156  -9.156
 -6.80   0.6167   1.996   -64.53  65.90   1.01  1.001  0.999 9.04E-04 1.73E-04 0.00E+00 1.79E-02  -9.156  -9.156
 -6.60   0.8165   1.995   -64.53  64.98   1.01  1.001  0.999 9.94E-04 2.01E-04 0.00E+00 2.02E-02  -9.156  -9.156
 -6.40   1.0164   1.995   -64.53  64.07   1.01  1.002  0.999 1.09E-03 2.33E-04 0.00E+00 2.26E-02  -9.155  -9.155
 -6.20   1.2163   1.994   -64.53  63.15   1.01  1.002  0.999 1.19E-03 2.71E-04 0.00E+00 2.52E-02  -9.155  -9.155
 -6.00   1.4162   1.994   -64.53  62.24   1.01  1.002  0.999 1.29E-03 3.14E-04 0.00E+00 2.80E-02  -9.155  -9.155
 -5.80   1.6161   1.993   -64.53  61.32   1.01  1.002  0.999 1.40E-03 3.65E-04 0.00E+00 3.10E-02  -9.155  -9.155
 -5.60   1.8159   1.992   -64.53  60.41   1.01  1.002  0.999 1.52E-03 4.22E-04 0.00E+00 3.42E-02  -9.155  -9.155
 -5.40   2.0158   1.992   -64.52  59.49   1.01  1.002  0.999 1.65E-03 4.93E-04 0.00E+00 3.73E-02  -9.154  -9.154
 -5.20   2.2157   1.991   -64.52  58.58   1.02  1.002  0.999 1.78E-03 5.78E-04 0.00E+00 4.06E-02  -9.154  -9.154
 -5.00   2.4156   1.991   -64.52  57.67   1.02  1.003  0.999 1.92E-03 6.68E-04 0.00E+00 4.40E-02  -9.154  -9.154
 -4.80   2.6155   1.990   -64.52  56.75   1.02  1.003  0.999 2.09E-03 7.87E-04 3.35E-19 4.75E-02  -9.153  -9.153
 -4.60   2.8154   1.990   -64.52  55.84   1.03  1.003  0.999 2.26E-03 9.11E-04 1.32E-18 5.11E-02  -9.153  -9.153
 -4.40   3.0153   1.990   -64.52  54.93   1.03  1.003  0.999 2.48E-03 1.08E-03 5.16E-18 5.48E-02  -9.152  -9.152
 -4.20   3.2152   1.989   -64.52  54.01   1.04  1.004  0.999 2.69E-03 1.26E-03 2.02E-17 5.85E-02  -9.152  -9.152
 -4.00   3.4150   1.988   -64.52  53.10   1.05  1.004  0.999 2.97E-03 1.51E-03 7.93E-17 6.23E-02  -9.151  -9.151
 -3.80   3.6149   1.988   -64.52  52.19   1.06  1.005  0.999 3.24E-03 1.77E-03 3.10E-16 6.61E-02  -9.149  -9.149
 -3.60   3.8147   1.987   -64.52  51.27   1.08  1.006  0.999 3.63E-03 2.16E-03 1.21E-15 7.01E-02  -9.148  -9.148
 -3.40   4.0143   1.985   -64.52  50.36   1.12  1.008  0.998 4.13E-03 2.67E-03 4.75E-15 7.39E-02  -9.145  -9.145
 -3.20   4.2139   1.983   -64.52  49.45   1.16  1.010  0.998 4.60E-03 3.18E-03 1.85E-14 7.80E-02  -9.142  -9.142
 -3.00   4.4136   1.982   -64.53  48.53   1.23  1.014  0.998 5.39E-03 4.04E-03 7.20E-14 8.23E-02  -9.137  -9.137
 -2.80   4.6131   1.979   -64.53  47.61   1.31  1.018  0.998 6.20E-03 4.92E-03 2.80E-13 8.66E-02  -9.130  -9.130
 -2.60   4.8123   1.976   -64.55  46.69   1.47  1.025  0.997 7.64E-03 6.46E-03 1.08E-12 9.10E-02  -9.120  -9.120
 -2.40   5.0118   1.974   -64.56  45.76   1.67  1.033  0.996 9.21E-03 8.15E-03 4.16E-12 9.61E-02  -9.105  -9.105
 -2.20   5.2106   1.968   -64.60  44.83   2.01  1.048  0.995 1.20E-02 1.11E-02 1.60E-11 9.99E-02  -9.082  -9.082
 -2.00   5.4097   1.964   -64.63  43.88   2.46  1.067  0.994 1.53E-02 1.46E-02 6.09E-11 1.05E-01  -9.052  -9.052
 -1.80   5.6076   1.955   -64.70  42.91   3.21  1.099  0.991 2.11E-02 2.05E-02 2.30E-10 1.08E-01  -9.011  -9.011
 -1.60   5.8058   1.947   -64.79  41.93   4.18  1.138  0.988 2.81E-02 2.78E-02 8.60E-10 1.12E-01  -8.957  -8.957
 -1.40   6.0029   1.933   -64.93  40.89   5.71  1.202  0.982 3.99E-02 3.97E-02 3.14E-09 1.14E-01  -8.887  -8.887
 -1.20   6.1976   1.910   -65.15  39.78   7.90  1.293  0.974 5.74E-02 5.74E-02 1.13E-08 1.12E-01  -8.800  -8.801
 -1.00   6.3920   1.886   -65.42  38.64  10.52  1.399  0.965 7.83E-02 7.83E-02 3.93E-08 1.13E-01  -8.699  -8.699
 -0.80   6.5841   1.852   -65.81  37.38  14.15  1.525  0.954 1.10E-01 1.10E-01 1.29E-07 1.13E-01  -8.583  -8.584
 -0.60   6.7745   1.811   -66.29  36.05  17.86  1.709  0.942 1.47E-01 1.47E-01 4.08E-07 1.12E-01  -8.451  -8.452
 -0.40   6.9616   1.758   -66.92  34.60  22.04  1.897  0.928 1.97E-01 1.97E-01 1.20E-06 1.07E-01  -8.321  -8.324
 -0.20   7.1441   1.689   -67.68  33.02  26.12  2.070  0.918 2.55E-01 2.55E-01 3.37E-06 9.50E-02  -8.183  -8.187
  0.00   7.3268   1.623   -68.52  31.42  29.14  2.233  0.908 3.20E-01 3.20E-01 8.48E-06 8.97E-02  -8.043  -8.049
  0.20   7.5084   1.555   -69.39  29.81  31.20  2.350  0.902 3.86E-01 3.86E-01 2.02E-05 8.29E-02  -7.902  -7.912
  0.40   7.6884   1.485   -70.29  28.20  32.05  2.413  0.899 4.56E-01 4.56E-01 4.45E-05 7.48E-02  -7.758  -7.774
  0.60   7.8689   1.420   -71.18  26.63  31.39  2.440  0.900 5.21E-01 5.21E-01 9.17E-05 6.81E-02  -7.625  -7.645
  0.80   8.0494   1.358   -72.02  25.16  30.07  2.400  0.905 5.83E-01 5.83E-01 1.76E-04 6.17E-02  -7.494  -7.516
  1.00   8.2313   1.302   -72.78  23.78  28.18  2.322  0.912 6.36E-01 6.36E-01 3.15E-04 5.78E-02  -7.372  -7.390
  1.20   8.4148   1.254   -73.48  22.49  25.89  2.211  0.923 6.81E-01 6.81E-01 5.18E-04 5.72E-02  -7.249  -7.261
  1.40   8.6008   1.214   -74.08  21.32  23.49  2.088  0.936 7.16E-01 7.16E-01 7.73E-04 6.09E-02  -7.118  -7.124
  1.60   8.7894   1.183   -74.60  20.25  21.24  1.961  0.950 7.39E-01 7.39E-01 1.00E-03 7.02E-02  -6.969  -6.974
  1.80   8.9812   1.161   -75.05  19.26  19.32  1.841  0.968 7.50E-01 7.50E-01 1.07E-03 8.68E-02  -6.797  -6.800
  2.00   9.1770   1.149   -75.44  18.35  17.87  1.741  0.990 7.47E-01 7.47E-01 8.47E-04 1.13E-01  -6.589  -6.591
  2.20   9.3776   1.151   -75.79  17.47  17.04  1.666  1.018 7.26E-01 7.26E-01 4.23E-04 1.52E-01  -6.334  -6.336
  2.40   9.5849   1.170   -76.13  16.62  16.99  1.624  1.056 6.84E-01 6.84E-01 1.03E-04 2.08E-01  -6.012  -6.014
  2.60   9.8013   1.215   -76.46  15.77  17.90  1.615  1.110 6.13E-01 6.13E-01 8.13E-06 2.88E-01  -5.605  -5.607
  2.80  10.0302   1.299   -76.81  14.90  20.06  1.617  1.184 4.97E-01 4.97E-01 1.07E-07 4.05E-01  -5.031  -5.033
  3.00  10.2750   1.440   -77.14  14.00  23.49  1.535  1.268 3.23E-01 3.23E-01 8.21E-11 5.67E-01  -4.204  -4.206
  3.20  10.5323   1.644   -77.20  13.31  27.99  1.119  1.281 1.07E-01 1.07E-01 6.81E-16 7.40E-01  -2.953  -2.956
  3.40  10.7716   1.799   -76.51  13.24  30.31  0.303  1.067 4.72E-03 4.72E-03 0.00E+00 7.35E-01   0.340   0.340
     5.900    14.800
 -7.40   0.4169   1.997   -51.06  67.50   1.00  1.001  1.000 6.93E-04 1.22E-04 0.00E+00 1.34E-02  -8.951  -8.951
 -7.20   0.6168   1.997   -51.05  66.59   1.00  1.001  0.999 7.67E-04 1.42E-04 0.00E+00 1.52E-02  -8.950  -8.950
 -7.00   0.8167   1.996   -51.05  65.67   1.01  1.001  0.999 8.45E-04 1.64E-04 0.00E+00 1.71E-02  -8.950  -8.950
 -6.80   1.0166   1.996   -51.05  64.75   1.01  1.001  0.999 9.27E-04 1.90E-04 0.00E+00 1.92E-02  -8.949  -8.949
 -6.60   1.2165   1.995   -51.05  63.84   1.01  1.001  0.999 1.01E-03 2.20E-04 0.00E+00 2.16E-02  -8.948  -8.948
 -6.40   1.4164   1.995   -51.05  62.92   1.01  1.002  0.999 1.10E-03 2.55E-04 0.00E+00 2.40E-02  -8.947  -8.947
 -6.20   1.6163   1.994   -51.05  62.01   1.01  1.002  0.999 1.20E-03 2.95E-04 0.00E+00 2.67E-02  -8.947  -8.947
 -6.00   1.8162   1.994   -51.05  61.09   1.01  1.002  0.999 1.30E-03 3.41E-04 0.00E+00 2.95E-02  -8.946  -8.946
 -5.80   2.0161   1.993   -51.05  60.18   1.01  1.002  0.999 1.40E-03 3.94E-04 0.00E+00 3.25E-02  -8.945  -8.945
 -5.60   2.2160   1.993   -51.04  59.26   1.01  1.002  1.000 1.51E-03 4.55E-04 0.00E+00 3.54E-02  -8.943  -8.943
 -5.40   2.4159   1.992   -51.04  58.35   1.01  1.002  1.000 1.63E-03 5.25E-04 0.00E+00 3.85E-02  -8.942  -8.942
 -5.20   2.6158   1.992   -51.04  57.44   1.01  1.002  1.000 1.75E-03 6.07E-04 0.00E+00 4.17E-02  -8.941  -8.941
 -5.00   2.8157   1.991   -51.04  56.52   1.02  1.002  1.000 1.89E-03 6.99E-04 0.00E+00 4.50E-02  -8.940  -8.940
 -4.80   3.0156   1.991   -51.04  55.61   1.02  1.002  1.000 2.03E-03 8.08E-04 0.00E+00 4.83E-02  -8.938  -8.938
 -4.60   3.2155   1.990   -51.04  54.70   1.02  1.003  0.999 2.19E-03 9.34E-04 0.00E+00 5.17E-02  -8.936  -8.936
 -4.40   3.4154   1.990   -51.04  53.78   1.02  1.003  0.999 2.36E-03 1.07E-03 0.00E+00 5.53E-02  -8.934  -8.934
 -4.20   3.6153   1.990   -51.03  52.87   1.02  1.003  0.999 2.55E-03 1.24E-03 0.00E+00 5.89E-02  -8.932  -8.932
 -4.00   3.8151   1.989   -51.03  51.96   1.02  1.003  0.999 2.74E-03 1.43E-03 1.67E-19 6.25E-02  -8.930  -8.930
 -3.80   4.0150   1.988   -51.03  51.05   1.03  1.003  0.999 2.96E-03 1.65E-03 6.54E-19 6.63E-02  -8.927  -8.927
 -3.60   4.2147   1.987   -51.03  50.13   1.03  1.004  0.999 3.17E-03 1.89E-03 2.56E-18 7.02E-02  -8.923  -8.923
 -3.40   4.4145   1.986   -51.03  49.22   1.04  1.005  0.999 3.42E-03 2.18E-03 1.00E-17 7.40E-02  -8.919  -8.919
 -3.20   4.6141   1.984   -51.03  48.31   1.04  1.005  0.999 3.66E-03 2.50E-03 3.91E-17 7.80E-02  -8.913  -8.913
 -3.00   4.8137   1.982   -51.03  47.40   1.05  1.006  0.999 3.98E-03 2.89E-03 1.52E-16 8.21E-02  -8.906  -8.906
 -2.80   5.0135   1.981   -51.03  46.49   1.06  1.007  0.999 4.35E-03 3.36E-03 5.93E-16 8.67E-02  -8.895  -8.895
 -2.60   5.2129   1.979   -51.03  45.57   1.07  1.009  0.999 4.75E-03 3.88E-03 2.31E-15 9.04E-02  -8.881  -8.881
 -2.40   5.4126   1.977   -51.04  44.66   1.10  1.011  0.998 5.31E-03 4.58E-03 8.92E-15 9.57E-02  -8.859  -8.859
 -2.20   5.6118   1.974   -51.04  43.75   1.12  1.013  0.999 5.92E-03 5.36E-03 3.46E-14 9.92E-02  -8.830  -8.830
 -2.00   5.8115   1.972   -51.05  42.83   1.17  1.017  0.998 6.85E-03 6.45E-03 1.33E-13 1.04E-01  -8.790  -8.791
 -1.80   6.0110   1.970   -51.06  41.92   1.23  1.021  0.997 7.91E-03 7.67E-03 5.12E-13 1.09E-01  -8.738  -8.739
 -1.60   6.2095   1.963   -51.08  40.98   1.33  1.029  0.995 9.75E-03 9.63E-03 1.99E-12 1.08E-01  -8.669  -8.670
 -1.40   6.4084   1.958   -51.10  40.06   1.46  1.038  0.993 1.18E-02 1.18E-02 7.55E-12 1.13E-01  -8.584  -8.585
 -1.20   6.6069   1.951   -51.14  39.13   1.67  1.052  0.991 1.51E-02 1.51E-02 2.83E-11 1.18E-01  -8.479  -8.480
 -1.00   6.8050   1.943   -51.18  38.19   1.96  1.070  0.989 1.91E-02 1.91E-02 1.05E-10 1.23E-01  -8.355  -8.357
 -0.80   7.0025   1.932   -51.24  37.24   2.40  1.097  0.985 2.53E-02 2.53E-02 3.81E-10 1.27E-01  -8.216  -8.220
 -0.60   7.1968   1.907   -51.34  36.23   3.02  1.135  0.980 3.37E-02 3.37E-02 1.40E-09 1.23E-01  -8.064  -8.069
 -0.40   7.3924   1.887   -51.46  35.23   3.88  1.169  0.975 4.52E-02 4.52E-02 4.81E-09 1.30E-01  -7.900  -7.907
 -0.20   7.5869   1.864   -51.63  34.21   4.94  1.245  0.969 5.99E-02 5.99E-02 1.61E-08 1.35E-01  -7.727  -7.739
  0.00   7.7800   1.834   -51.85  33.14   6.36  1.324  0.961 8.02E-02 8.02E-02 5.15E-08 1.39E-01  -7.542  -7.563
  0.20   7.9715   1.799   -52.13  32.02   8.03  1.417  0.952 1.05E-01 1.05E-01 1.57E-07 1.42E-01  -7.357  -7.376
  0.40   8.1611   1.756   -52.49  30.84  10.06  1.501  0.942 1.37E-01 1.37E-01 4.46E-07 1.43E-01  -7.196  -7.216
  0.60   8.3487   1.707   -52.92  29.61  11.90  1.637  0.932 1.73E-01 1.73E-01 1.18E-06 1.44E-01  -7.036  -7.047
  0.80   8.5343   1.651   -53.42  28.34  13.78  1.741  0.924 2.12E-01 2.12E-01 2.84E-06 1.45E-01  -6.877  -6.883
  1.00   8.7187   1.593   -53.98  27.03  15.35  1.834  0.918 2.51E-01 2.51E-01 6.07E-06 1.50E-01  -6.711  -6.715
  1.20   8.9022   1.533   -54.56  25.72  16.47  1.904  0.916 2.86E-01 2.86E-01 1.12E-05 1.60E-01  -6.545  -6.548
  1.40   9.0859   1.477   -55.14  24.44  16.96  1.940  0.918 3.10E-01 3.10E-01 1.69E-05 1.80E-01  -6.366  -6.368
  1.60   9.2702   1.424   -55.73  23.19  17.25  1.919  0.928 3.19E-01 3.19E-01 1.95E-05 2.13E-01  -6.168  -6.171
  1.80   9.4573   1.383   -56.27  22.01  16.95  1.860  0.944 3.07E-01 3.07E-01 1.51E-05 2.62E-01  -5.943  -5.945
  2.00   9.6487   1.356   -56.74  20.91  16.36  1.750  0.970 2.70E-01 2.70E-01 6.41E-06 3.29E-01  -5.680  -5.682
  2.20   9.8461   1.347   -57.13  19.91  15.64  1.585  1.005 2.08E-01 2.08E-01 1.08E-06 4.12E-01  -5.346  -5.349
  2.40  10.0513   1.364   -57.42  19.03  14.88  1.354  1.046 1.29E-01 1.29E-01 4.31E-08 4.99E-01  -4.928  -4.931
  2.60  10.2642   1.405   -57.56  18.29  14.07  1.046  1.078 5.25E-02 5.25E-02 1.75E-10 5.62E-01  -4.388  -4.391
  2.80  10.4796   1.456   -57.52  17.72  12.88  0.678  1.062 9.18E-03 9.18E-03 1.89E-14 5.63E-01  -3.650  -3.653
  3.00  10.6829   1.467   -57.24  17.34  10.87  0.370  0.943 2.79E-04 2.79E-04 0.00E+00 4.90E-01  -2.617  -2.620
  3.20  10.8497   1.359   -56.87  17.05   7.94  0.307  0.694 3.04E-07 3.04E-07 0.00E+00 3.75E-01  -2.004  -2.011
  3.40  10.9511   1.083   -56.66  16.66   4.84  0.705  0.276 1.17E-12 1.17E-12 0.00E+00 2.46E-01  -0.752  -0.762
     6.000    14.800
 -7.40   0.8169   1.997   -40.35  66.36   1.00  1.001  1.000 7.19E-04 1.36E-04 0.00E+00 1.45E-02  -8.737  -8.737
 -7.20   1.0168   1.996   -40.35  65.44   1.00  1.001  0.999 7.90E-04 1.58E-04 0.00E+00 1.63E-02  -8.736  -8.736
 -7.00   1.2167   1.996   -40.35  64.52   1.01  1.001  0.999 8.65E-04 1.83E-04 0.00E+00 1.84E-02  -8.734  -8.734
 -6.80   1.4166   1.995   -40.34  63.61   1.01  1.001  0.999 9.44E-04 2.11E-04 0.00E+00 2.05E-02  -8.732  -8.732
 -6.60   1.6165   1.995   -40.34  62.69   1.01  1.001  0.999 1.03E-03 2.44E-04 0.00E+00 2.29E-02  -8.730  -8.730
 -6.40   1.8164   1.995   -40.34  61.77   1.01  1.002  1.000 1.11E-03 2.82E-04 0.00E+00 2.54E-02  -8.728  -8.728
 -6.20   2.0163   1.994   -40.34  60.86   1.01  1.002  1.000 1.20E-03 3.26E-04 0.00E+00 2.80E-02  -8.726  -8.726
 -6.00   2.2162   1.994   -40.34  59.94   1.01  1.002  1.000 1.30E-03 3.76E-04 0.00E+00 3.08E-02  -8.723  -8.723
 -5.80   2.4161   1.993   -40.34  59.03   1.01  1.002  1.000 1.40E-03 4.34E-04 0.00E+00 3.36E-02  -8.721  -8.721
 -5.60   2.6160   1.993   -40.34  58.12   1.01  1.002  1.000 1.51E-03 5.01E-04 0.00E+00 3.65E-02  -8.718  -8.718
 -5.40   2.8159   1.992   -40.33  57.20   1.01  1.002  1.000 1.62E-03 5.77E-04 0.00E+00 3.95E-02  -8.715  -8.715
 -5.20   3.0159   1.992   -40.33  56.29   1.01  1.002  1.000 1.74E-03 6.64E-04 0.00E+00 4.26E-02  -8.712  -8.712
 -5.00   3.2158   1.992   -40.33  55.38   1.01  1.002  1.000 1.88E-03 7.65E-04 0.00E+00 4.57E-02  -8.709  -8.709
 -4.80   3.4157   1.991   -40.33  54.46   1.02  1.002  1.000 2.02E-03 8.79E-04 0.00E+00 4.89E-02  -8.705  -8.705
 -4.60   3.6156   1.991   -40.33  53.55   1.02  1.002  0.999 2.17E-03 1.01E-03 0.00E+00 5.21E-02  -8.701  -8.701
 -4.40   3.8155   1.990   -40.33  52.64   1.02  1.002  0.999 2.33E-03 1.16E-03 0.00E+00 5.56E-02  -8.697  -8.697
 -4.20   4.0154   1.990   -40.33  51.72   1.02  1.003  0.999 2.50E-03 1.33E-03 0.00E+00 5.91E-02  -8.693  -8.693
 -4.00   4.2152   1.989   -40.33  50.81   1.02  1.003  0.999 2.68E-03 1.52E-03 0.00E+00 6.26E-02  -8.688  -8.688
 -3.80   4.4149   1.988   -40.32  49.90   1.02  1.003  0.999 2.85E-03 1.73E-03 0.00E+00 6.63E-02  -8.683  -8.683
 -3.60   4.6148   1.987   -40.32  48.99   1.03  1.004  0.999 3.04E-03 1.97E-03 0.00E+00 7.03E-02  -8.677  -8.677
