lg(R) lg P/bar PV/(NkT) U/(NkT) S/(Nk) Cv/(Nk) chit  chir    x(H)    x(H0)    x(H2)   x(pert.) long. transv.
    lg(T)     lg(B)
    4.900    11.845
 -7.40  -3.5826   1.999    1.38  67.24   2.45  1.003  1.000 3.96E-04 2.61E-04 0.00E+00 2.47E-03 -2.691 -2.689
 -7.20  -3.3827   1.999    1.38  66.31   2.51  1.004  1.000 5.61E-04 4.06E-04 0.00E+00 2.85E-03 -2.570 -2.567
 -7.00  -3.1828   1.998    1.38  65.39   2.60  1.007  1.000 8.12E-04 6.33E-04 3.44E-19 3.30E-03 -2.447 -2.444
 -6.80  -2.9829   1.998    1.37  64.46   2.73  1.010  0.999 1.20E-03 9.90E-04 1.37E-18 3.82E-03 -2.325 -2.323
 -6.60  -2.7831   1.997    1.36  63.53   2.95  1.016  0.999 1.79E-03 1.55E-03 5.41E-18 4.40E-03 -2.205 -2.204
 -6.40  -2.5833   1.996    1.34  62.59   3.29  1.024  0.999 2.71E-03 2.44E-03 2.14E-17 5.07E-03 -2.088 -2.088
 -6.20  -2.3837   1.994    1.31  61.64   3.83  1.037  0.998 4.14E-03 3.83E-03 8.46E-17 5.83E-03 -1.971 -1.973
 -6.00  -2.1842   1.992    1.27  60.67   4.67  1.058  0.997 6.37E-03 6.01E-03 3.33E-16 6.69E-03 -1.851 -1.856
 -5.80  -1.9850   1.988    1.20  59.69   5.97  1.091  0.995 9.83E-03 9.42E-03 1.30E-15 7.64E-03 -1.724 -1.732
 -5.60  -1.7862   1.982    1.09  58.66   7.95  1.140  0.992 1.52E-02 1.47E-02 5.05E-15 8.68E-03 -1.588 -1.599
 -5.40  -1.5881   1.974    0.92  57.58  10.94  1.215  0.989 2.34E-02 2.28E-02 1.94E-14 9.79E-03 -1.439 -1.452
 -5.20  -1.3909   1.961    0.67  56.42  15.31  1.326  0.983 3.58E-02 3.52E-02 7.29E-14 1.09E-02 -1.290 -1.298
 -5.00  -1.1950   1.943    0.30  55.14  21.47  1.485  0.975 5.41E-02 5.34E-02 2.68E-13 1.20E-02 -1.138 -1.144
 -4.80  -1.0010   1.916   -0.24  53.72  29.67  1.701  0.964 8.05E-02 7.97E-02 9.46E-13 1.30E-02 -0.978 -0.987
 -4.60  -0.8094   1.879   -0.99  52.10  39.78  1.977  0.951 1.17E-01 1.16E-01 3.19E-12 1.36E-02 -0.812 -0.834
 -4.40  -0.6207   1.831   -1.97  50.26  51.01  2.302  0.936 1.65E-01 1.64E-01 1.01E-11 1.39E-02 -0.646 -0.686
 -4.20  -0.4350   1.772   -3.18  48.21  61.93  2.646  0.920 2.25E-01 2.24E-01 2.97E-11 1.37E-02 -0.484 -0.543
 -4.00  -0.2524   1.703   -4.61  45.99  70.79  2.965  0.906 2.94E-01 2.93E-01 8.09E-11 1.29E-02 -0.306 -0.407
