 FILTERED output of ioneqmk.
    NRmax =  55,  NTmax =  34
                      thermodynamic functions              |        number fractions            lg(opacities)
 lg(R)   lg(P) PV/(NkT) U/(NkT) S/(Nk) Cv/(Nk)  chit  chir    x(H)    x(H0)    x(H2)   x(pert.) long. transv.
 -3.00   2.6156   1.991   1.694 43.569  2.244  1.007  0.999 1.84E-03 8.97E-04 3.52E-16 3.60E-02 -1.780 -2.027
 -2.80   2.8153   1.990   1.689 42.650  2.251  1.014  0.999 2.15E-03 1.15E-03 1.38E-15 3.84E-02 -1.648 -1.893
 -2.60   3.0150   1.988   1.684 41.728  2.273  1.011  0.998 2.59E-03 1.50E-03 5.42E-15 4.11E-02 -1.491 -1.740
 -2.40   3.2146   1.986   1.676 40.805  2.300  1.013  0.998 3.20E-03 2.01E-03 2.12E-14 4.39E-02 -1.323 -1.577
 -2.20   3.4140   1.984   1.666 39.880  2.342  1.017  0.997 4.09E-03 2.73E-03 8.25E-14 4.68E-02 -1.149 -1.406
 -2.00   3.6132   1.980   1.652 38.953  2.407  1.023  0.996 5.48E-03 3.80E-03 3.20E-13 4.97E-02 -0.967 -1.224
 -1.80   3.8122   1.976   1.632 38.022  2.506  1.031  0.995 7.43E-03 5.36E-03 1.23E-12 5.27E-02 -0.779 -1.036
 -1.60   4.0109   1.969   1.604 37.085  2.656  1.043  0.993 1.03E-02 7.69E-03 4.72E-12 5.56E-02 -0.590 -0.845
 -1.40   4.2092   1.962   1.565 36.141  2.881  1.060  0.990 1.46E-02 1.11E-02 1.79E-11 5.89E-02 -0.402 -0.654
 -1.20   4.4068   1.951   1.509 35.181  3.236  1.074  0.987 2.08E-02 1.62E-02 6.66E-11 6.22E-02 -0.216 -0.461
 -1.00   4.6035   1.936   1.430 34.205  3.700  1.118  0.982 3.00E-02 2.37E-02 2.45E-10 6.46E-02 -0.032 -0.268
 -0.80   4.7992   1.917   1.319 33.205  4.372  1.164  0.975 4.30E-02 3.44E-02 8.74E-10 6.79E-02  0.148 -0.078
 -0.60   4.9930   1.890   1.164 32.173  5.279  1.227  0.967 6.18E-02 4.95E-02 3.03E-09 6.96E-02  0.321  0.107
 -0.40   5.1854   1.857   0.957 31.103  6.419  1.305  0.957 8.65E-02 7.01E-02 1.00E-08 7.28E-02  0.482  0.281
 -0.20   5.3757   1.816   0.689 29.989  7.766  1.397  0.945 1.19E-01 9.72E-02 3.16E-08 7.54E-02  0.634  0.447
  0.00   5.5625   1.762   0.349 28.825  9.255  1.501  0.933 1.61E-01 1.32E-01 9.44E-08 7.36E-02  0.780  0.609
  0.20   5.7481   1.704  -0.048 27.631 10.689  1.601  0.922 2.09E-01 1.73E-01 2.62E-07 7.59E-02  0.919  0.766
  0.40   5.9317   1.641  -0.497 26.411 11.950  1.692  0.914 2.63E-01 2.19E-01 6.78E-07 7.74E-02  1.058  0.922
  0.60   6.1140   1.576  -0.985 25.181 12.855  1.765  0.913 3.21E-01 2.68E-01 1.63E-06 7.87E-02  1.198  1.078
  0.80   6.2958   1.511  -1.486 23.971 13.422  1.814  0.908 3.79E-01 3.19E-01 3.73E-06 7.92E-02  1.336  1.232
  1.00   6.4757   1.443  -2.003 22.772 13.620  1.830  0.910 4.40E-01 3.72E-01 8.07E-06 7.55E-02  1.473  1.384
  1.20   6.6581   1.385  -2.492 21.633 13.549  1.823  0.914 4.91E-01 4.19E-01 1.64E-05 7.85E-02  1.599  1.523
  1.40   6.8414   1.333  -2.945 20.554 13.138  1.793  0.920 5.36E-01 4.61E-01 3.17E-05 8.38E-02  1.715  1.649
  1.60   7.0264   1.288  -3.360 19.536 12.548  1.743  0.930 5.72E-01 4.95E-01 5.82E-05 9.27E-02  1.817  1.755
  1.80   7.2136   1.250  -3.732 18.578 11.849  1.679  0.942 5.96E-01 5.21E-01 1.02E-04 1.07E-01  1.898  1.838
  2.00   7.4036   1.222  -4.061 17.678 11.107  1.604  0.958 6.06E-01 5.36E-01 1.68E-04 1.28E-01  1.956  1.892
  2.20   7.5969   1.203  -4.345 16.831 10.377  1.519  0.976 5.98E-01 5.37E-01 2.57E-04 1.61E-01  1.990  1.917
  2.40   7.7945   1.197  -4.584 16.032  9.699  1.421  1.000 5.68E-01 5.17E-01 3.57E-04 2.09E-01  2.005  1.918
  2.60   7.9974   1.205  -4.776 15.276  9.110  1.304  1.030 5.07E-01 4.70E-01 4.26E-04 2.79E-01  2.005  1.901
  2.80   8.2067   1.231  -4.919 14.557  8.614  1.154  1.063 4.04E-01 3.84E-01 4.05E-04 3.80E-01  2.010  1.893
  3.00   8.4213   1.273  -4.980 13.895  8.285  0.951  1.079 2.54E-01 2.46E-01 2.64E-04 5.09E-01  2.180  2.044
  3.20   8.6330   1.308  -4.934 13.318  7.820  0.696  1.021 8.93E-02 8.84E-02 8.97E-05 6.18E-01  2.512  2.363
  3.40   8.8191   1.266  -4.796 12.843  6.763  0.527  0.801 7.68E-03 7.67E-03 9.62E-06 5.92E-01  2.995  2.849
  3.60   8.9383   1.051  -4.712 12.392  4.725  0.788  0.324 3.11E-05 3.11E-05 1.45E-07 4.37E-01  3.627  3.481
     5.400    12.100
 -7.40  -1.5824   2.000   1.769 63.386  2.191  1.001  1.000 1.58E-04 2.20E-05 0.00E+00 2.70E-03 -3.696 -3.711
 -7.20  -1.3824   2.000   1.769 62.466  2.191  1.001  1.000 1.80E-04 2.56E-05 0.00E+00 3.11E-03 -3.667 -3.679
 -7.00  -1.1824   2.000   1.769 61.545  2.191  1.001  1.000 2.04E-04 2.98E-05 0.00E+00 3.59E-03 -3.638 -3.648
 -6.80  -0.9825   2.000   1.768 60.624  2.191  1.001  1.000 2.31E-04 3.46E-05 0.00E+00 4.12E-03 -3.601 -3.609
 -6.60  -0.7825   2.000   1.768 59.703  2.191  1.001  1.000 2.61E-04 4.03E-05 0.00E+00 4.74E-03 -3.558 -3.564
 -6.40  -0.5826   1.999   1.768 58.783  2.191  1.001  1.000 2.93E-04 4.69E-05 0.00E+00 5.43E-03 -3.509 -3.515
 -6.20  -0.3826   1.999   1.768 57.862  2.191  1.001  1.000 3.28E-04 5.46E-05 0.00E+00 6.21E-03 -3.457 -3.462
 -6.00  -0.1827   1.999   1.767 56.942  2.191  1.001  1.000 3.66E-04 6.35E-05 0.00E+00 7.09E-03 -3.402 -3.406
 -5.80   0.0173   1.999   1.767 56.021  2.191  1.002  1.000 4.07E-04 7.39E-05 0.00E+00 8.07E-03 -3.347 -3.351
 -5.60   0.2172   1.998   1.766 55.101  2.191  1.002  1.000 4.50E-04 8.60E-05 0.00E+00 9.16E-03 -3.291 -3.295
 -5.40   0.4171   1.998   1.766 54.180  2.191  1.002  1.000 4.96E-04 1.00E-04 0.00E+00 1.04E-02 -3.236 -3.240
 -5.20   0.6171   1.998   1.765 53.260  2.191  1.002  1.000 5.45E-04 1.17E-04 0.00E+00 1.17E-02 -3.179 -3.184
 -5.00   0.8170   1.997   1.765 52.340  2.191  1.003  1.000 5.97E-04 1.36E-04 0.00E+00 1.31E-02 -3.120 -3.128
 -4.80   1.0169   1.997   1.764 51.419  2.191  1.003  1.000 6.54E-04 1.59E-04 0.00E+00 1.48E-02 -3.054 -3.070
 -4.60   1.2168   1.996   1.763 50.499  2.191  1.003  1.000 7.14E-04 1.86E-04 0.00E+00 1.64E-02 -2.976 -3.008
 -4.40   1.4167   1.996   1.762 49.579  2.191  1.003  1.000 7.78E-04 2.17E-04 0.00E+00 1.83E-02 -2.875 -2.940
 -4.20   1.6166   1.996   1.761 48.658  2.191  1.004  0.999 8.48E-04 2.55E-04 0.00E+00 2.02E-02 -2.713 -2.853
 -4.00   1.8165   1.995   1.759 47.738  2.191  1.004  0.999 9.26E-04 3.01E-04 0.00E+00 2.22E-02 -2.351 -2.677
 -3.80   2.0164   1.995   1.758 46.818  2.192  1.004  0.999 1.01E-03 3.55E-04 3.66E-19 2.43E-02 -1.974 -2.362
 -3.60   2.2163   1.994   1.756 45.898  2.193  1.005  0.999 1.12E-03 4.23E-04 1.44E-18 2.65E-02 -2.141 -2.454
 -3.40   2.4161   1.993   1.754 44.977  2.194  1.005  0.999 1.24E-03 5.07E-04 5.69E-18 2.87E-02 -2.172 -2.438
 -3.20   2.6160   1.993   1.752 44.057  2.196  1.006  0.999 1.39E-03 6.13E-04 2.24E-17 3.10E-02 -2.117 -2.361
 -3.00   2.8158   1.992   1.749 43.136  2.200  1.006  0.999 1.57E-03 7.49E-04 8.81E-17 3.34E-02 -2.015 -2.252
 -2.80   3.0155   1.991   1.745 42.215  2.205  1.007  0.999 1.81E-03 9.28E-04 3.46E-16 3.59E-02 -1.881 -2.121
 -2.60   3.2152   1.989   1.740 41.296  2.209  1.014  0.998 2.13E-03 1.17E-03 1.36E-15 3.82E-02 -1.730 -1.977
 -2.40   3.4148   1.987   1.734 40.375  2.225  1.011  0.998 2.56E-03 1.50E-03 5.32E-15 4.08E-02 -1.571 -1.823
 -2.20   3.6143   1.985   1.727 39.452  2.244  1.013  0.997 3.16E-03 1.95E-03 2.07E-14 4.35E-02 -1.399 -1.656
 -2.00   3.8136   1.982   1.717 38.529  2.273  1.017  0.996 4.11E-03 2.59E-03 8.06E-14 4.62E-02 -1.217 -1.477
 -1.80   4.0128   1.978   1.703 37.603  2.317  1.022  0.995 5.39E-03 3.52E-03 3.12E-13 4.92E-02 -1.030 -1.291
 -1.60   4.2117   1.973   1.685 36.675  2.383  1.029  0.994 7.21E-03 4.86E-03 1.20E-12 5.22E-02 -0.843 -1.104
 -1.40   4.4102   1.966   1.660 35.743  2.483  1.039  0.992 9.91E-03 6.81E-03 4.57E-12 5.52E-02 -0.656 -0.914
 -1.20   4.6084   1.958   1.625 34.804  2.631  1.053  0.989 1.38E-02 9.66E-03 1.73E-11 5.86E-02 -0.470 -0.722
 -1.00   4.8058   1.947   1.577 33.857  2.850  1.073  0.986 1.95E-02 1.38E-02 6.42E-11 6.15E-02 -0.283 -0.527
 -0.80   5.0025   1.932   1.510 32.894  3.165  1.100  0.981 2.78E-02 1.98E-02 2.33E-10 6.57E-02 -0.102 -0.336
 -0.60   5.1978   1.911   1.419 31.917  3.603  1.138  0.975 3.92E-02 2.84E-02 8.30E-10 6.89E-02  0.074 -0.150
 -0.40   5.3920   1.886   1.295 30.919  4.185  1.186  0.967 5.48E-02 4.04E-02 2.85E-09 7.36E-02  0.242  0.030
 -0.20   5.5845   1.853   1.132 29.894  4.925  1.246  0.957 7.56E-02 5.66E-02 9.42E-09 7.84E-02  0.405  0.206
  0.00   5.7741   1.810   0.920 28.838  5.817  1.319  0.947 1.04E-01 7.82E-02 2.98E-08 8.02E-02  0.566  0.382
  0.20   5.9626   1.762   0.660 27.756  6.792  1.397  0.937 1.38E-01 1.05E-01 8.82E-08 8.59E-02  0.726  0.556
  0.40   6.1491   1.708   0.352 26.650  7.781  1.476  0.929 1.78E-01 1.36E-01 2.45E-07 9.12E-02  0.885  0.730
  0.60   6.3343   1.651   0.000 25.524  8.708  1.550  0.922 2.22E-01 1.73E-01 6.43E-07 9.63E-02  1.044  0.902
  0.80   6.5183   1.591  -0.386 24.392  9.477  1.614  0.918 2.70E-01 2.12E-01 1.58E-06 1.01E-01  1.198  1.070
  1.00   6.7000   1.526  -0.809 23.242  9.997  1.661  0.916 3.20E-01 2.55E-01 3.67E-06 1.02E-01  1.347  1.233
  1.20   6.8831   1.467  -1.218 22.144 10.267  1.686  0.915 3.64E-01 2.94E-01 7.97E-06 1.10E-01  1.483  1.379
  1.40   7.0664   1.412  -1.629 21.073 10.394  1.688  0.919 4.02E-01 3.30E-01 1.63E-05 1.21E-01  1.603  1.506
  1.60   7.2509   1.363  -2.018 20.045 10.240  1.670  0.927 4.31E-01 3.59E-01 3.13E-05 1.38E-01  1.704  1.608
  1.80   7.4373   1.321  -2.379 19.065  9.924  1.632  0.937 4.45E-01 3.78E-01 5.62E-05 1.62E-01  1.779  1.681
  2.00   7.6262   1.287  -2.708 18.134  9.494  1.576  0.951 4.41E-01 3.83E-01 9.30E-05 1.98E-01  1.828  1.722
  2.20   7.8182   1.264  -2.997 17.254  8.996  1.499  0.970 4.14E-01 3.69E-01 1.39E-04 2.49E-01  1.855  1.736
  2.40   8.0143   1.252  -3.243 16.424  8.465  1.398  0.992 3.58E-01 3.28E-01 1.78E-04 3.19E-01  1.867  1.734
  2.60   8.2151   1.255  -3.430 15.643  8.023  1.270  1.015 2.69E-01 2.53E-01 1.82E-04 4.08E-01  1.888  1.743
  2.80   8.4197   1.268  -3.577 14.918  7.337  1.103  1.028 1.56E-01 1.51E-01 1.32E-04 5.04E-01  2.025  1.867
  3.00   8.6228   1.277  -3.632 14.264  6.508  0.927  0.995 5.18E-02 5.12E-02 5.26E-05 5.61E-01  2.259  2.098
  3.20   8.8113   1.244  -3.639 13.664  5.373  0.846  0.866 5.17E-03 5.17E-03 7.69E-06 5.21E-01  2.600  2.443
  3.40   8.9609   1.107  -3.700 13.046  4.052  1.055  0.594 4.70E-05 4.70E-05 2.14E-07 4.03E-01  3.090  2.933
  3.60   9.0371   0.833  -4.012 12.300  2.926  1.933  0.117 6.30E-09 6.30E-09 4.39E-10 2.62E-01  3.750  3.587
     5.450    12.100
 -7.40  -1.3824   2.000   1.813 62.946  2.160  1.001  1.000 1.49E-04 2.11E-05 0.00E+00 2.58E-03 -3.776 -3.783
 -7.20  -1.1824   2.000   1.813 62.026  2.160  1.001  1.000 1.70E-04 2.46E-05 0.00E+00 2.98E-03 -3.750 -3.756
 -7.00  -0.9824   2.000   1.813 61.105  2.160  1.001  1.000 1.92E-04 2.86E-05 0.00E+00 3.42E-03 -3.718 -3.722
 -6.80  -0.7825   2.000   1.813 60.184  2.160  1.001  1.000 2.17E-04 3.33E-05 0.00E+00 3.94E-03 -3.682 -3.685
 -6.60  -0.5825   2.000   1.812 59.263  2.160  1.001  1.000 2.44E-04 3.87E-05 0.00E+00 4.52E-03 -3.641 -3.644
 -6.40  -0.3825   2.000   1.812 58.343  2.160  1.001  1.000 2.74E-04 4.50E-05 0.00E+00 5.18E-03 -3.598 -3.601
 -6.20  -0.1826   1.999   1.812 57.422  2.160  1.001  1.000 3.05E-04 5.24E-05 0.00E+00 5.92E-03 -3.552 -3.555
 -6.00   0.0174   1.999   1.811 56.502  2.160  1.001  1.000 3.40E-04 6.09E-05 0.00E+00 6.75E-03 -3.504 -3.507
 -5.80   0.2173   1.999   1.811 55.581  2.160  1.002  1.000 3.76E-04 7.09E-05 0.00E+00 7.67E-03 -3.456 -3.459
 -5.60   0.4172   1.998   1.811 54.661  2.160  1.002  1.000 4.15E-04 8.25E-05 0.00E+00 8.70E-03 -3.407 -3.410
 -5.40   0.6172   1.998   1.810 53.740  2.160  1.002  1.000 4.57E-04 9.59E-05 0.00E+00 9.83E-03 -3.357 -3.361
 -5.20   0.8171   1.998   1.809 52.820  2.160  1.002  1.000 5.01E-04 1.12E-04 0.00E+00 1.11E-02 -3.303 -3.310
 -5.00   1.0170   1.998   1.809 51.900  2.160  1.002  1.000 5.47E-04 1.30E-04 0.00E+00 1.24E-02 -3.245 -3.257
 -4.80   1.2170   1.997   1.808 50.980  2.160  1.003  1.000 5.97E-04 1.52E-04 0.00E+00 1.39E-02 -3.176 -3.202
 -4.60   1.4169   1.997   1.807 50.059  2.160  1.003  1.000 6.51E-04 1.77E-04 0.00E+00 1.54E-02 -3.089 -3.141
 -4.40   1.6168   1.996   1.806 49.139  2.160  1.003  1.000 7.07E-04 2.06E-04 0.00E+00 1.71E-02 -2.956 -3.066
 -4.20   1.8167   1.996   1.805 48.219  2.160  1.003  1.000 7.70E-04 2.41E-04 0.00E+00 1.89E-02 -2.679 -2.933
 -4.00   2.0166   1.996   1.804 47.299  2.160  1.004  1.000 8.39E-04 2.83E-04 0.00E+00 2.07E-02 -2.245 -2.637
 -3.80   2.2165   1.995   1.802 46.379  2.161  1.004  0.999 9.18E-04 3.32E-04 1.15E-19 2.26E-02 -2.322 -2.649
 -3.60   2.4164   1.995   1.801 45.459  2.161  1.004  0.999 1.01E-03 3.92E-04 4.55E-19 2.46E-02 -2.390 -2.667
